,Text
22,"
Allhamdullillah visa approved in 3rd attempt today..i am sharing all my three experiences so it would be a lengthy post..
1st interview (24Feb)
islamabad 8 am
I was very nervous..visa officer was not looking in a good mood he rejected a visa in front of me..
Me:Good morning Sir
V/O: 
pass me ur i20 and passport 
me:Here it is
V/O: Which university you are going for
me:California state university
V/O: how much universities you have applied 
me:2 sir
V/O: Why you are going to this university 
me: I was telling about my university and why i choosed that
V/O: Sorry i can't approve ur visa try next time 
me:ok
I was very disappointed..i couldn't understand what should i do but some how i gain power to apply again
2nd interview (03rd March) 8:am
islamabad 
lady V/O:Good morning 
me:Good Morning mam
how are u
V/O: am good please pass me ur i20 and passport 
me:sure mam
V/O: which university you are going for
me: California state university 
V/O:Who is sponsoring you
Me:My father 
V/O: What he do
me: told about my father's business 
V/O:Oh i can see you are already rejected once
sorry i can't over turn my colleague decision..you should change something in ur profile and u r most welcome to try again
Me:Ok thanks mam
Again dishard
But i didn't loose hope
When i came to know about usa embassy is open for students i decided to try again
3rd attempt (08October)08:am islamabad 
I was the 2nd to be interviewed..1st one rejected in front of me
V/O:Good Morning 
Me:Good Morning sir..how are u
V/O:am fine ..how you are doing 
me:am doing great
V/O: Pass me ur i20 anx passport
me:Sure Sir
V/O:Why u are going to usa
me: i am going for bachelors in business 
V/O:Oh i can see u r already rejected twice in this year .Now u have changed ur university..Why?
me: Told that this university is good in all aspects as compared to my previous one..-and last time v/o also told me fhat i should change something 
V/O:Ok..Do u remember what's was the yearly fee of ur previous university 
me:told
V/O:Who is funding u
me: My father 
V/O:Can i see prof of his earnings 
me:Sure passed my father's bank statement
V/O: took around 5 minutes and typed something 
V/O: where u live here in pakistan 
me: told
V/O :again took sometime
i was shivering and very much nervous but i didn't show these expressions 
V/O:Ok congratulations i am approving ur visa enjoy ur stay
me:Couldn't explain my feelings in words 
thank him in 4-5 times
he also started smiling 
It was my whole journey..after the hardships of 1 year finall i achieved what i wanted..it's all because of my parents prayer and my faith
finally i want to thanks some group fellows who supported me in thi journey
Rafay Rehman
 
Fahad Fadi
 
Engr Musab Ahmed
 
AbdulRehman Amjad
 Thanks alot to four of u ..
You guys motivated me alot
2nHYjR.com
Aseem
Allhamdullillah visa approved in 3rd attempt today..i am sharing all my three experiences so it would be a lengthy post..
1st interview (24Feb)
islamabad 8 am
I was very nervous..visa officer was not looking in a good mood he rejected a visa in front of me..
Me:Good morning Sir
V/O: pass me ur i20 and passport 
me:Here it is
V/O: Which university you are going for
me:California state university
V/O: how much universities you have applied 
me:2 sir
V/O: Why you are going to this university 
me: I was telling about my university and why i choosed that
V/O: Sorry i can't approve ur visa try next time 
me:ok
I was very disappointed..i couldn't understand what should i do but some how i gain power to apply again
2nd interview (03rd March) 8:am
islamabad 
lady V/O:Good morning 
me:Good Morning mam
how are u
V/O: am good please pass me ur i20 and passport 
me:sure mam
V/O: which university you are going for
me: California state university 
V/O:Who is sponsoring you
Me:My father 
V/O: What he do
me: told about my father's business 
V/O:Oh i can see you are already rejected once
sorry i can't over turn my colleague decision..you should change something in ur profile and u r most welcome to try again
Me:Ok thanks mam
Again dishard
But i didn't loose hope
When i came to know about usa embassy is open for students i decided to try again
3rd attempt (08October)08:am islamabad 
I was the 2nd to be interviewed..1st one rejected in front of me
V/O:Good Morning 
Me:Good Morning sir..how are u
V/O:am fine ..how you are doing 
me:am doing great
V/O: Pass me ur i20 anx passport
me:Sure Sir
V/O:Why u are going to usa
me: i am going for bachelors in business 
V/O:Oh i can see u r already rejected twice in this year .Now u have changed ur university..Why?
me: Told that this university is good in all aspects as compared to my previous one..-and last time v/o also told me fhat i should change something 
V/O:Ok..Do u remember what's was the yearly fee of ur previous university 
me:told
V/O:Who is funding u
me: My father 
V/O:Can i see prof of his earnings 
me:Sure passed my father's bank statement
V/O: took around 5 minutes and typed something 
V/O: where u live here in pakistan 
me: told
V/O :again took sometime
i was shivering and very much nervous but i didn't show these expressions 
V/O:Ok congratulations i am approving ur visa enjoy ur stay
me:Couldn't explain my feelings in words 
thank him in 4-5 times
he also started smiling 
It was my whole journey..after the hardships of 1 year finall i achieved what i wanted..it's all because of my parents prayer and my faith
finally i want to thanks some group fellows who supported me in thi journey
Rafay Rehman Fahad Fadi Engr Musab Ahmed AbdulRehman Amjad Thanks alot to four of u ..
You guys motivated me alot
"
23,"
VISA APPROVED! 
Location: US Consulate General Islamabad 
Date: May, 18
Program: Bechlor of Nursing 
University: Central Michigan university 
First attempt.
A Young American lady in her 30s I guess
Today's approval rate was very low as I witnessed because there were 6 students/tourists I was at the end all of them were rejected (screwed up seeing rejections my nervous system collapse but I was confident I gave reply in very precise way not too long neither short. 
Good morning mam.
VO: Good Morning 
VO: pass me your documents
I passed.
VO: Which university are you going and why?
I am going to Central Michigan University To pursue my Bechlor in Nursing. I have talked with many students studying in CMU through LinkedIn their reviews about university were amazing secondly I got 50% of scholarship.
Any family member living there?
No 
Who is sponsoring you? 
My mother will sponsor me.  She owns 22 acres of land where we grow 3 crops yearly and we made xyz. 
VO:. What's you future plans?
Me: I will definitely get master degree from USA as well then I'll come back to Pakistan here my uncle owns hospital so i want to settle here.
She asked the hospital name and city I told her (constantly typing and seeing the computer screen)
VO: how many siblings do you have?
Told
She asked for my bank statement I gave her she read carefully then asked how much is this money in dollars I told its 52k dollars.
Types for 2-3 minutes.
You can have your documents back. Passes me my bank statement. You’ll have your passport back in a week. I am approving your visa.
Thank you mam, have a great day.
She smiled
Interview lasted for 6-7 minutes.
TIP: Be confident this is the only thing which matters.
"
24,"
Category: F1J | Date: 06/09 | Time: 8:00 AM Embassy: ISB | Status: Rejected ( Yellow Slip, Unable to establish home ties)
Greetings and handed over my documents 
VO: Which course are you going for? 
I am 
going for masters in Computer Science 
VO: Why have you chosen RU? 
I have picked it due to a number of reasons, It was recommended to me by my Company's Director MR XYZ as he was their Alumni and he spoke very highly of them. I have also worked with one of their faculty members in computer science for my final year project for data training and AI models. The course structure aligns perfectly with my area of interest and are the advanced subjects that I have studied in my undergrad, so these all reasons made it an ideal choice. 
VO: Did you apply to any other university? 
Yes I applied to 6 universities and got the offers from 3 of them including RU. 
V0: What are you currently doing? 
I am working as a Program manager in a fintech company, name XYZ. Its a good place but my growth has halted and for that reason I am going for a masters degree from abroad. 
VO: How are you going to fund your education? 
I come from a feudal background and has ample farmlands and livestock, after my dad passed away in last summer I inherited that money being the only heir. So a good reserve that I got and on top of that after working for 3 years I have enough funds to support my education and stay their. Handed her my 125 Million RS bank statement. 
She looked it over. Typed in the computer and then said Sorry I am unable to offer you a visa at this time, please read this yellow slip and research online on our website and try again. Thank you.
Please dear members, can you guide me what did I do wrong or anything that has to be improved in my application or profile as I am planning to reapply for the visa.
"
25,"
F-1 Visa rejected 1st November.
Profile. 
Cleveland state university,
program: MCS
FUNDS: 8 million 
Bscs: 3.52 Cgpa
4 Years Professional IT Experience. 
Visa Officer asked For Passport.
Q1: which University you are Going?
Answer: Cleveland state University. 
She Smiled Sarcastic*
Q2: What Are Your subjects?
Answer: Advance Architecture, Advance operating system, Programing are My Major.
Q3: Who Is Going To Sponsor you?
Answer: i do Have Enough Funds For My Master Program. Which I Have Collected working in IT industry in Last 4 years.
Q4. How Much You earn?
Answer: i earn Over Half A Million per month.
Q5: No One Is Your Sponsor?
Answer: my Father has A Good Financial Position he Has Multiple properties, That Are On Rent. 
She Typed: Sorry, We Have Strict rules your visa Is Rejected. 
Should i Reapply?
To All those who have Interviews On the Way. 
There Are Many F-1 Visa's That Approved Today. i Was Not Lucky Enough. Don't Lose Hope.
"
26,"
Visa Rejected.
20 January 2023.
Karachi consulate.
Gori Young Girl .
Me: 
Hello Good morning Ma’am.
Vo: Hello Good morning, Pass me your documents.
Me: Sure Ma’am.
Vo: Why Us?
Me: The US is a Tech hub. US universities use modern technologies in education like cloud services I want to learn and use my skills to serve my country Pakistan.
Vo: Which other school did you applied?
Me: I applied in 3 school , 2 in uk and 1 in usa.
Vo: What school in uk?
Me: University of Heartfordshire and Huddersfield university?
Vo: Do you have acceptance from schools in uk?
Me: Yes ma’am.
Vo: Can you please show me your scholarship remarks?
Me: Yes sure its in my offer letter?
Vo: What were your grades?
Me: My overall grade was A.
Vo: A-levels ?
Me: Intermitted.
Vo: Who is your sponsor?
Me: My father.
Vo:typing.
Vo: Why did you choose Usa ? Why not Uk?
Me: The campus community in the USA is very welcoming to international students which makes it easier to focus on and my major computer science.
Vo: Smiling.
Vo: You were rejected before what was wrong in your application?
Me: Yes Ma’am last time officer ask me is there anyone immediate relatives living in usa? But no one immediate relative living in usa.
My friend and cousin are in Usa who help me in the application.
Vo: Oh nice in which university?
Me: In same university.
Vo: Ok so here it concerns the slip , you’re not eligible for this time also.
Me: What is the reason ma’am in my application?
Vo: Please your interview has been finished thanks.
"
27,"
REJECTED ON INTERVIEW.
Visa Officer was a men (32-40) age.
Karachi embassy.
VO. HELLO HOW ARE YOU WITH SMILE
ME.I 
AM FINE WBY 
VO.I AM ALSO FINE HAPPILY
VO.WHY FIU?
Me. WHY FIU?
• At FIU one thing I loved the most is there student experience. It is pre-eminent emerging research university which means there’s a huge focus on academic research, as an undergraduate student I have a chance to work on research projects related to artificial intelligence (which is my interest) at the COGNAC LAB which is led by DR. MARK FINLAYSON.
He then stopped me. And asked next question 
VO. FROM WHRE DO YOU COMPLETE INTERMEDIATE?
ME. Told name.
Vo. From interior sindh?
Me. Yes.
VO. also asked that what did you do anything in your free time?
I said that I took webinars i have certificates with me
VO.Who is sponsoring you?
My uncle being the chairperson of the family is sponsoring me.
Vo.also said why he sponsored you?
Look, We live in a joint family system over here in Pakistan
And my uncle is the chairperson of the family so all the family income goes to him and then he allots funds for the utilisations to each family so this is how things work in Pakistan.
Vo. How you can manage your fee or something like that.
Family has a established business so affordability is not a big issue
TOLD ANSWRR AND REJECTED
"
28,"
Embassy: Karachi
Status: rejected
26th  may 2022
VO: Good morning
Me: 
Good morning 
VO: (after passing documents and after scanning fingers) why are you going to US
Me: I'm going to study masters in computer science from westcliff university 
VO: Why this university
Me: I have chosen this university because it's offering the courses that I was looking for. I'm working as a consultant and I have to get expertise in (mentioned 4 subjects). These fields are very important for my consultancy position is offering courses related to all these subjects.
VO: Do you have any travel history
Me: No sir
VO: Who's sponsoring you
Me: My father
VO: I can't give you visa, reason is mentioned on this slip.
he rejected all 5 person,they were first in line also 2 person on my back when i asked outside the consulate. boys and girls both rejections
"
29,"
Hi all, 
My husband got rejected F2 visa for 3 times last year, 
Now I’m pregnant here in USA 
 and he wanted to come for my delivery, what we have to do? Can we apply B2 ? Or what’s your suggestion we have to apply for F2 again? 
Please I need experts help. 
"
30,"
I applied to depaul and rejected twice even tough I got 50% yearly scholarship. In my 2nd interview, I was investigated that t university that you choose are on redlist. My universities were clark, drexel and depaul.
Is depaul a consultant favourite university?
"
31,"
Second attempt rejected today 
First attempt uni was minnesota state uni
Me good morning
Vo good morning
Vo so why u are going to usa
Me i 
am going to pursue my bachelors degree in international business from ohio university
Vo what circumtances you have changed this time 
Me last time i was nervous this time i have improve my confidence and also i have changed university 
Vo Do you have siblings 
Me yes and told
Vo what they do ?
Me told 
Vo Who is your sponser 
Me my father is sponsering me 
Vo What does he do 
Me told his business even annual income
Vo i know you want to study in usa but us law are very strict ..... reject 
I asked him you do recommed to change any thing in my profile 
His response i could not listen
Me again do you recommend any change or any other thing 
He said i don't recommend to change any thing in ur profile change circumstances
Now guys what you will recommend me i have plan for third attempt and may be last in december 
What could in change in circumstances ?
What should i do now ?
Thank you
"
32,"
#VisaRefused
 
#URGENT
Hi guys,
One of friends F1 visa was rejected May 25th. 
Program: MS Bunsiness Analytics
University: Brandeis (Boston)
Program start date: August 21st, 2023
I have few question one their behalf:
When can I they reapply for the F1? 
Is applying after 24 hours too soon? 
Is so how long should they wait? 
What can they change in the application? 
I’ll appreciate your input and suggestions in this regard. Let me know if you need any more information. Thank you
"
33,"
#f1visaapproved
 
INTERVIEW EXPERIENCE 
Embassy islamabad 
VO was a long beard American Guy
Date: Dec 7 2022
Status: Approved 
PROFILE: 
Intermediate in Accounts
In 2019. 
Minnesota state university Mankato. 
Duolingo 120.
Slot 10 Am. 
When I enter in embassy I've seen my some friends and other students hold the rejected slip then I was very nervous. One of my friend told me please do not give interview to the women's, he got rejected from Korean looking auntie she was very strick and rejected to almost every one. 
I did my finger prints on scanner and then security guard guide me to sit at chair no 2 in front of korean women. After 2 minutes I changed my seat and sit down in the front of long beard guy, I was much nervous because the rejection ratio of 7 December was very high. 
Now my turn long beard guy approved 2 boys front of me. 
Me: Good morning officer, how is your day going. 
VO: I am doing good thank you and asked me for my documents.
VO: what did you want to study in United States?
Me: I want to pursue my beachlor degree in computer science at Minnesota state university Mankato. 
VO: Why you select usa?
Me: well, a degree from USA is itself a gurentee of successful carrier. Us  degree recognized throughout the world for their excellence. Us education systems has best academic and social environment. There are lot of practicle and research Centre so it will me for hands on training and practicle learning. 
VO: What do you currently?
Me. Currently I'm preparing for my further studies in United States. 
VO: Good. Who is your sponsor ?
Me: well, I got approximately 45% scholarship and after that they will charge me 5500 dollars per semester, so my father is my sponsor.... Vo interupt me. 
VO: What does he do?
Me: He is a business man. He is selling Scottish clothing include Scottish musical instruments... VO interupt me. 
VO: oh Scottish musical instruments, what is the name of your father business. 
Me: Told. Then officer typing 2 minutes on his computer. 
VO: is your father sell that product locally? 
Me. No officer, my father sell their products world wide. He is also working on etsy and eBay. 
Vo: oh that's great. 
Me: officer are you know about scottish clothing? 
Vo: yes, I also wears kilts and  jackets. 
Me: oh that's great. 
VO: How many workers working under your father business?
Me: Approximately 45 workers working for their manufacturing unit and 12 members working for their e-commerce website and online stores. 
VO: very good. How many siblings do you have? 
Me. Told 
VO. Tell me your birthday date?
Me. Told
Where do you born?
Me. Told
And then officer typing for 1 minutes and after that he gives me approval slip and said your father business is very good and I am very amazed, and said welcome to the United States.
Me. Thanks officer have a great day.
Good luck to all of you.
If any one is studying already in minnesota state university Mankato, kindly leave a message in my inbox I need some information thanks.
2tKuS6aMG.com
Aseem
#f1visaapproved 
INTERVIEW EXPERIENCE 
Embassy islamabad 
VO was a long beard American Guy
Date: Dec 7 2022
Status: Approved 

PROFILE: 
Intermediate in Accounts
In 2019. 
Minnesota state university Mankato. 
Duolingo 120.
Slot 10 Am. 
When I enter in embassy I've seen my some friends and other students hold the rejected slip then I was very nervous. One of my friend told me please do not give interview to the women's, he got rejected from Korean looking auntie she was very strick and rejected to almost every one. 
I did my finger prints on scanner and then security guard guide me to sit at chair no 2 in front of korean women. After 2 minutes I changed my seat and sit down in the front of long beard guy, I was much nervous because the rejection ratio of 7 December was very high. 
Now my turn long beard guy approved 2 boys front of me. 
Me: Good morning officer, how is your day going. 
VO: I am doing good thank you and asked me for my documents.
VO: what did you want to study in United States?
Me: I want to pursue my beachlor degree in computer science at Minnesota state university Mankato. 
VO: Why you select usa?
Me: well, a degree from USA is itself a gurentee of successful carrier. Us  degree recognized throughout the world for their excellence. Us education systems has best academic and social environment. There are lot of practicle and research Centre so it will me for hands on training and practicle learning. 
VO: What do you currently?
Me. Currently I'm preparing for my further studies in United States. 
VO: Good. Who is your sponsor ?
Me: well, I got approximately 45% scholarship and after that they will charge me 5500 dollars per semester, so my father is my sponsor.... Vo interupt me. 
VO: What does he do?
Me: He is a business man. He is selling Scottish clothing include Scottish musical instruments... VO interupt me. 
VO: oh Scottish musical instruments, what is the name of your father business. 
Me: Told. Then officer typing 2 minutes on his computer. 
VO: is your father sell that product locally? 
Me. No officer, my father sell their products world wide. He is also working on etsy and eBay. 
Vo: oh that's great. 
Me: officer are you know about scottish clothing? 
Vo: yes, I also wears kilts and  jackets. 
Me: oh that's great. 
VO: How many workers working under your father business?
Me: Approximately 45 workers working for their manufacturing unit and 12 members working for their e-commerce website and online stores. 
VO: very good. How many siblings do you have? 
Me. Told 
VO. Tell me your birthday date?
Me. Told
Where do you born?
Me. Told
And then officer typing for 1 minutes and after that he gives me approval slip and said your father business is very good and I am very amazed, and said welcome to the United States.
Me. Thanks officer have a great day.
Good luck to all of you.
If any one is studying already in minnesota state university Mankato, kindly leave a message in my inbox I need some information thanks.
"
34,"
Visa status: Rejected
VO: Male
He has asked only 3 questions:
VO: Why are you going to USA?
Me: I am going to attend rider university to pursue Master In IS.
VO: 
What are you doing right now?
Me: I am doing Job in ... 
VO: What is your job there?
Me: I am handling all the matters related to  operations and management of UAE office.
VO: previously you have selected Cleveland state and this time you have selected rider. Why?
Me: Because after the research rider uni is offering the courses which is totally align with my bachelors and my future goal. Moreover, rider ranked 22 out of 181 universities. 
VO interrupt 
VO: who will pay for your education?
Me: My father will pay for my education as well as living expenses.
VO: Your visa is rejected
I don't know why.
Please let me know what to do.
Can I apply again with the same sevis fee?
As it is valid till dec 2022.
Can I apply again in this Nov 2022.
"
35,"
Admin please approve 
F1 Visa Rejected 17 January
Classes stared same date 17 January
Ielts bands 6, qualification: BSc 2 years
VO was beared American Boy
VO: 
Good Morning 
Me: Morning Officer 
VO: Pass your i20 & asked why are you going to USA 
Me: I’m going to pursue my Bachelors in Computer computer science 
VO: Why this university 
Me: answered 
VO: how many brothers you are?
Me: Officer! We were 3 brothers but unfortunately my younger brother died in road accident recently, now we are two
VO: what your brother do!
Me: (Explained his Job, he’s in KSA owns consultancy company related to construction)
VO: Tell me what kind of work they do
Me: I told him & I Specially mentioned that Saudi Govt. hire their company for their project.
& Officer he’s not my sponsor…
VO: who’s going to sponsoring you?
Me: Well! I got 65% scholarship & rest of fee pay by my father. So my father is my sponsor.
VO: What your father do!
Me: he’s business man & he’s doing Poultry business ( i told everything about business he asked)
VO: You mention in your DS160 that you are doing business!
Me: well! officer it’s freelancing company 
VO: what kind of work you do?
Me: we provide Amazon services, content writing, web designing & many more services.
VO: Ok fine, any family member got degree from USA!
Me: Officer I’m only!!
After some time he passed yellow slip…
Now i got extension letter from University (University of New Haven)
Should i reappear in interview?
Remarks of VO were, due to strict visa policy, I’m not approving your visa
& duration of interview was 10-12 minutes 
Please guide!!!
"
36,"
F1 Visa Rejected for Bachelors Degree.
I’ve been rejected by the US Consulate at Karachi.
Interview Date:3 september 2019.
Me:good morning sir.
VO:good morning.
VO.Can i see your I-20?
Me:Sure.(with a smile)
VO:tell me about the university you are planning to go?
Me:Westcliff unvi CA.
VO:What city is your school located in?
Me:Irvine CA.
VO: Which all universities did you apply to?
Me: webster university ,westcliff university,louisiana university.
VO: So why Westcliff?
Me: Sir, this university is the best match for my profile in terms, of course, curriculum and finances.
VO:Who is sponsoring your education in the US?
Me:my father will sponsor me.
VO:when your semester starting?
Me:next month 17oct.
VO started typing something....
VO: Sorry sir, I cannot issue you a visa today
Me: Thank you and left.
All my hard work and dreams came down crashing in less than 1 minute.
is it worth to try again?
"
37,"
Visa interview experience:
Islamabad Embassy
15th July 2022 at 9am
Visa 
#rejected
 u/s 214(b)
Yellow slip
VO: Why Bay atlantic university?
Me: couple of months back I was searching for my desired course and specialization.  As I work for a public department, FBR, I am looking forward to get into the Policy Wing of FBR. for which I need to pursue a management degree with some policy related courses So I found my desired course which is MBA in Global affairs at Bay Atlantic university and successfully secured my admission.
VO: You are from Karachi. Why are you here for an interview?
Me: Actually I was on a short leave from my employer on account of Eid UL Adha. So was suppose to stay a couple of days more in Islamabad. And the earliest date for interview available was 15 July so I schedule my interview here at Islamabad.
VO: Who is your sponsor?
Me: My father is my sponsor. But I have my own funds too. I also own some moveable and immoveable assets like cars and lands.
VO: what your father do?
Me: He is working as sports coordinator and Administrator at one of the reputable university in Karachi.
VO was a male aged officer with long beard.
"
38,"
My brother got rejected in 2018 for USA visit visa. This time he applied for F1 visa. We both are puzzled that either we select the most recently rejected option or the regular one as he was rejected back in 2018 and it's not the recent one???
AMAQi.com
Aseem
My brother got rejected in 2018 for USA visit visa. This time he applied for F1 visa. We both are puzzled that either we select the most recently rejected option or the regular one as he was rejected back in 2018 and it's not the recent one???
"
39,"
To the people getting rejected: I know it may seem like that you are rejected for no reason and many of you have posted sharing your concerns that you are rejected and have expressed your frustration too. So let me explain you the major reason. Before I explain you the reason let me tell you that I have received two F visas and one J visa with no travel history before my first visa. Currently I am doing my PhD. So one of the major reason is Finances.
Let’s be honest when you 
show bank statements, are you really going to be using those finances? And VO knows that! They know that the 70 lacs you are showing many of you don’t intend to use that money and just showing it to get the visa. After you get the visa, you will start thinking how you will pay for your education. So if you don’t have a full-ride or a loan, or a TA or RA ship you won’t be able to pay for your education. Don’t be misled thinking that you will be able to make sufficient money with an on-campus job, the on-campus job is only sufficient enough to pay for some of your expenses such as food, bills and sometimes rent. You can’t pay tuition and health insurance with a part time job and working full-time or working off-campus during semesters is ILLEGAL! Majority of you are rejected primarily because of your finances because your finance story doesn’t make sense. VO knows the cost of living in US, and cost of tuition, they are mentioned on your I-20. So they are well aware that you won’t be able to furnish this amount and the bank statement that you showed is probably just to show so you can get that visa. 
Yes, not getting the visa is disappointing. But it will be more disappointing once you get to US and can’t pay for your expenses. So again if you don’t have a full-ride, A TA/RA offer or majority tuition scholarship, don’t think that you will be able to manage the finances. 
Hope this helps and clears some doubts. Don’t blame the embassy or the system because if you are eligible for visa, you will get one but if you know deep down that “I am just showing these statements to get visa, I won’t be using this money” than know that VO knows this and you won’t get the visa. 
Best of luck!
"
40,"
Interview 19th May 2023 
Rejected 
University of arizona 
Bacholars
Please everyone read it and let me know what can I improve in next interview and what were my mistakes because my classes will Start soon and I can't delay them, I already had a gap year.
Vo:show me your documents
Me: passed them
Vo: financial statement 
Me: passed them
Vo: this is just a bunch of papers
( I didn't knew what to answer about it, like I can not bring money here obviously it have to be on paper) whatever
Me: explained that this is my mother's account and it has money generated from her school/collage.
Vo: which school
Me: named the school
(It's a local school)
Vo: started typing the name of school on computer, maybe he was searching about the school.
Vo: which university 
Me: university of Arizona 
Vo: how did you got to know about it?
Me: searched about good ranking universities and so
Vo: what will you study 
Me: software engineering 
Now here I am a little confused, I can not remember what he asked for, maybe my future plan or maybe why I want to study software engineering.
Me: I proceeded to explain him that I what to convert my mother's school and collage in IT University, as all great university are in lahore  islamabad and karachi, for computer and faislabad is deprived of great universities, so students have to migrate from there to other cities which everyone can not afford. And many parents don't allow and students also have safety problem.
Vo: that's more than enough
(The reality is that, EVERYTHING I SAID HERE WAS A LIE, I DONT WANT TO PROCEED WITH THE UNIVERSITY, I WANT TO OPEN A SOFTWARE HOUSE IN PAKISTAN, but I thought that he might not be convinced with software house as it can be opened anywhere and not necessarily in pakistan, so lied about the university. I think this was kind of biggest mistake, as the person before me gave the same kind of Statement 
Like good country man, help my nation, help my brother, help My country, blah blah, something like this, so my statement also seems kind of fake created, that I want to help people of my city.)
Proceeding
Vo: any relatives there
Me: no
Vo: have you been there before
Me: no
Vo: siblings 
Me: one is AS and second one in 7th class
Vo: father
Me: banker in ...... bank 
Me added we have rental home from where get rent.
(This was not true but i had to justify the bank statement soo) 
Vo: how many
Me: 4
That's what I remember, 
Then he took some time, disappear to side or somewhere, then proceeded to give the yellow paper, 
The paper said that I could not establish ties with my country, and I am not proving that I will return.
Now things I am planning to change. 
1. Tell them the real aim, of building software house
2. Take my ntn, proof which shows that there is a school which is on my mother's name.
What else should I improve, please share your valuable views.
"
41,"
Hi I had my visa rejected a week ago based on failure to show ties to home country 214b. To avoid this situation in next interview can I show one of followings in next interview for strong case:
1. An employment letter from a company existing in my village ( my current employer is an MNC which won't provide such a letter)
2. Stating I have wife and children living with parents here ( showing marriage certificate and birth certificates)
3. Father owned lands in my village ( can 
show ownership documents)
4. Stating that my father is retired and he wants to invest his savings in my so I study well and come back to support family ( can show retirement letter etc)
If anyone has better idea please suggest.
"
42,"
VISA APPROVED (Karachi embassy)
1st attempt was on 1st November. 
Got rejected under 214(b)
University of Texas at Arlington… 
See more
"
43,"
REJECTED 1ST Attempt for F1 Visa
Previous Applied for B1/B2 Visa 3 time 2016,2018,2020
Interview Date: 20/12/2021
Consulate, Karachi
University: DePaul University, Chicago
Vo: 
good morning
Me: good morning officer
(Fingerprint done)
Vo: so why you choose this university 
Me: 
1- talk about the ranking
2- talk about they allow us to choose the area of interest
3- talk about professor that they are highly graduated all are PhD holders
4- talk about student graduated from DePaul university work wild range of industries 
Vo: what's your area of interest
ME: my interest is on Artificial Intelligence 
Vo: when was your graduation degree completed
Me: in 2016 from their onwards I am working as a web developer in abc company 
VO: What your future plan after completing the degree?
ME:
1- talk about return back to family
2- talk about here wild range of job opportunity will be available
3- talk about want to be a machine learning engineer 
4- tells the average salary around 4,6 laces per month
Done
Please guide should I go for 2nd intake on coming days classes will be start on 1 week of Jan but I can join till Feb. 1 month grace time available 
Thank you in advance
"
44,"
Visa status:rejected 
BBA: 2.82 CGPA
ielts: 6
No education gap and travel history 
22 March Islamabad embassy 
timing:9:30
Vo was a thin American girl.
Sponsor: My uncle is my primary sponsor and my father is secondary sponsor and i also show proof of property which i own and u sell if if necessary and Uncle is also business partner with my father. and will be my father in law.
VO: pass me your documents 
Me: I passed him my documents 
Vo:which university 
Me: San Francisco bay university California 
vo: which course 
Me MBA
Vo: why you choose this university?
Me: I choose this university because of it's marketing course coriculam As I have done my BBA with the specialization in marketing and I further want to do MBA with the specialization in marketing and I found this university course curriculum very useful for me moreover I got 75% scholarship from them.
VO: how many university you have applied for?
Me I applied for 2 university the other one is Bay atlantic university Washington DC.
Vo:  sorry you're not eligible for visa.
Vo hardly take 1 min interview time and even in this 1 min we hardly communicate maximum 30 sec rest of the time she was typing on computer 
She didn't ask any thing about my future plans, sponsor etc.
Need honest advice from seniors what's was wrong in my profile.
Secondly can I go for another try. if yes then  is there any thing which I can change in my profile.
Thank you
"
45,"
F1 rejected
Date: December 6th, 2021
My friend case not mine
Los angeles Community college
Major: fashion design and merchandise
Me: Good morning, Officer!
Vo: Good morning young man how are you today?
Told and  fingerprint done
Vo: So why do you wanna go to USA?
Me: To pursue my two year diploma in fashion and design 
I have also BBA from pakistan ,i will just get 2 year us diploma for my business startup
Vo: Why did you choose this field?
Me: I have a background related to fashion and design ,i just started my business with some textile industries ,wana get more expertise and command on this field 
Vo: Who is gonna sponsor you?
Me: My husband and show him pakistani bank statement
Vo: What does he do?
Me: he is student in usa and own business in pakistan ,i run his business now he is coming and me going to get related studies of actuall business which we doing in pakistan. 
Vo: How many siblings do you have and what do they do?
Me: told.
Vo: Have you ever been to any other country before?
Me: No
Try your luck next time  please tell me where i am wrong and what can i do next time changes
"
46,"
2ND ATTEMPT ALSO DENIED!!!!
Embassy: Karachi
Time slot: 9:15
Status: Rejected
Profile:
Ielts: 7
Bachelors in Computer Science.
Course: Masters in Data Science and Analytics
Q2) Why this uni?
A2) Because Grand valley state university offers experiential learning through field experience and collaborative projects. I like their curriculum because it is quite flexible that offers different workshops, seminars and practical learning.
Rejected under 214b!!
1st interview was on 21st October.
Q1) Why are going to us?
A) To pursue my masters in data science and analytics from grand valley state university.
Q2) In how many unis did u apply?
A2) I applied in Grand valley and Wayne state univeristy and got acceptance from both.
Q3) Why have you chose grand valley over wayne state?
A3) Because Grand valley is affordable then Wayne state as its's tution fees is 14000 usd and wayne state fees is 24000 usd annual and I got admitted in masters in IT in wayne state but my interest is in data science and analytics that's why I choose Grand valley over Wayne state.
(After this answer he starts typing something on computer)
Q4) From where did you hear about Grand valley?
A4) Through Masters portal, it's an online website which helps students to search about different universities and cources.
Q5) Who is your sponsor?
A5) My father.
Q6) What does he do?
A6) Told.
Looking forward to receiving some good suggestions from seniors and devoted members
"
47,"
Suggestion Needed!
I got rejected today for F1 visa as a regular first time student. Can I apply again using this category or would I need to change to previously rejected category.
"
