,Text
57,"
Bismillah, Alhamdulillah by the grace of Allah and prayers of my parents my visa has been approved.
Visa interview experiences
Here is the detailed post for all of my interview experiences from 2017 to 2021. 
It 
is going to be a long post so please bear the headache in your stomach while reading. However, I will try to make it short. 
So it all started when I completed my intermediate(HSSC) from Pakistan. I did my IELTS and applied through a consultant at Wichita state university. My score in IELTS was not that good also, I secured admission in a pathway program.  
1st interview experience.
Embassy: Islamabad
University: Wichita state university. 
Course: Pathway+ bachelors in Aerospace engineering. 
Date: I don't remember the exact date but I think it was on the 4th of Feb 2017. 
Vo: Good morning
Me: Good morning mam. How are u?
Vo: Give me ur documents
Me: Handed over my documents to her. 
Vo: Why are you going to us?
Me: I am going to pursue my undergraduate degree in aerospace engineering.
Vo: Which uni?
Me: Wichita state uni
Vo: Why this uni?
Me: Told about uni curriculum, professor's research, etc.
Vo: How many unis u have applied to?
Me: 3 and named them.
Vo: Who is sponsoring you?
Me: Father
Vo: What does your sponsor do?
Me: Told about my father's govt job and rental shops that we own.
Vo: Give me your bank statement?
Me: Gave her
Vo: Educational documents as well..
Me: I handed over all the documents to her. 
Vo took my passport i20 along with those documents which were asked ...
Ok, I am giving you this white sheet for processing ur documents..  means 221(g).
My case was transferred into the administration process where they verify documents I think. I was really happy as 90+% 221g cases are approved. When I left the embassy and check the online status, it was saying refused. I was stunned that how it could be possible that after one hour of my interview, they refused me. Anyhow, after a few days, I got an email to pick up your documents from .... location, I picked up my documents along with 214B sheet. It was really unfair to me as everything was genuine and still, they rejected me.. 
I thought to apply again as I wasn't aware of the reason for rejection. 
2nd interview experience.
Embassy: ISL
University: I applied with the same university and with the same course as it was in my first interview.
Date: It was in March 2017
The visa officer just asked 3 questions.
VO: Which uni?
Me: Wichita state university.
 VO: Have you ever visit any country?
Me: No, never.
The Visa officer handed over me 214b and said I cannot approve your visa, I left the embassy without saying anything.
3rd interview experience. 
Embassy: ISL
University: Same uni and course.
Date: March 2017
Vo. Good morning 
Me. Good morning how are you?
Vo. I am fine n you? 
Me. I'm fine officer please give me some time to explain my situation n changes in my profile.
Vo. Ok please give me 1 minute to checking. 
Me . Ya sure
Vo. What's ur age?
Me. 22 
Vo . hmmm 22? 
Me. O sorry it's 21 
Vo. Checked my i20 n said how long is ur pathway?
Me. It's a 2-semester course.
Vo. Oh 2 semesters with a surprising look
Me. Vo gave me time n I told about my situation after telling vo seemed to be satisfied
Vo. Oh suparco company (as I told him that I will join that company after completing my bachelor's degree from USA. it's a space organization in Pakistan)
Vo. Do u have any relatives there?
Me. No.
Vo. Any friend?
Me. I said yes he is my class fellow.
Vo. Oh, where is he living?
Me. In Wichita.
Vo. Paka in Urdu
Me. Yes
Vo. Typing something on the screen 
Vo. Asked a question but I didn't understand him I was like he was asking about my start day of school
Me. I did a blunder here and was totally confused.
Vo. Looking at me for some seconds like he wants to give me a visa but I am not giving him satisfying answers
Vo. Ok, give me your bank statement.
Me. Gave
Vo. Apky sponser kya krty hain in urdu?
Me. He is doing a job in....
Vo. Another question was in urdu but I can't remember.
After looking at me he gave me yellow slip n me apko abi viisa nai de sakta but ap or counsler se try kr skty hain agr ap mutafik hain..
After getting 3 rejections, I thought to apply to more universities and I got accepted into 5-6 universities this time. I selected Indiana tech university as I was having a good amount of scholarships. 
4th attempt.
Embassy: ISL
University; Indiana institute of technology with $13000 scholarship.
Course: Bs mechanical engineering without any pathway.
Date: August 2017.
Intake: Fall.
VO: which uni? 
Me: Indiana tech.
Vo: Why you are going for engineering again?
Me: I said, I did intermediate here in Pak but not engineering. 
Vo: which program?
Me: bs mechanical eng.
Vo: Who is sponsoring you?
Me: My father is sponsoring me along with this I have secured a 13000$ scholarship from that uni,
Vo: what does your father do?
Me: Same answer. 
Vo: Unfortunately, I cannot approve your visa and the reason is written in this paper(214B).
After getting a rejection, I thought to apply again for the Spring intake. 
5th attempt.
Embassy: ISL.
University: Same as it was in 4th attempt.
Date: 31 November 2017
Intake: Spring.
Vo: Where are you going?
Me: Fort Wayne biggest city of Indiana state,
Vo: Can I explain the changes in my profile?
Vo: no thanks,
Vo: Who is sponsoring you?
Me: Father 
Vo: What does he do?
Me: same as I used to speak for my sponsor in previous interviews.
Vo: I cannot approve your visa. 
Me: Thanks.
It was my fifth attempt and had wasted almost two years for the same. I can apply for Australia or Uk at that time, my brain was saying to apply in other countries and my heart was like no no you should go to the USA as it has been my biggest wish to get a USA visa and study over there. 
Anyways, I decided to complete my bachelor's here in Pakistan and apply again for my master's study in the states. 
I completed my bachelor's degree in October 2020 with a 3.7 CGPA.
I took the Duolingo test(alternate of IELTS due to Covid days) and scored 130. Right after completing my bachelor's, I applied to 4 universities with the help of Asim Sahab(my career counselor) Depaul University, Saint Louis University, Oregon state university, and I got accepted in all of them with partial scholarships for spring intake 2021. 
After getting admits, I thought why not apply to some well-ranked university. I dropped off my plans for Spring intake 2021 and applied to Northeastern University(Ranked under top 50 universities nationally according to US News ranking) by myself with the help of Zaryab(A great friend of mine). I got admit from it for the fall intake 2021.
After getting i20, I applied for an appointment from US embassy ISL. I got an appointment for 13th July. 
6th attempt
Embassy: ISL
University: Northeastern university
Course: Master of Science in Project management
Intake: Fall 2021
Status: Rejected
Date&time: 13/07/2021 / 8:00 Am
It took almost 1 hour I believe by going through the routine process from shuttle service to embassy.
I wasn't aware of that bald guy who was famous for rejections. Unfortunately, I had to give my interview to the same VO. He rejected a student before me.
Me: Good morning.
VO: No reply.
Vo: Can you pass me your documents?
Me: Sure.
Vo: Let's take fingerprints first. 
Me: I did the same and asked if it is done?
Vo: Yeah.
Me: Cool.
Vo: Why are you going to the US?
Me: I am going to us to pursue my master's in project management from Northeastern University, Boston. 
Vo: Why did you choose this school?
Me: I asked him to repeat the question as his voice was not clear.
Vo: He repeated the question.
Me: Besides its ranking that comes under the top 50 schools nationally according to US news ranking I choose NEU due to its course curriculum that offers different electives, workshops and a capstone project,  (Vo interrupted me)
Vo: Who is paying for your trip?
Me: Father.
Vo: What does he do?
Me: I was explaining about my father job and business( He interrupted again)
Vo: Unfortunately, I cannot approve your visa and the reason is mentioned in this paper(yellow sheet, here he handed me two yellow sheets, I was like o bhai mere pas dher laga huwa yellow sheets ka already 
 )
Me; thanks and left the embassy with a shattered heart as I was really prepared for this attempt and made many changes in my profile this time. Anyhow, I decided to reapply as It seems unfair to me without knowing the reason he rejected me even he was not listening to my answers. 
I did not bother to change anything in my profile as I did not exactly know the reason for rejection. 
7th attempt
Embassy: ISL
University: Northeastern university
Course: Master of Science in Project management
Intake: Fall 2021
Status: Rejected
Date&time: 30/07/2021 / 8:00 Am
Before me, one student visa got approved who got rejected previously and the visa officer asked him what changes he made in his profile he said no changes as he was not confident last time and now he is. He got his visa approved. 
after that student officer asked me to move forward.
Me: good morning how are you doing?
Vo: He said good thank you,
Vo: I see you have been refused already so what changes do you bring out this time?
Me: I don’t feel to make any changes in my profile since I have gotten admission to a highly ranked university in USA with a course curriculum that is perfectly aligned with my future plans of Pakistan, 
After listening to that he was continuously seeing his computer screen, I guess he must be checking my previous interview experiences,
After a few minutes, he told me I cannot approve your visa the reason is the same as before, 
I said is it permanent rejection as this is my 7th attempt, 
He said, you have too many rejections and you need to change the circumstances. 
I left the counter.
I thought to change my sponsor and added my mother as my sponsor in my DS160. I thought to try changing sponsor so maybe it could work. 
8th attempt
Embassy: ISL
University: Northeastern university
Course: Master of Science in Project management
Intake: Fall 2021
Status: Rejected
Date&time: 11/08/2021 / 10:15 Am
VO was a big beard guy with his 50-55. 
Me: Hi sir, how are you doing?
VO: good morning, can you please scan your fingerprints.
I did, then VO told me to pass my documents. 
VO: what is the purpose of your trip?
Me: I am going to us to pursue master's in project management from northeastern uni, Boston.
VO: who will bear the expenses?
Me: My parents.
VO: What do they do?
Told about the parent business and job. In the end I said, we have a savings of 52k$. Do you want to see the bank statement?
VO: no, not needed.
VO: Have you ever visited any country?
Me: No, I never visited any country.
VO: Do you have brothers and sisters?
Me: Yes I do have.
VO: what do they do?
Me: One of my brothers is a chemical engineer and working as senior chemical eng in service industries, other siblings are still studying.
Then he started typing and after 30-45 seconds he said, Us laws are really strict and I cannot approve your visa.
I said, sir, is there anything wrong with my profile as this is my 8th attempt for f1 visa? 
VO: there is nothing wrong with your profile and you did not change anything in your profile.
I said I have changed my sponsor this time as I added my mother to my sponsor list.
VO: sorry.
I said thank you and left the counter.
After this attempt, I decided to change my university and reapply again.  I was also thinking to change the embassy but dropped off this plan as in my point of view embassy does not matter at all. 
I deferred my admission to Depaul university to spring intake 2022 and applied for the i20. I got an electronic i20 at the end of august and paid the fee again for the appointment.
9th attempt
Embassy: ISL
University: Depaul University, Chicago
Course: Master of Science in business analytics ($6k scholarship)
Intake: Spring 2022
Status: Approved
Date&time: 17/09/2021 / 8:00 Am
Vo was a really great guy in his 50+. Before me, the visa of one girl got approved. Luckily, I did not see the bald guy there and there were two VO's that were taking the interviews. I observed they were approving visas for most of the candidates. I was the last one being interviewed in the embassy. My visa interviews went smoothly. 
Me: Good morning officer, how are you doing?
Vo: Hi, good.
Vo: Fingerprints, I said is it done? , he said yeah. 
Vo: So, Mr.... you were there before uhmm..... He scanned my DS160.
Me: Yes, my visa has been refused 3 times this year. I want to say something. Actually, last time visa officer told me to change something in my profile and reapply. Now, I have changed my university with a more popular and advanced STEM degree that has a promising career in Pakistan. My intentions are to get my master's degree from the USA and come back to Pakistan to work as a business analyst in one of my dream companies that is Nestle. 
Vo: hmmm...
Vo: He was seeing the previous visa officer's comments on his screen, he got up and went back to talk with someone, I guess he was speaking about the visa officer who had rejected me before. He made some funny comments with his colleague and smiling.
Vo: So, you have applied to this embassy?
Me: Yes, I have applied to the ISL embassy. 
Vo: Have you ever applied to the KHI embassy?
Me: No, never. 
Vo: He scanned my ds160 3-4 times. I don't know why. He then wrote down his comments. After some time, Ok Mr.... you are good to go, your visa has been approved and you will get your passport within 5 days. He returned back i20, ds160, blue sheet(Approval sheet) and put my passport in the basket.
Me; Thanks, officer, thank you so much. 
Vo: Have a nice stay in the states while smiling. 
Me: Inside me( yeah yeah buddy why not).
I was literally crying when I was leaving the embassy, it was like a dream come true for me. 
I would like to thanks a few members of this group who helped me a lot during my interview experiences. 
Shabbar Raza Rajani
 
Mian Zaryab
 
Samar Kakakhel
 
Students Solution Group LLC. USA
 
Naveed Siddique
These guys really helped me alot. I am extremely grateful to all of you. 
So, this is how my journey came to an end. I will share some tips that I have in my mind in this group shortly. If you guys have any questions, please don't hesitate to ask me here in the comment section.
"
58,"
F1 Visa Interview Experience
Embassy: Islamabad
Date: 2nd June 2022
Status :  ALHAMDULILLAH Approved
VO 
was a Chinese leady.
Questions of VO:
Me: Good morning 
VO: Good morning, pass me your documents and put your fingers on biometric.
VO: What is the name of your University?
Me: University of Albama.
VO: What is your reach are?
Me: Civil engineering and I will be focusing on novel adsorbent for for wastewater treatment.
VO: Why this University?
Me: I have chosen this university because of my  Supervisor research area. I emailed my resume and discussed about her new projects. After having discussion with me SV then I applied to this University.
VO: Who is sponsoring you?
Me: I'm have been offered Graduate  Assisstantship and there is just gap of 3000$ which will be sponsored by my Father.
 VO: You previous degree was I. Civil engineering?
Me: Yes.
She started typing and I was waiting for her answer.
After 30 seconds she sais congratulations your Visa is approved.
Based on my experience: They are very expert can judge you from your profile,  the University where you applied and answers you gave during interview.
Try prepare your documents and application by yourself. 
Agents are after all agents.
I think mosly, AP main sirf un ko dall rahay hain jin ki degrees Technology Altert List (TAL) may under aty hain
Bashak wo fully funded scholarship pay hun
"
59,"
F1 Visa Interview Experience
Status: Approved, received passport in three days.
Date: April 13, 2022
Consulate/Embassy: Islamabad.
Major and University: Bachelor’s in Computer Science from University of Massachusetts Amherst.
My interview was scheduled for 11 AM, but I got to the Embassy at around 8 AM and the guards allowed me to enter early. I was out of the embassy by 9:15-ish. The interview itself only lasted 3 minutes.
I was asked the following questions:
1: What’s your major.
2: Why did you choose this university.
3: How many did you apply to.
4: Show me your scholarship letter.
5: What does your father do.
6: How much land does your father own.
7: Has he ever travelled outside Pakistan.
8: Have you travelled outside Pakistan in the last five years.
9: What do you intend to do after the degree.
The only thing the VO saw was my admissions letter with scholarship (14,000 USD per year, and funding from my father is 45,000 USD).
There are a lot of myths and misunderstandings about the Visa process here.
If you can:
1: Establish yourself as a genuine student;
2: Show concrete proof of funding;
3: Convince the VO you will return to Pakistan,
You will NEVER be denied the Visa.
1: Establishing yourself as a genuine student:
One of the best — or maybe the only way — to convince the VO that you’re a genuine student is to apply and get accepted to top public or private universities. I applied to 16 public colleges (all top 100 for my major) and I was accepted to 13, Alhumdulillah. There is no such thing as a “visa ratio”; as long as your university is highly ranked for your major, and is selective, you’ll get the visa.
My advice: Please do not hire consultants to apply to universities on your behalf. They only have very low ranking universities that will negatively impact your chances of getting a Visa.
2: Proof of funding:
It’s very important to convince the VO that you/your sponsor can fund at least a full year of living and tuition in the States. My VO did not even ask to see my bank statements, and that was probably because I told her what my father did, and that I had received more scholarships from other universities but ultimately chose UMass because it had a better ranked program — UMass did not offer me the highest scholarship from my list. This convinced the VO that my father can, indeed, fund my stay in the States.
3: Strong ties to home country:
Convince the VO that your entire family is in Pakistan and — if your father owns a business — tell them that you’ll inherit the business. This is usually ample proof.
Also, English speaking skills and confidence go a LONG way. I believe my interview was so short because I was speaking English very naturally and confidently. Which may be why the VO did not even ask for more documents.
I understand that a lot of applicants may not be able to speak English fluently, and I would strongly advise them to invest in English speaking classes at least three months before the interview. If you’re not going for a language program, it’s imperative to have a strong grip on English.
"
60,"
Embassy Islamabad
Visa approved
2nd Attempt
Date: 22-12-21
Applied by myself
Applied with same profile.
Profile
Fsc 85%
Matric 87%
IELTS 6.5
University
Southwest Minnesota state university
Course
Bachelor of Agriculture 
Interview
Me: Good morning mam. How are you?
Vo : I am great 
Vo: have you applied visa before?
Me: Yes I was rejected on 10 December.
Vo: why you was rejected?
Me: I don't know the exact reason behind rejection. But I think I was a little bit nervous and I couldn't explain my self. But now I am very confident and ready to explain myself.
Vo: let me see your profile
Me: ok
Vo: after 10-20 seconds. So there will be huge expense for getting education from USA. How you will pay??
Me: my father will bear all expenses for my education in USA. He has a large business. 
Vo: what he do?
Me: told.
Vo: How many employees he have?
Me: told
Vo: To How many universities you have applied?
Me: I applied to only this university.
Vo: why you have chosen this university?
Me: this university is providing me more practical and technical knowledge than theoretical. Some of their courses such GIS mapping and precision agriculture caught my attraction. Secondly this university has many clubs for the students of Agriculture Sciences like AG house is a well known club of this university. The 96% faculty of this university is highly qualified in their respective fields. And this university is providing me all these facilities at a very affordable tuition fees
Vo: what will you do after graduation?? Either join a consultancy firm or start own business?
Me: after completing graduation from USA I will come back to Pakistan and here I will establish my own agriculture farm. Where I will implement all those techniques and practices which I will learn from USA. Also I will join the agriculture department of Pakistan to spread awareness about modern agriculture.
Vo: from where you will get money to establish Agriculture farm?
Me: my father have 52 Acers of Agricultural land. And these are enough for establishing an agriculture farm.
Vo:Why you have chosen this field?
Me: being from an agricultural country, I have developed a great interest in Agriculture and this interest pushed me to get higher education from USA. Modern agriculture is the Need of Pakistan and unfortunately I can't see any improvement in this field due to traditional methods. And I want to revolutionise the Agriculture department of Pakistan.
Vo: ok. Congratulations your visa is approved. I am sure that education from USA will be very helpful for your career.
Me: Sure mam. Thanks.
1st attempt
Date : 10-12-21
University
Southwest Minnesota state university
Course:
Bachelor of applied science-Agriculture 
Fsc 85%
Matric 87%
IELTS 6.5
Visa rejected
Islamabad embassy
Vo what is your purpose to go USA?
Me: I am going to pursue my bachelor of applied Science in Agriculture.
VO: how you will pay your expenses?
Me: my father will bear all me expenses during my stay in US.
Vo what does he do?
Told
Vo how many siblings do you have and what they are doing?
Told
Vo Sorry you didn't qualify.
Me. Ok sir.
Just try to be confident and consized. As per my experience, confidence level matters 80 % in interview and rest 20% is for your profile and credentials. In my first attempt, I was too much nervous and couldn't explain even a single sentence. But in 2nd attempt I was very confident. I was speaking loudly and with proper eye contact with visa officer.
Thanks to 
Rana Ibrar
 , 
Syeda Yuman Zehra Zaidi
  for motivating me. Abrar  Bhai ki motivation mery liye game changer thi. 
Special thanks to this Facebook group. 2 month pehlay mujhe USA visa ki abc ka bhi nhi pta tha lekin is group sa itni zyada help or information mili k mera visa approve hua Kisi bhi consultant ki help k bghair.
"
61,"
Visa Approved!
F1
13th June 11am
Visa Officer (VO), young white man
1st attempt
Islamabad Embassy
Interview
VO: Pass your documents, Why US?
Me: (passed i20, passport, DS160 and a picture), started explaining...
US offers a comprehensive PhD program extending from 4 to 6 years...
VO: Which Program?
Me: PhD in Biomedical Engineering
VO: What will be your research focus?
Me: I will be working on advancement of cardiac MRI to improve heart disease diagnosis...
VO took 1:20 to 1:40 minutes typing, probably searching my words to see my field
VO: What was your Masters Program?
Me: This is a Masters leading to PhD program, I have not done Masters yet.
VO: So, how you plan to pay for your studies?
Me: This is a fully funded position. I have been awarded with research associate position in my lab ... (VO interrupted me: ""hold on"") probably checking my funding info on i20
VO took 30 to 40 seconds,
VO: Your visa is approved, make sure to take your I20 back with you, (he passed i20 and picture to me)
Interview Tip: Dont disclose much technical information that can be about sensitive fields (TAL) which may lead to Administrative Processing (AP), VO is a non-technical person, try to explain to him in a layman way.
Profile:
BS Electrical Engineering 2021
Only University Applied to : The Ohio State University, Columbus
Thanks to this group members, I learnt a lot from other people's experiences here and now sharing my experience with the same intension.
"
62,"
My F1 Visa got approved. Special thanks to 
Rana Ibrar
  bhai for his support. He give me the confidence that I needed.
Islamabad Ambassy 
Date: 22nd june
Time: 10 am
VO: Put your left four fingers on the scanner.
I: 
Sure
VO: What will be you doing in the US?
I: I will be doing my masters in civil engineering from the university of texas at austin. The concentration will be structural engineering.
VO: How you many universities you applied to?
I: I applied to 3 different universities. Stanford, NYU, and UT Austin 
VO: Did you get into all?
I: No mam, I got rejected from standford.
VO: Did you get into NYU?
I: I am going with UT Austin. ( I didn't hear the question or didn't get it)
VO: Did you get into NYU? (Loud)
I: Yes mam, I get into NYU.
VO: Who is sponsoring you?
I: My uncle
VO: What does he do for living?
I: He runs a construction firm which is related to my field.
VO: What are your plans after graduation?
I: told
Be confident. Thats set
"
63,"
VISA APPROVED
Date: 19thMay 2023
Program: PhD in Engineering Education (Fully funded)
University: State University of New York at Buffalo
location: US Embassy Islamabad
VO 
was a middle aged lady with glasses
Me: Good Morning Officer (Meanwhile I had already passed my passport, I 20, SEVIS and DS-160)
VO: Good Morning. Is it your first time here?
Me: Yes, I have never been here before.
VO: So where are you going?
Me:  I plan to go to SUNY Buffalo for my PhD in Engineering Education and it is a fully funded offer with an assistantship.
VO: How did you come to know about this PhD?
Me: Well the desire to do my PhD in this field stemmed from my surroundings. Throughout my educational and professional career, I noticed that Engineering is considered to be male dominant field. Somewhere deep down I wanted to change that and for this exact reason I plan to do my research in “Diversity and inclusion in Engineering education”.  (I was not interrupted at all by VO so I kept on talking). Although PhD in this field is being offered by other US universities as well but I chose this university cuz I had read a few research papers of Prof xyz so I dropped  her an email expressing my interest to work with her to which she replied then we had a zoom a session and she agreed to supervise me provided I can get myself admitted by meeting the requirements of graduate school. I then applied at uni portal and not only did I get admitted but I was also offered a full scholarship.
That was a long answer but I just did not wanna stop until I was interrupted so I kept going.
VO:  So you have assistantship?
Me: Yes I do have it.
VO: So what exactly would you do in your research?
Me: There would basically be 3 major research questions and then went on to state all 3 of them.
VO: Tell me how as a male you came to realize the underrepresentation of women in engineering?
Till now, VO would ask me a question and then would start typing on the computer and would occasionally make an eye contact. But after asking this question, she took both her hands off keyboard and placed on the table as if she was very eager to listen to my answer.
Me:  When I was doing my bachelors, there were only 2 girls in a class of 50 people. During the fours years of my professional career, there was only a handful of representation of female members of the society and even those who were there, they would put in a resign after sometime. So I always had it in back of my hand that if we are not taking measures to make our educational institutes diverse and inclusive then we would have to bear severe economical repercussions.
VO: Do you have bachelor's in STEM?
Me: Yes, I did my bachelor's in electronics engineering.
VO: Which school would you be joining in UB?
Me: School of Engineering and Applied Sciences.
VO kept typing for few seconds and then out came the golden words. Your visa is approved and she handed me over the blue slip.
Well in my view giving confident answers by maintaining  eye contact with the VO does make a massive difference. VO did not ask for anything from me not even my own CV. The other thing is being proactive in the interview can pass you off as someone who knows what he is doing.
"
64,"
Islamabad Embassy 
Approved
9:00 am
Cleveland state University 
Masters in Information Systems
1st 
attempt
Young female VO
4th August 2022
Me: Good Morning
VO: Good Morning 
VO: which university are you going to ?
Me: Cleveland State University.
VO: Which course are you going to study?
Me: I’m going for a Masters in Information Systems.
VO: where is it ?
Me: It’s in  Cleveland Ohio.
VO: Did you apply for anyother Universities?
Me: yes I Did.
VO: which ones ?
Me: San Francisco State University and North Carolina State University.
VO: what are you majoring in ?
Me: I’m going for the Bussiness Analytics concentrated Course.
VO: Have you traveled outside of Pakistan?
Me:  No I have not.
VO: Do you have any relatives in the US?
Me: No I do not.
VO: Who is going to Sponsor you ?
Me: My mother will take care of all my expenses.
VO: What does she do ?
Me: She owns multiple rental properties and she has her business.
VO: How many properties does she manage ?
Me: About 12.
VO: What are you going to do after graduation?
Me : The skills this course offers is ideal for the market when I come back to Pakistan and I see a lucrative opportunity. I want to be a product manager which pays 6 times more than what I’m making right now.
VO: Alright I will approve your Visa.
Me: ok thank you.
THE TRICK IS to be Confident and natural like these questions don’t even matter and don’t get stuck while speaking. Try to stay to the point and not give a comeplete story for every answer you give.
My Experience: I came alone to a place near the embassy to stay. At 1 am I realized My mother hadn’t signed my I-20 I forgot to tell her to sign it.
My friend photostated my I-20 from the call center I worked at and delivered it to my home. 
At 2 am my parents left from Peshawar to give me the signed form. Then they asked to drop me off even tho it was just 5:30, I agreed and found out The roads were blocked and we had to take a long route.
I found out no InDriver no careem no Uber were available at the time. So it was a miracle my family came to drop me off. 
If I hadn’t forgotten to sign my form, my family wouldn’t have had come to drop me off and there’s a chance I would have messed things up 
But Thanks to Allah almighty things worked out.
Moral of the story if it’s written for you it will happen if it’s not Allah has better plans for you. Try try again
Best of Luck everyone May Allah bless us All 
"
65,"
(All the thanks and JazakAllah to 
Rana Ibrar
 and 
Syeda Yuman Zehra Zaidi
 for helping me in the process and alleviating my concerns and stress. JazakAllah!)
Date: April 13, 2023
Islamabad Embassy
VO was lady in her late 20s (Counter 17)
University of Southern Mississippi- Bachelors in CS
First Interview for F-1
Status: Approved
After initial greetings VO asked me
VO: Which university are you going? 
Me: I’m going to University of Southern Mississippi, Hattiesburg campus
VO: What are you going to do in this university ? 
Me: I'm going for bachelors in Computer Science
VO: Why this university?
Me: Primarily because of the 100% scholarship but also because its ranked in top 250 universities across the states for CS program
VO: So do you have any past  work experience? 
Me: I don't because I've been completing my A'levels. 
She looked at my I20 again. I said I'm going for bachelors
VO: oh I though you were going for masters.
Me: no, its bachelors......I apologize for that 
VO: Oh really no worries
(typed)
VO: What do your parents do?
Me: My father owns a cotton brokerage and industrial supplies firm and some commercial property from which we get monthly rental from
(typing...)
Me: Do you want to see financial documents?
VO: No thank you.
Me: Ok
VO: Do you have any relatives in US?
Me: No, never (slip of tongue)
VO: Have you been out of Pakistan ever?
Me: This will be my first time.
VO: What are your plans after completing this program?
Me: I aim to pursue my masters in AI and Machine learning and then return back to pakistan to establish a startup with my uncle. He works in netsol as a senior system analyst
VO: (listening and nodding (eye contact)) so I can see on your I20 that you  have a 100% tuition scholarship. Who's going to pay for your expenses?
Me: My father
VO: How many siblings do you have?
Me: 4
VO: All younger than you?
Me: Yess
VO: (typing)
Me: actually I have 1 elder sister, the rest of the siblings are younger
VO: (nods) Did you apply to any other university?
Me: Yes, I have a 100% scholarship from Stetson University Florida and a presidential scholarship from Siena college.
VO: COOL
(typing for 30 seconds)
Passes the blue slips 
VO: Congratulations your visa is approved
SHE DID NOT CHECK EVEN A SINGLE DOCUMENT. NOT EVEN PICTURES. NO BANK STATEMENT NO NOTHING
PERSONAL TIPS: Bhai Allah krte hain sub jau baat hai. Pray hard. Everyone near the embassy and the car service had been telling me that no F-1 visa has been approved since last 3-4 days.
"
66,"
F1 visa approved 
Karachi consulate
2nd June 2022
VO: what you do?
Me: 
I am a lecture in a university.
VO: What course you teach?
Me: I teach the course Civil engineering in the university.
VO: How long did you served in the university?
Me: i have been working there from last 8 months. Once i get the opportunity to study in US, i will complete the studies and comeback to Pakistan as i have a 5 years contract which i need to complete. 
VO: Before this job, what you were doing?
Me: i was research assistant (full time) in Malaysia from 2017 to 2020. I did my masters from there. there after, i became research assistant (part time) there. 
VO: (interrupted).... What course you are going to study?
Me: I am going to do MS studies in Civil engineering. 
VO: Why you selected this university?
Me:I decided to study in this university due to my professor. We both have same research area, similar research experience. We both are in contact with each other from last 6months. I have published one conference paper with him which he is going to present in next week in university of central florida. 
VO: what is your research area?
Me: Its about Structural dynamics and control.
VO: Did you travelled to US before?
Me: No. But i travelled to Malaysia and UAE. 
VO: are you getting any funds or stipend from University?
Me: Yes. I got a Research Assistantship offer which will support and provide stipend of $15000 per year, else, my father is my sponsor, he will pay. 
VO: your visa is approved. Take this yellow slip and read it carefully. Collect your passport from the designated location.
Thats all. He did not ask about my father (sponser) details, like what he do, etc. 
Be confident and tell the Truth. Inshaallah you will get the visa. 
For queries, feel free to comment here.
Have a nice Day.
"
67,"
F1 Visa Interview Experience
Embassy: Islamabad
Status : Approved
Applied by myself
After greeting, VO said my name and I nodded in response
Why are you going to US
I'm going for studies
You're going to Harvard. Great. What are you going to study?
Differential equations
Differential equations?
Yes, my concentration is differential equations although it says liberal arts on the document.
Why do you want to study these?
I'm a teacher and need to learn them so I can teach it to my students.
How was the application process?
(VO was asking about admission application and I thought he meant visa application) Most people said I should get an advisor or counsellor but I did it myself, didn't find it very complicated.
(VO interrupted) 
Did you apply and get accepted for it or just signed up?
I had to apply and go through the admission process.
OK. How do you plan to pay for it?
From my savings.
How much  do you have?
I shared the amount.
Are you married?
Yes
Any kids?
No.
Is your wife going with you?
No she's not. (I wanted to explain why, but didn't)
Have you changed your name before?
No, I haven't.
OK. It says you were Akmal (not real name) before?
My family calls me that endearly. It hasn't been my official name. 
OK I'm approving your visa. You'll get your passport in some days.
I asked how long it will take and he said its on the blue slip.
VO kept typing throughtout these questions and there were long pauses between questions. He didn't ask me for any supporting documents apart from the usual sevis fee, visa fee, DS 160 and Passport.
I was very nervous because he refused 3 people before me and only one approval. At the last minute I told myself that this person is a gatekeeper and I have to go to US nomatterwhat. I focused on why I was there and where I wanted to be, instead of focusing on people around me. Confidence is key. He could have refused me for my ans to last question but I clarified and was confident which I think helped.
ایسا لگ رہا ہے جیسے برسوں کا بوجھ ہٹ گیا ہو۔ 
I was refused visa for UK 4 years ago despite having an offer from University of Cambridge and it took me 3 years to save the money for this program.
I'd like to thank Tahir Haneef for helping me clear my doubts and for questions I had. I'd also like to thank you all for this group and the moderators. I did multiple mock interviews using different questions from previous posts here.
BTW nobody tells you about the whole gruesome process of going to shuttle stop, the exorbitant fee for it, multiple queues and security checks. The embassy building is daunting. Also, from the moment I stepped out of embassy to until I left the shuttle stop, every person I met asked me for mithayi after seeing the blue slip. I hope our workers learn some self respect and stop the begging.
#visaapproval
"
