,0
82,"
2nd Attempt
Refused 214 (b)
Karachi Embassy
12/01/2022 , 7:45 
Texas A&M University Corpus Chirsti
SAME 
PROFILE AS IN FIRST ATTEMPT
Me: Good Morning Officer
Vo: Good Morning How are you
Me: I am fine How are you
Vo: Have you change you anything
Me: No officer
Vo: when and why were you refused
Me: I was refused on 28 december 2021 and last time I was less confident and was not able to justify my answers properly. Told revised answer which i  prepared and he was like ok sir.
Vo: Why have you choose this college?
Me: as per my research university is offering the courses which i  want to study. Told the name of courses.
Vo: how many universities did you apply?
Me: Told
VO STARTS TYPING FOR FEW SECONDS THEN HE SAID SORRY SIR BETTER LUCK NEXT TIME .
"
83,"
Visa refused on 27th, July
Khi embassy
University of Potomac, Virginia
Q1: why this course?
I 
have done my bachelor's in doctor of pharmacy and it is relevant to my field also  masters in health care administration will make my resume more valuable and makes more opportunities for me.
Q2: what you are currently doing?
I'm working as a hospital pharmacist at ..........
Q3: what you do there?
I manage medication dose according to patients prescription including dispensing and inventory management.
Q4: who is sponsoring you?
My aunt is sponsoring me and on the other hand i also have savings in my account that i'm going to utilize for my expenses in USA.
Q: what's your aunt currently doing?
She is an data base IT analyst at comprobase company.
Q: how did you get that much amount in your account?
I'm working from past 3 years so i have my savings
VO: we are not giving you visa this time you due to this reason mentioned on form
At last he provided me refusal 214(b) form
What should i do before going for second attempt
"
84,"
Interview date: 22 July 2022
Interview time : 9am
University : San Francisco state university
Embassy : Islamabad
Attempt: first
Status: Refused
Vo was young lady
Vo: Hi, sir. 
Me: hi, Good Morning, how are you?
Vo: (no response) Pass me your documents and scan your fingers. 
Me: (done) 
Vo: What is the name of your university? 
Me: San Francisco state university 
Vo: Are you applying for bechalors or masters? 
Me: I am applying for bechalors in computer science. 
Vo: how many universities have you applied to? 
Me: 5
Vo: who's your sponsor? 
Me: my father 
Vo: what's his business? 
Me: He's the manufacturer and supplier of working gloves. (I knew it was my last question so i try to elaborate it because she was asking only these 4 questions to the students before me). He set up his own factory in 2009. There are 25 permanent and 50-55 contractual workers.
His monthly income varries but it's between 1.8 to 2 million. So, he can easily afford my expenses. 
(30-40 second, she typed on laptop) 
Vo: sorry, sir. I know you want to study in US. But, us rules are strict right now. So, I am not giving you visa this time. 
Passes me my i20, passport etc. 
Ps: she didn't even ask for my academic and funding documents. 
Can I know where was I wrong???
"
85,"
Visa experience
Venue: US embassy Islamabad
University: Mercer University
Status: refused
Seniors please go through below interview and suggest me reasons for refusal, what should I change. Should I reapply just now or should wait for next semester to apply again.
She 
was an American woman 27-28 wore a black mask.
VO: So, what are your plans for US?
Me: I’m planning to pursue my master’s in business analytics from Mercer University.
VO: Why this university?
Me: Mercer’s MSBA program was more aligned towards my study goals. I was looking for an analytics program that is taught from business perspective rather focusing only on Quantitative aspect. And secondly it was also under my budget.
VO: How long you have worked for your last company?
Me: 1 year. I’m a sales professional and have worked in different companies from last 5 years I’m pursing my master’s degree to boost my cv.
VO: Who’s sponsoring you?
Me: I’m sponsoring myself. I will be using my own savings and also taking an education loan.
VO: At what percent?
Me: It’s a variable rate and it will cost me around 10 to 11%.
VO: Show me your loan letter
While I taking out my loan letter from the documents she asked
VO: What does your father do?
Me: He is a farmer.
VO: How many acres do you have?
Me:12
VO: What does he do with that land?
Me: He cultivates corps like wheat crop & rice crop.
*After looking at her screen and typing for 1,2 mins she handed me over yellow slip.
"
86,"
Me and my friend both of us  had previously visa refused but on appointment confirmation mine visa priority is previously refused but on my friend Confirmation page his visa priority is regular. Can you please clarify which one of us made a mistake.
please approve the post admin
9dVbctZ0.com
Photos from Anonymous member's post
7a3ff1ecn8Fvyu0jzXK2pYc7xq2RlajGd1PvcJhvzYNNWdq
"
87,"
Is there anyone who got a rejection after Administrative Processing (221g)? Will they notify by email that your visa is rejected?
I have given interview in Karachi Consulate on April 28, 2022 and since then status was ""Refused"" and the date stated of last update was April 28, 2022 but today I checked again and it still says ""Refused"" but date of last updated changed to July 14, 2022. I got no email.
So I am confused that my visa is still under administrative processing or is it refused.
"
88,"
#VisaRefused
 
#2ndattempt
 
hello everyone my f1 visa got refused twice
2nd attempt 30 Jan 2023
location:karachi embassy
date: 30 Jan 2023
f1 visa
#2ndattempt
 
VO Korean man
sponsor:father and cousin
vo:good morning pass me ur passport and i20
me:gives him passport and i20
vo:why u traveling to USA
me:I'm going for my studies of flight training 
vo:how long is ur duration of ur course
me: my course duration is 18 months after which I'll come back to pakistan because my family lives here(interrupts me here asks next question)
vo:so r u a pilot
me:no I'm not a pilot I'm going for my training of pilot
vo:oh ok(moving his head)
vo:tell me about ur flight training course 
me:explained him about the entire course he heard me with all concentration without looking at his screen he was taking interest in when I was telling him about the course
vo: oh ok (looking pleased after listening to me)
ok who is going to pay for ur course
me:well father and my cousin r my sponsors they will be paying my all training and living expenses 
vo:what does ur father do
me:my father has a wholesale business of electrical equipments (didn't ask about my second sponsor my cousin)kept typing on screen and then said u still not qualify under section 214 b
1st attempt 11jan 2023
VO young girl
location:karachi 
F1 visa
sponsors:father and cousin 
vo:hello
me:hello good morning 
vo:pass me ur documents 
me:passed documents 
vo:what is ur purpose of traveling 
me:I'm going for my studies
vo:what u going to study
me:I'm going for studies of flight training 
vo:why did u choose usa
me:I choosed usa because it has one of the best flight schools in the world
vo:did u apply to another country 
me:no 
vo:have u ever been to USA
me:no
vo:do u have relatives in usa
me:no I don't have any relatives in usa
vo:why u didn't apply in uk or middle eastern countries for this course
me:I didn't apply there because cost of flight training was high in these countries 
vo:oh (looking amazed)but ur training cost is 75000 dollars which Is still high 
me:yes its high but still this cost is still less comparing to middle eastern countries their cost is almost double then cost of flying in middle eastern countries and uk(she looked satisfied with my answer)
vo:so what is ur future plan
me:well my plan is to come back to pakistan after completing my training so I can start my career here in pakistan as a pilot 
vo:said okayy(looked satisfied with my answer and then started looking at screen)
vo: so who is going to sponsor ur fees and living expenses 
me:well my father and my cousin r my sponsors and they will be paying my training and living expenses(she looked at screen then she asked next question)
vo:what does ur father do
me:well he is a buisness man (typing at screen)
vo: what type of buisness 
me:wholesale business of electrical equipments (looked at and typing on screen)
vo:what does ur cousin do
me:my cousin works in xxxx at xxx in xxxx city(she typing at screen)
vo:how much is ur father's monthly income
me:told her
vo: how much is ur cousin's income
me:told her
she then started looking at computer and typing for 10 seconds then she handed over me my documents and and the white slip and said
vo:sorry u did not qualify this time
me :took the 214b refusal paper and left the embassy 
plzz gives some suggestions should I go for next attempt after waiting for some time or what should I do?
"
89,"
1st attempt, Islamabad , 
Visa refused under 214b, please guide me what could be the main reason n should i applied for same profile again next week
University: bay Atlantic university Washington dc
Ms in big data analysts 
Me : 
Good afternoon 
Vo:  Good afternoon pass me your passport 
Me: passed
Vo: why bay Atlantic university 
Me: i was telling but she interpreted me, n said have you applied to any other uni ?
Me: i told i have also applied in franklin university ohio but they took too long to respond so i got further with this one
Vo: who is your sponsor 
Me: told
Vo: siblings 
Me : told
Vo: what does yout elder brother do
Me: he is in England, he is PR of there
V0: after typing some seconds your visa is refused, under 214b n handed over me passport
"
90,"
I’ve been refused twice for F-1 visa. I don’t know what VO is looking for. Please guide the following:
-> Should I change my university this time?
My university in previous attempts was SIUE (with 8K/year) scholarship. I’ve been accepted in Purdue Northwest (without scholarship) too, should I go with SIUE  or change it to Purdue?
-> 
My uncle were my sponsor in previous attempts. Now my principal sponsor is my father. (Circumstances changed)
Please guide what should I do as I’m a genuine student with a good profile but still they are refusing me. Should I only go with changed sponsor or should I change university too?
Profile:
BS ECE (3.43/4.00)
IELTS: 7
Been employed in Pak since graduation.
Travel history to UK under a sponsored visit.
Social Work Experience with numerous achievements.
"
91,"
I would like to share my interview experience
Visa Type: F1
Date: 20.May.2022
Status: Refused
The 
VO didnt even ask any questions as such.
VO: please pass me your docs
VO: place your fingers and thumbs for impression
.
VO: You already have a degree?
Me: No, i have a diploma in culinary arts
VO: You’re currently studying? 
Me: Yeah i am studying bba from iqra university 
VO: Oh so is it the same course or another one? 
Me: No its the same degree i.e; bachelor in business management , im transferring it
VO: How did you learn about this university
Me: Through the internet and research
VO: What are your plans after you graduate?
Me: It is my dream to open my restaurant business here in pak. So once ill be done with my graduation i am planning to return to my home country and open my finest restaurant here in Pakistan.
VO: *after longgg typing* You’re not found eligible enough. Here s the paper. You can read the reason on it. (Refusal under 214(b))
Thankyou
"
92,"
Interview: karachi cansulate 
Status: Refused
Date : 7th December 
Me : Good morning 
Vo: good morning 
Vo: 
pass me your pasport and i20
Me: sure
Vo: why u r going to usa
Me: iam going to usa 
 to persue my master degree in Engineering management 
Vo: who is ur sponser
Me: told
Vo:What is he doing
Me: he is a landlorad and run his own business  and we have 2 markets 
Vo: then look toward screen and ask u have join your work recently where as I mentioned it in my ds 160 and also the date which was 01/07/22
Me: yes sir 
Vo: soory rules are very strict iam not going to give u a visa 
Now what i can do and where i make a mistake??
"
93,"
Interview date: 14th July, 2022
Consulate: Islamabad
Attempt: First
Status: Refused
VO: what are you going to study?
ME: 
I am going for a Masters in Environmental Studies.
VO: Why Lamar University?
ME: I have chose this uni because it is home to two advanced public research centers for the environmental studies( then he interrupted me like he asked for the next question).
VO: How will you pay for this?
ME: My father.
VO: What does he do?
ME: He runs a construction firm.
VO: And what do you do?
ME: I am currently working as a junior Environmentalist.
VO: For Whom?
ME: For EarthTech Engineering Services.
VO: Ok thank you try next time.
Need your kind suggestion and guidance.
"
94,"
****MUST Read End*****
Visa Status ( refused under 214b)
Vo: Hello Good Morning 
Me: same answer 
Vo: Why USA 
Me : 
Told 
Vo: Why Community collage Why Not University 
Me: It's a Basic pathway for my degree....etc
VO: Why this Course
Me: My Family own Real Estate business that's    Why I will Hold that business after my Degree 
VO: This Course is Available in Pakistan Why  not Here ?(Architecture) 
Me: Told 
Vo : How Many Simblings Any Friends Family in US .... 
Me: Told And NO one in USA 
Vo: Have you ever applied Before to any country 
Me : NO first time 
VO: Sorry I m not satisfied This time Good Luck 
At the End I would Say It doesn't matter if you Apply for a community collage or university It must be a good Reason for it and Apart from that a Strong country Ties. 
Any Suggestions? 
I Applied Tacoma community college WA 
without Tofel or IELTS because they mentioned This cousre doesn't Need tofel or IELTS 
What Could Be the Reason For Refusal
"
95,"
Hi,
I was refused a few days on my first attempt. 
Now I want to go for the second attempt. 
Are there amy appointment dates available for previous refused students in Islamabad?
My classes are going to start on 18th August. 
Thank you
1
Like
Comment
Send
Facebook
Facebook
Facebook
Facebook
Facebook
Facebook
Facebook"
96,"
Assalam o Alaikum everyone!
On 25th May 2023 my Visa has been refused under Section 221(g) of the U.S. Immigration and Nationality Act and they need a number of additional documents for administrative processing. 
I want to ask if anyone in the group was also asked to submit a ""Detailed study plan and it's practical application"" ? If anyone has submitted it please comment and help me out, I need to know how it should be written.. 
Thank  You!
"
97,"
1st of July
Islamabad Embassy
Course : Bs information system(Adelphi  University)
Status : Refused 
VO was a Chinese looking lady.
Me : 
Good Morning
VO : Morning, what's your age?
Me : I'm 19.
VO : Please place your hand on the scanner.
VO : Which university are you going for?
Me : I'm going for Adelphi. 
VO : did you apply in some other universities? 
Me : Yes, I did apply to Drexel, and depaul university . 
VO : who's going to pay?
Me : My father wil be bearing my expenses. 
VO : what does your father do?
Me : My father owns footwear showrooms and also owns properties in shape of commercial shops and residential houses from he get a monthly handsome rental income. 
After typing for about 10sec, gave  me the yellow slip.
Need Suggestions.
"
98,"
Date 24-05-24
Location Islamabad
Status 2nd attempt refused
Vo: Hi How are you?
Me: I 
am good sir thank u 
VO: Why  U want to go to U.S?
Me: because U.S is the hub of modern education so that why I choose U.S to pursue my Higher studies.
VO: what you want to study their?
Me: I want to pursue my Masters degree in business administration and management.
V.O:What is name of ur university?
Me: Webster university and it is located in Missouri.
VO: who is ur sponsor?
Me : My father is going to sponsor my studies he is doctor by profession.
VO : do u have and relative in U.S?
Me : No sir I don't have .
VO : Do u have any any friend their ?
Me: No sir I don't have .
VO: Are you sure?
Me:  Yes definitely sir I am sure.
VO: Are you doing a job here?
Me: Yes sir I am working in a well known company where we work as a team and makes different strategies to improve the Sales of our company.
VO: What are your plans after study?
Me : After completing my degree I will definitely come to my country and Join my company.
VO: What is management?
Me: Management is a theory where we responsible to  manage everything.
VO: After thinking alot that which paper I have to pick he picked the yellow slip and said sorry rules of U.S are really strict can't give you visa this time 
Me:sir kindly recommend me what to do now?
VO : Everything is mentioned on the slip u can check it..
"
99,"
VISA APPROVED! 
Wanted to share my case because I think not many acceptances are shared here. I feel like i had this unnecessary anxiety before the interview probably after reading rejections here mostly. I witnessed same number of rejections and approvals today
Location: US Consulate General Karachi
Date: May, 15
Program: Industrial Engineering
University: University of Houston
First attempt.
A clean shaved American male in his late 40s.
Good morning officer.
No reply.
VO: pass me your documents
I passed.
VO: What is your purpose?
To pursue my Masters in Industrial Engineering from University of Houston.
Any family member living there?
No one.
What was your major in bachelors?
Chemical Engineering
Mechanical?
No, Visa officer its chemical. 
But…why go from chemical to industrial?
Told how that is going to help me. 
I don’t understand. What are your plans?
Told him again but this time i was more specific.
What did you do in these 2 years after graduating?
Worked as an Engineer at xyz for a year. Then worked as a financial consultant at xyz for 6 months. Took break to prepare for GRE and universities application and stuff.
Why did you switch from engineering to finance?
Told him again about my plans and how Masters is going to assist me.
What is Industrial Engineering?
Told. 
Oh so it is a mixture of engineering and business studies.
Yes, you can say that Visa Officer.
Who is sponsoring you? Pass me your bank statment.
Passed. I am self sponsoring myself along with the support of my father.
What does your father do?
We have a family business of Commercial Agricultural farming. He is also a Real Estate Investor. My inherited land is also used and the generated income is hoing to fund my stay in the US.
How many acres of land do you have on your name?
Told. 
So you get rent from it?
Kind of. 
Types for 2-3 minutes.
Do you want to see my tax slips and property documents?
Not needed.
Keeps on typing for another 2-3 minutes.
Which college in UH are you going to attend?
Cullen college of Engineering.
So what are you going to do after your Masters?
I will comeback to Pakistan to work as xyz.
At what kind of industry?
Chemical Industry probably because that is where i have experience.
Okayyy so….you can have your documents back. Passes me my bank statement and I-20. You’ll have your passport back in a week. I am approving your visa.
Thank you sir, have a great day.
This is all what i can recall. Apologies if i missed any questions.
Interview lasted for 10-12 minutes.
TIP: Be confident and fluent! Thats it. My interview was more like a pressure test. Officer, throughout the interview, had this uninterested/disapproval face. Also, try applying yourself instead of going to a consultant.
"
100,"
Visa Approved 
28 March Islamabad embassy 
Counter number 16
Vo old American lady.
Vo: Hello how are you doing 
Me 
I'm doing great.
Vo: so where are you going?
Me: University of washington seattle 
Vo: Why this university?
Me: I was looking for universities which transportation curriculum includes smart cities planning and ITS and university of Washington transportation program is mainly focused on smart cities they have lot of research going on related smart cities transportation planning and many of their transportation faculty members have field experience of smart cities planning. 
•  Its transportation program is ranked top 4 in the states and in top 10 around the world.
VO: what dose your father do 
Me: He is head in XYZ company he also has a xyz business alongside my uncle and is also a landlord 
Vo: Any travel history?
Me: yes recently went to dubai for new year 
Vo: Has someone from your family studied from US?
Me: yes Two of my uncle's  i told them the University's from were they studied 
Vo: you seem quite young 
Me: yes i recently did my bachelors in 2022
Vo: what were you doing after your bachelors 
Me: i was preparing for GRE 
Vo: What is your Gre score 
Me: i told her my score 
Vo: ok you sit for a while my colleague will ask few more questions 
After 20 min my name was announced and was called of to counter number 29 which is a Room basically. I went to a room Vo told me to sit he was a Pakistani guy.
Vo: in urdu what dose your father do 
Me: told him
Vo: can you please give us the bank statement and your academic document 
Me: I passed the bank statement and property evaluation form and my degree and transcript.
Vo: ok wait for a while outside the room.
After 40 min my name was announced and told to come back to counter number 16. As i went there.
VO American lady: congratulations you have been granted a F1 Visa. Handed me the blue slip and my documents.
"
101,"
Status: Visa Approved in first attempt, Alhumdulilah!
Date: 26th May, 2023
Time: 8:00AM
Embassy: Islamabad
The Visa officer was an American lady in her 40s i think.
Me: 
Good morning officer.
VO: Good morning
VO: Pass me your documents.
Me: Yeah sure.
VO: Where are you going?
Me: I am going to the Purdue for my Masters in Civil Engineering.
(While she was typing) I told her that I have done my bachelors in civil engineering from xyz university and after that I have been working in the construction industry for the past three years. I have experience letter, do you need those. She said not required.
VO: What is your current role and your responsibilities in your current job?
Me:  I am working as a Junior Project Manager in XYZ company and told her my responsibilities.
While she was typing I told her that I am in contact with my academic advisor who will give me an assistantship position in the 2nd semester. Do you want see mine and his resume. She says no need.
VO: How will this course help you in future?
Me: ( Here she stopped typing and looked at me in the eyes) 
As my father ,who is also a civil engineer and a government officer, will retire around 2030. So before that I plan to establish a construction company and when he retires work under his supervision. Also he always inspired me to start my own company rather than doing job.
VO: How many siblings do you have?
Me: Told
VO: Why did you go to UAE?
Me: I went there to visit my aunt along with my mother.
VO: Ok I am approving your visa?
Me: Thankyou. 
Thats it. I was a little surprised as She did not asked me of any documents. And no question regarding sponsor although I was fully prepared.
Before she refused 3 students so I was a little anxious but Alhamdulillah got the visa.
I tried to lead the conservation as she was typing all the time and I tried to give her answers she needed to fill in her computer. It was a short interview for me.
Overall today many students were getting visa from both the officers.
"
102,"
1st Attempt: Approved Alhumdulillah.
Interview was at 25th May Karachi Consulate.
Profile: BS from LUMS, going for MS Finance at University of Houston. Had Received out-of-station tuition waiver and additional scholarship as well. Have been working at Multinational bank for almost two years now.
VO: 
Pass me your passport and F1.
VO:  Why university of Houston?
ME: Firstly, the courses which they are offering, related to derivates trading and hedging and this is where my professional experience lies, as I have been working in the banking industry for over 2 years now, and I feel this degree would help me fill in the gaps in my skill set.
Also, one of my university professors had recommended this course and degree, as he had also completed his master’s from there.
Also, I have been following Professor XYZ, throughout my undergraduate phase, and read his publications on hedging techniques, so I thought it would be quite an experience to take live lectures from him.
VO: interesting!
VO: What is your job ?
ME: Told him about the general job description, routine tasks etc.
VO: Plans after graduation.
ME: Obviously, the plan is to complete my master’s with good GPA. And then to focus on my banking career, as employers in the Pakistani banking sectors tend to value those profiles and individuals who have done their education specifically from US Colleges. In fact, my current supervisor had done his Master’s from abroad, and at a very young age he is doing quite well. I have a similar objective, I believe this degree would help me to excel in the Pakistan banking sector, also that I have made good repo with my supervisor, he would be willing to hire me at a senior position, once I complete my master’s.
VO: Who is your sponsor?
ME:  it is my father.
VO: What is his profession?
ME: He is a banker as well, and currently working in one of the banks in UAE.
VO: Pass me the statement.
I handed over the statement to him.
VO: Your credentials are good, I am approving your visa. You will get your passport in a week.
For all the aspirants out here, the only thing matters is your level of confidence and communication skills. Regardless of the circumstances, and whatever is the outcome, just give your 100% and maintain eye-contact.
"
103,"
*F1 Visa approved*
I had a fully funded PhD position in humanities.
Appointment date: 12 June, 2023
Islamabad consulate 
Time: 9 AM but interview took place around 12
VO: 
Hello, how are you? 
Me: Good morning officer. I am good. How are you? 
VO: Pass me your documents please.
Me: handed them over 
VO: Where are you going for your PhD? 
Me: Told 
VO: Why do you want to go to Idaho State University? 
Me: Told her my personal process of discovering the university and professors and what stands out to me about the place that correlates with my research. 
VO: What is your research going to be about? 
Me: I told her I will try to simplify it as much as I can and explained it. She nodded and even smiled wherever she understood things. 
VO: What are your future plans? 
Me: Told her about study leave and my plans to apply my research in Pakistan. She again smiled on this answer. 
IT was a very engaging experience. Try to be yourself and as natural as possible. I went as my usual self and talked to her as I would talk to peers at my workplace. Your profile is what it is you just need to confidently carry yourself at this point and you will be good to go. Good luck everyone!
"
104,"
VISA APPROVED! 
Location: US Consulate General Islamabad 
Date: May, 18
Program: Bechlor of Nursing 
University: Central Michigan university 
First attempt.
A Young American lady in her 30s I guess
Today's approval rate was very low as I witnessed because there were 6 students/tourists I was at the end all of them were rejected (screwed up seeing rejections my nervous system collapse but I was confident I gave reply in very precise way not too long neither short. 
Good morning mam.
VO: Good Morning 
VO: pass me your documents
I passed.
VO: Which university are you going and why?
I am going to Central Michigan University To pursue my Bechlor in Nursing. I have talked with many students studying in CMU through LinkedIn their reviews about university were amazing secondly I got 50% of scholarship.
Any family member living there?
No 
Who is sponsoring you? 
My mother will sponsor me.  She owns 22 acres of land where we grow 3 crops yearly and we made xyz. 
VO:. What's you future plans?
Me: I will definitely get master degree from USA as well then I'll come back to Pakistan here my uncle owns hospital so i want to settle here.
She asked the hospital name and city I told her (constantly typing and seeing the computer screen)
VO: how many siblings do you have?
Told
She asked for my bank statement I gave her she read carefully then asked how much is this money in dollars I told its 52k dollars.
Types for 2-3 minutes.
You can have your documents back. Passes me my bank statement. You’ll have your passport back in a week. I am approving your visa.
Thank you mam, have a great day.
She smiled
Interview lasted for 6-7 minutes.
TIP: Be confident this is the only thing which matters.
"
105,"
F1 visa approved Alhamdulilah
19 May Islamabad 
Time 10.00 am 
VO was a pretty young lady. 
She 
greeted me properly and said good morning first. Even she asked me how are you doing. 
She asked why this university, and I directly said because I got fully funded scholarship from this university. 
 what kind of scholarship you got? Either it is teaching assistantship or reserach assistantship. I told 
Then she asked me about past work experience and I told about my visiting lecturer university job. 
Then she asked, what will you do after completing this degree from USA. I told that I am intended to join academia. (Some sentences modification) Pardon 
She gave me a blue slip sayıng congratulations your visa is approved. You can collect your passport from the selected location after a week or within a week. I don't remember exactly. 
Posting this so that people can get some better thoughts and motivation. Because only limited success stories are posted here and I was so stressed after reading rejection stories. 
May Allah bless and guide us in His righteous path. 
Good luck
"
106,"
Karachi consulate,
MS in CS
08:45 am
1st attempt 
*Approved*
We 
great eachother.
Passed the documents.
VO:Which course are you going to study in the US?
Me: MS in CS.
VO: what are you going to study in MS?
ME: well i am  interested in Machine learning as i wanted to teach that course back here in Pakistan.
VO: so are you going to do Phd as well?
ME: currently, I don't have such plans.
VO: what is machine Learning?
Me: approach to train computer to behave like humans.
VO: what?
Me: To draw algorithms to train computer model for human like behaviour.
VO: so you're going for Machine learning only?
Me: (I got confused and said yes)
VO: she was like, means you're only going for ML course?
Me: No, I am going to stay 2 years in Us, it is a complete master's degree program and i will take other courses too.
VO: what other courses are going to study in TU?
Me: cyber security, algorithms, bioinformatics, computer architecture.
VO: how many total universities in you apply?
Me: 9 unis and she asked names and stoped me on 5th name and said alright.
VO: how you come to know about these unis?
Me: well, i came to know abt these unis via USNEWS and college fair.
VO: So you come to know about TU uni in educational expo here in Pakistan, so you met with TU representative?
Me: No, i found TU via USNEWS.
VO: who is sponsoring you?
Me: I have a scholarship plus i have taken student loan.
VO: show me loan documents?
Me: shared. And she asked few questions on loan.
VO: what your parents do?
Me: My father passed away in 2010 and my mom is home maker.
VO : brothers and sisters?
Me: one of my brother is a government employee and other working in private sector and my sisters are all married.
After that she handed me blue slip and said your visa is approved.
My personal experience: only confidence matters.
"
107,"
*Visa status- approved and issued* 
Date: 9 June, 2023- ISB
Program: PhD Physics (fully funded)
Oklahoma State University
 *2nd Attempt* 
Appointment time: 8 am
Reached: 7:10 am
Interviewed at : 11:40 am
Interview was 8-9mins long.
 *Questions* 
Me: Hi, good morning VO
VO: Hello, where are you going in USA?
Me: I am going to Oklahoma State University for my doctoral studies in Physics with 100% tuition fee waiver and a good amount of stipend.
VO: How you got to know about this University?
Me: told about my research interests, my overlap of research with my possible advisor, research meetings and progress,.... After this answer VO was really satisfied 
VO: So what is your research?
Me: told about research, it's importance and applications.. I also added some lines about my lab ongoing research and told about my advisor.
VO: So are you done with your masters right?
Me: No, I have completed me bachelor's in Physics last year and now going for a direct PhD which will be of five years.
VO: Do you have some relatives in US?
Me: No
VO: Are you married?
Me: No
VO: Someone else is going with you?
At this point I thought my visa will be approved this time.
Me: No, only i am going
VO: please show me your admission letter, GTA offer, CV, BS degree and transcript.
He checked everything in detail.
VO Started typing in his computer and then passed all the documents to me, kept my passport with himself and told me I am approving your visa and will keep your passport, have a good day.
Me: I didn't listen anything after visa approval and while putting back my documents in the folder I realised something is missing and asked for my passport
VO: Ohh really, you don't want to get printed the visa on your passport (in a smiley face)
Me: No no keep it please, thank you, thank you
 *Note* I haven't changed anything in my profile since I was already on a fully funded position.
"
108,"
Date: 23rd of may
Location: Ankara 
Status: Alhamdulilah Approved 
Interview:
Note: I had a prior refusal 6 months ago, it was my second time.
Officer: Why do you wanna go to USA?
Me: Well officer I want to go to pursue my bachelors degree in business administration, I applied for two universities and got accepted from both of them plus received scholarship. But the reason I chooses this degree, my uncle graduated from the same degree from uk now he is working in United Nations as regional administrator. I basically want to follow his career path.
Officer: ok who is sponsoring you?
Well first I received a scholarship from the university and my parents are doctors we have private clinic and private pharmacy additionally we have XYZ amount of property. Beside if necessary my uncle is also sponsoring me so I have a very stable financial situation.
Officer: do you have any relatives in us.
Me: no 
Officer: you sure any cousin?
Me: yeah I have but I lost contact with them many years ago.
Officer: OK
Why your family don’t wanna go to the USA.
Me: cause they have property and business.
Silent for a minute:
I want to start again:
Me: actually,………
Officer: smiled. Wait calm down. It’s enough.
Congratulations your visa is approved.
Note: Alhamdulilah my visa was approved.
Trust Allah and recite لا یستوی Ayat before interview and inshallah you will get your visa.
Always  trust Allah. 
If you guys have any questions. I’m gladly here to help.
"
109,"
F1 visa interview
Date:  May 2023
Status: Approved
VO: why are you going
Me: 
for my masters in public health majoring epidemiology
VO: why this course
Me: after having fair clinical experience i want to diversify my horizons towards non clinical side which is public health
VO: what you do currently
Me: i am government employee my designation is Dental Surgeon
VO: so you are dentist then why this course
Me: fumbled thrice n i was quiet for 10 seconds it will help me again fumbled it will help me become head of department
(v bad answer)
VO: how would this course help you
Me: since the nationwide dental coverage is poor again fumbled i would enhance quality of dental programs n thn quiet
VO: how many uni you applied to?
ME: 3
VO: why these 3
ME: these were few universities offering majors that i am interested in 
VO: Laughs n says there are thousand of universities offering majors in this course what made you choose these
ME: these universities had working integration learning opportunities 
VO:and what is work integration learning?
ME: quiet for 10 seconds whatever i will learn in classroom i will be able to apply in public health settings in community context
VO: Typing for 10 15 seconds so you mentioned in DS160 you have been to Spain and Italy when n why you went there
ME: i have been to both of the places twice in 2017 and 2019 for tourism
VO:what your siblings do
ME: My elder brother resides in UK n second elder brother in Australia 
VO: who will fund your trip
ME: my mom n dad
VO: what do they do 
ME: my father is consultant doctor and mother is general physician 
VO: hands me blue slip Your visa is Approved
ME: Thank you bye
 Anyone going to St louis university please comment below i am looking for accomodation
"
110,"
U.S. Embassy Islamabad 
Visa Status: F1 APPROVED
Interview date:14 June, 8 AM
University of Connecticut, Storrs campus
VO: 
Good Morning, How are you?
Me: I’m good, How are you mam?
VO: I am good too, which university are you going to?
Me: I’m going to the university of Connecticut Storrs campus to pursue my undergraduate studies in Computer Science.
VO: Why did you choose Uconn?
Me: After I completed my A-level exams my high school counsellor recommended me this university based on my grades and desired major. Uconn has one of the strongest academic programs in computer science in the U.S. and it is ranked among top 25 public universities according to US news and world report rankings. The amount of scholarship Uconn has offered me was also one of the major factor that influenced my decision (interrupted) 
VO: Who will be sponsoring your education?
Me: My father will be funding all my educational expenses in the United States, he owns xyz Businesses in the United Arab Emirates. On top of that, I’ve also received a scholarship of $40,000.
VO: did you visit the uconn campus during your last visit to the USA? It’s so beautiful. 
Me: No officer I have not been to the uconn campus the purpose of my last trip was to attend a summer camp program at Boston University in Massachusetts But I’m so really excited to explore the uconn campus. 
VO: Okay so everything looks perfect, I am approving your visa you will get your passport back within a week. Have a Great Day ahead!
Me: Thankyou so much mam, you too have a wonderful day ahead. 
Previous travel history to the United States was one of the major factor in addition to the university I was going for as it has a credible ranking and acknowledged computer science major.
"
