,Text
28,"
Today was my interview in US embassy, Islamabad for F1 visa. I was rejected without beige told the reason for my rejection. The coversation was a follows
Uni san fransico state university
Me: Good Morning officer!
She: 
Good morning. What is the purpose of your trip?
Me: I’m going to pursue my bachelors degree in CS from San Fransisco State University. 
She: Why did you choose this programme?
Me: I have graduated my highschool as a biology major. So for me there are several reason that i change my subject  firstly i have experienced in my high school how hard biology for me so for my bachlor degree i chose cs as my major bcz i have been intrigued by computer and cs hold the profession of it 
She: when did you graduate highschool 
I said in 2023
She; who is sponsoring you
My father is sponsoring me my father is a farmer as well as mediator between local farmer and mill owner . He buys crops such as wheat and paddy and sells them in to bigger market . He owns 25 acres of land on which he grows crops he has put some propert on rent almost 10 shops 
Here are the propety document and she say no need in a while she gave me a white slip 
Plz share your experience where i am wrong 
If anyone know the refused catagory appointment date plz share info
"
29,"
Visa status:rejected 
BBA: 2.82 CGPA
ielts: 6
No education gap and travel history 
22 March Islamabad embassy 
timing:9:30
Vo was a thin American girl.
Sponsor: My uncle is my primary sponsor and my father is secondary sponsor and i also show proof of property which i own and u sell if if necessary and Uncle is also business partner with my father. and will be my father in law.
VO: pass me your documents 
Me: I passed him my documents 
Vo:which university 
Me: San Francisco bay university California 
vo: which course 
Me MBA
Vo: why you choose this university?
Me: I choose this university because of it's marketing course coriculam As I have done my BBA with the specialization in marketing and I further want to do MBA with the specialization in marketing and I found this university course curriculum very useful for me moreover I got 75% scholarship from them.
VO: how many university you have applied for?
Me I applied for 2 university the other one is Bay atlantic university Washington DC.
Vo:  sorry you're not eligible for visa.
Vo hardly take 1 min interview time and even in this 1 min we hardly communicate maximum 30 sec rest of the time she was typing on computer 
She didn't ask any thing about my future plans, sponsor etc.
Need honest advice from seniors what's was wrong in my profile.
Secondly can I go for another try. if yes then  is there any thing which I can change in my profile.
Thank you
"
30,"
Interveiw  experience 
REJECTED 
ISL EMBASSY  8 am
Course ms in business analytics 
Hoftra 
Me: 
Hello good morning
Vo: Good morning
Please put your right hand fingers  on scanner 
Me:done 
Vo: so why are you going to US ?
Me: i am going to US for masters in business analytics from hoftra University 
Vo:why did you choose this school?
Me : there are multiple  factors about choosing  this University. First one is course structure  the courses that they are offering me are completely  related to my are of interest ( i want to explain  further about subjects and ranking but he asked another  question) 
Vo: in how many universities  did you apply?
Me: i apllied in 4 universities 
Vo:name them 
Me : told 
Vo : who is gonna pay for your trip?
Me : my parents going to sponsor  me 
Vo : what they do for living?
( he was asking questions so fast i got nervous) 
Somehow i answered but he didnt let me explain about their earnings etc)
Vo : have you ever travelled  internationally?
Me : yes i visited oman few times with my family 
VO : OKAY YOU ARE NOT QUALIFIED I AM GIVING YOU THIS SLIP REASON IS MENTION ON IT (214B)
I got nervous  because of his rapid fire questions  it all happend in 2 mins i think... he didnt even let me finish
What should i do now ? Should i go with same profile and try to explain or change something  in my profile ? 
Seniors  please guide
"
31,"
F1 Visa Interview 
Status: Rejected
Consulate: Karachi
15/12/2022 8:30AM
Counter 7 Young American guy without beard
Students before me for undergraduate programs were rejected and one student for masters degree was accepted only. 
Me: Good Morning officer!
Him: Why this course?
Me: I chose bs business administration as i belong to a business related family, my father and brother both are successful businessmen, i have interest in business as this course will enhance my business skills as ill learn about all aspects of business including economics, marketing, supply chain and information system 
He gave a smile, seemed like he thought i was confident abt my program like know how, and stood up took my passport inside and came back
Him:Why this university?
 I did an internship at an educational consultancy where i got to know about university of UTAH then i did my research and got to know about unique majors that university is providing and big campus situated in 1526 acres, diversification of students, support system for students, i got scholarship of 35000$ across 4 years and last factor was location, which is salt lake city, it is one of the liveable cities in US and top preference for international student because of the business opportunities.
Passed me my docs with rejection slip and said sorry you’re not eligible for the visa under section 214B. 
Can anyone guide me where i went wrong as I cant seem to understand with only two questions how he rejected me. My D160 was perfect also funding and my family ties are also good as I’ll have to come back to takeover my family business. 
Ps: i applied on basis of my o level grades
"
32,"
Please guys need your help ASAP
Got Rejected today F1 Islamabad embassy.
Going for a study away semester from NYU Shanghai to NYU Spring 2024
VO why New York 
best studies for my major
VO 
have you ever travelled elsewhere then China
No
VO sponsor 
Fathers cousin 
VO WHO SPONSORED IN CHINA
Father n my moms brother
VO where does sponsor live 
Pakistan
VO what does father do
poultry medicine business 
VO sorry rejected our rules are very strict 
White slip handed
Please tell me that my classes will start from 29 Jan 
Can I get a visa appointment n what should I prepare ?
"
33,"
Interview Advice for those who got rejected in first Attempt.
You may go with the same university but not with the same profile. VO will must ask you what circumstances have you change this time?
Circumstances mean ur academic, professional, financial or personal circumstances…University is not ur circumstance. 
Try to identify the reason of rejection, improve ur profile accordingly and then apply again with a gap of minimum one month for next attempt for same intake
Re-apply 
with no change in ur circumstances would be a waste of time and money.
"
34,"
Date: 8th March
Embassy: Karachi
Timing: 8:45 AM
Status: Rejected
Me: 
Good Morning
VO: Good Morning. pass me the passport please.
Me: I passed the passport to VO
VO: why you're going to USA?
Me: I m going to USA for doing Master's in Computer science.
VO: Why you thought of doing this degree.
Me: Because i have been recently graduated and i have a degree in Bachelor's in Computer Science And It will help me in getting in depth knowledge of my field.
VO: In which course you're interested in specifically?
Me: I said i m interested in Web development.
VO: Why you chose this university?
Me: I had 2 universities in my mind one was UCLA and other was MIU. There are several reasons why i chose this university. Number 1 is it offers block system education which means 1 course per month.
VO: ONE COURSE PER MONTH???
Me : Yes and other reasons are it focuses on conscious based learning which means integrating meditation and yoga with traditional education system and it also provides vegetarian diet which as a Hindu is mandatory for me and the last reason why i chose this university is because of it's location it is located in a peaceful and supportive environment.
VO: how you are going to pay your fees?
Me: I m paying the initial fees from my savings and rest of the amount will be rolled in a loan on which i will be doing monthly payments once i get into a CPT position.
VO: I m sorry you're not eligible for non immigrant visa . handed me the white slip
Me: Thanks.
What went wrong? What should i do to improve in 2nd attempt?
I listed myself in sponsor is that a weak point?
"
35,"
Visa Rejected
Karachi consulate 
I am from punjab and go karachi for interview
One bald guy take my interview. I lost already money on reshudle appointment. Your comment is highly appreciate for me.
Me 
Good morning
Vo not replied ok so you are going to lousiana tech university 
Me yes
Vo why you are going to this university?
Me i particularly choose this university over other because of its advance curriculum of course offered by lousiana tech university is the perfect balance of all the courses more focus on practical work like statistics, implement of fundamental skill. Also its have very small class size ratio 22:1 where student can do one on one dicusioon with professor and on the professor name dr dickerson teaching us leadership and management course. Dr dickerson publish article on management feedback performance reshearch and developement 
STOP STOP 
VO have you applied in any other universities
Me yes minnesota and missouri state university.
Vo sorry you are not qualify this time.
Your answer are highly helpful for me tell me what can i change university and whats my mistake
"
36,"
F1 visa interview experience:
Rejected
18 Aug Isb embassy (young lady at right side of long beard guy)
Course: Masters in CS at florida state university.
(after handing over passport)
Vo: why do u want to go to usa
A:USA is the hub of AI and an industry leader in tech and i want to learn from the best of the best
Vo: who is sponsoring your education at FSU
Me: my brother is sponsoring my education, he works as a ME at X company in california and makes around 150k annually
Vo: what does your father do
Me: deceased , my brother has been supporting our family since his demise
Also i have been working as a data scientist for over 3 years in isb.
Vo: since how long is your brother in the usa?
Me:2015
Vo: is he married?
Me : he married in pakistan about 4 years ago
Vo: *thinking*
Me:  your visa is rejected , ( failed to show ties to home country)
Anyways, didnt apply to US again after this and applied for canada through SDS and i got accepted.
If you dont get accepted in US in the first try, rather than begging them in 2nd or 3rd try for a visa , just change your country because some of us are not born with silver spoons in our mouth , nor have any businesses to show ties.
"
37,"
Interview Date:13:1:2023
Time:9am
Status: Rejected
Profile 
Matric;80,%
Profile: Inter:54%
Current study BSc physics
University of Wisconsin Milwaukee
Major: Physics
Me: Good morning
Didn't Answer
VO:Why you want to visit USA?
Me:I am going to United States of America for my higher studies i will do bechlors in physics from university of Wisconsin Milwaukee
VO:How many university did you apply?
Me: I also applied Kansas state university 
VO: Who's funding you?
Me:My father will bear my study and living expense in United States of America
VO:What does he do
Me: My father is a businessman.We are authorised agent of different kinds batteries like osaka,AGS, Excide etc, in different cities of Pakistan.
VO: You are not eligible for visa this time try again again next time
Me: Thank you Mam with disappointment 
What was the wrong in my interview i give the answers truly with confidence she didn't not even see my face who i am please anyone help me i want to appear again in fab i am really depressed right now 
"
38,"
University: Webster Missouri 
Program: MBA 
Hello everyone i really need help !! I was rejected under 214(b) last month on 22nd. 
My classes started on 14 August and I have my second attempt on 7September. 
I 
have changed nothing in my case and I’m going to appear again. Kindly tell me is it a good approach to go with the same case and what should i tell the VO about the classes start date? 
Any tips from thé experience members would be highly appreciated.
"
39,"
Visa Experience (10th june) (rejected)
Profile:intermediate in computer science  in 2020.
South Dakota state university
bachelour in business
vo:young chnese lady 
me:hey! give me documents
yes sure!
Vo:she ask about university (but i cant understand 1st question)??
Me:after few second i say im going for bachelour in business from south dakota state uni .
Vo : who is sponser you ?
Me:My father
vo : what does he do?
Me : my father is business man . He  owns ••••
and ( she interupted me )
Vo:how to came know about this university?
me: one of my uncle suggested me this uni .he is professor .
vo:Do you have siblings ?
me: i have one brother and one sister!
vo: older or younger than you?
me:one older and one younger.
She typing on computer round about 2 minutes than give me a
 yellow paper.
Mujh sa phela 3 student reject kia usna likn mn bhut confident tha k mil jai ga likn jesa allah ki mrzi
•Seniors plz guide me what i do for next ?
•kitna time bad 2nd attempt deni chiya ?
•mera course 14 august ko start hoga!
"
40,"
Aoa, 
Interview date: 5 December 2023 8:30 AM
Status: Rejected 214(b), white slip
Reason: Failure to Qualify For Reasons Other Than Failure to Show Ties
VO: 
Why going to this university?
Me: I want to do research in the field of cybersecurity because i have a background of mobile app development. Explained little more. 
VO: Who’s sponsoring you?
Me: I am a self sponsored, I am a co owner in two registered companies here. Explained more. 
The VO was barely looking at me and only typing. 
Can any body tell me where i went wrong. 
University already mentioned on my i-20 that i have the funds for 9 months=$22k.
"
41,"
First appointment: 11th October (rejected) 
The first mistake I know I made I couldn’t communicate as adequately as I should have. 
Second appointment: 10th November(rejected) 
1. 
Pass me the passport and documents 
I did 
2. When did you last apply? 
Last month I did and it was rejected 
3. What changed? 
Last time I couldn’t communicate as I should have. 
4. What are you going for?
I am going to pursue cyber security courses as an associates degree. I have taken courses in Pakistan but they do not credit towards a degree, I already have a bachelors degree in computer science. 
5. Why did you choose this college? 
I did my research and found out that the cyber Centre there is one of its own kind and I was in contact with this ABC professor who recommended me. 
6. Do you work? 
No I currently don’t. (regretted after I said that) I meant to say I was on a leave. 
7. Who is sponsoring your studies?
My father is, he has his business as a property dealer. 
Counselor: sorry I cannot approve your visa. 
I believe my weak point was not speaking up and specifically the “do you work” question. 
My classes start in February. Should I give it another shot?
"
42,"
Hello everyone.
Applied for student F1 and F2 visa . Interview on 2nd March 2023
Status: rejected.
Officer: Which university you’re going for?
I answerd.
Officer: how many univs you’ve applied ?
I told her that I’ve applied in another university as well and I got the positive response from that univ but I got my I-20 first from this university so I’m going for it.
Officer: tell me about university’s MBA program?
I told her about courses and how it exactly matches my interest. 
Officer: what you’ll going to research? 
I told her that my field is HR so im gonna research on some talent management components.
Officer : who’s sponsoring you?
I told her my Father In Law 
Officer to my husband: Your father ?
Husband: Yes
Officer: what does he do?
Husband: he has business and a government employee.
Officer? What kind of business ?
My husband told.
Officer: what do you do?
Husband told her about his position and organisation.
Officer : what kind of org is this?
Husband: it’s engineering and management org. 
Officer: you’re not qualified you can re apply .
Can some please guide the issue?
"
43,"
Hello Everyone: I want to share my F1 visa interview experience. 
Visa status: Approved ( 2nd attempt )
1st attempt got rejected due to lack of funds in Bank Statement.
Date: 10 December 
Karachi embassy 
VO was a lady in her mid 40s ig.
University: South Dakota State University
Program: Bachelor in Computer Science 
Q1. Where are you going? 
Ans: I aim to study in the USA and applying for a student visa
Q2. Why this Uni? 
Ans: - South Dakota State University offers an excellent computer science program with a focus on practical skills and experience.
Additionally , SDSU's location in Brookings, South Dakota, appealed to me as a peaceful and safe community with a low cost of living. This will allow me to focus on my studies without worrying about financial burdens.
Q3. who's your sponsor and what does he do? 
Ans: told about my fathers occupation & annual income.
Q4: Any Relatives in U.S.? 
Ans: No, I don't have any relatives in U.S.
Vo : Everything looks fine here , i am approving your visa congratulations. ( She didn’t asked for bank statements or any other document )
Guidance: Maintain confidence, and don't treat it as a life-or-death situation, haha. I witnessed some guys extremely nervous, which surprised me. Stay relaxed and assured; if it gets approved, great, and if not, life goes on, my friends.
"
44,"
Here's my case:
My via was rejected on 16th june 2023 (University : Kent State University).
Now I want to apply again. I also got the acceptance from Penn state University, University of Missouri Kansas city and University of Kentucky. 
Following are my queries:
1) 
Now I want to go with Penn state University whose admission has been deferred to fall 2024. How long before University can issue i20 and when I can apply for the visa? 
2) Is uni of Missouri Kansas city or University of Kentucky a better option?
"
45,"
Admin please approve 
F1 Visa Rejected 17 January
Classes stared same date 17 January
Ielts bands 6, qualification: BSc 2 years
VO was beared American Boy
VO: 
Good Morning 
Me: Morning Officer 
VO: Pass your i20 & asked why are you going to USA 
Me: I’m going to pursue my Bachelors in Computer computer science 
VO: Why this university 
Me: answered 
VO: how many brothers you are?
Me: Officer! We were 3 brothers but unfortunately my younger brother died in road accident recently, now we are two
VO: what your brother do!
Me: (Explained his Job, he’s in KSA owns consultancy company related to construction)
VO: Tell me what kind of work they do
Me: I told him & I Specially mentioned that Saudi Govt. hire their company for their project.
& Officer he’s not my sponsor…
VO: who’s going to sponsoring you?
Me: Well! I got 65% scholarship & rest of fee pay by my father. So my father is my sponsor.
VO: What your father do!
Me: he’s business man & he’s doing Poultry business ( i told everything about business he asked)
VO: You mention in your DS160 that you are doing business!
Me: well! officer it’s freelancing company 
VO: what kind of work you do?
Me: we provide Amazon services, content writing, web designing & many more services.
VO: Ok fine, any family member got degree from USA!
Me: Officer I’m only!!
After some time he passed yellow slip…
Now i got extension letter from University (University of New Haven)
Should i reappear in interview?
Remarks of VO were, due to strict visa policy, I’m not approving your visa
& duration of interview was 10-12 minutes 
Please guide!!!
"
46,"
Was Rejected for May intake
Cleveland state university 
It’s been almost 4 months and i have applied for my 4k USD refund
Nobody is responding to my emails my calls as well
Any recommendations please??
Do 
anyone know country head in Pakistan or any contact where i can forward my query 
I’m much worried about it 
"
47,"
Interview Experience.
Note: Long Post.
2 times rejected within 14 days.
16-08-2022 and 23-08-2022
Both 
time was female officers
3rd attempt
Status:
#Approved
 Alhumdulillah 
Embassy Islamabad
Slot:8am
Date:07-10-2022
Passport received:12-10-2022
Vo was a male with long beard.
Same profile, Nothing changed anything.
Me:Hey Good Morning How are you doing? 
Vo:Good Morning yes i am fine what about you?
Me:Yes i am also fine thanks for asking with smile like this
Vo:Looked at me  and said oh good to know.
Vo: Why you choose illinois?
Me: I select this university due to its excellent academic environment and wide range of specialization and they have outstanding facullty
staff members,moreover i got motivation from the alumni as they are serving in world wide top organizations as well as course structure 
attract me to select this university.
Vo:Well, What is your last degree?
Me: Bachelor in Computer science.
Vo:What is the name of that school?
Me:Told
Vo:What Happened last time?why you rejected?
Me: I dont know the exact reason may be i could not satisfy the officer. even i shocked when i see the yellow paper but at this time you
people are the judge so i have to admit the result.
Vo: Looked at me and said Ok Well Whats your future plan?
Me: Right after compeleted my studies i will come back to Pakistan and will open my own software house and then i will work with the
cooperate sector
Vo:Looked at me and asked what is cooperate sector?
Me:told about cooperate sector.
Vo:So your father is sponsering you?
Me:Yes My Father
Vo: Typing typing and Typing and then asked what does your father do?
Me:told
Vo:How Many emplooyes?
Me:told
Vo: why drivers in your father's business?
Me:For pickup the loads and for the delivery
Vo:How Many siblings?
Me:I have 2 bro and 2 sis all of them are happily married else me
Vo: What Does your brother do?
Me: Both brothers are doing their own business same like the Father's business category but you can say type is different.
Vo: Ok i got it. Typing typing typing and then asked who have higher grades in your home?
Me: to be honest i have keen interest in studies so among all of my siblings i have good grades :
Vo: Looked at my i-20 and asked how you will manage this huge amount?
Me: As i told you that i have keen interest in studies so my father motivate me that if you really want to study then go for it
dont worry about the fee and expenditure. and my father have enough saving for my 28 months trip so he can easily manage.
Vo: Typing almost for 1-3 min and handed my blue slip and said you seems like well preapared today. Have a nice time in US.
Me: You made my Day Thank you. Have a nice Day.Bye
Vo: Thank you and you too.
I was so excited when he handed me the blue slip even I can’t walk properly with the excitement what i mean is i was weeping with happiness 
 mtlb uper se ly kr bhir any tk even waiting area any tk m boht bytab tha k gahr m call kr k btaon kisi tarha asap!
But Alhumdulillah sab boht acha hua and i wish for all k Allah pak sab ko kamyab kary
Ameeeeeen.
"
48,"
I got rejected in my first attempt about 3 months ago in karachi.
I have an interview in coming days in Islamabad but this time I have changed university and program. 
First I was going for masters in computer science but this time I will go to pursue masters in information systems from northerneastern university. 
I 
have made some other changes in DS160 as well. 
Changing location, program, and university can bother me ?
"
49,"
Second attempt rejected today 
First attempt uni was minnesota state uni
Me good morning
Vo good morning
Vo so why u are going to usa
Me i 
am going to pursue my bachelors degree in international business from ohio university
Vo what circumtances you have changed this time 
Me last time i was nervous this time i have improve my confidence and also i have changed university 
Vo Do you have siblings 
Me yes and told
Vo what they do ?
Me told 
Vo Who is your sponser 
Me my father is sponsering me 
Vo What does he do 
Me told his business even annual income
Vo i know you want to study in usa but us law are very strict ..... reject 
I asked him you do recommed to change any thing in my profile 
His response i could not listen
Me again do you recommend any change or any other thing 
He said i don't recommend to change any thing in ur profile change circumstances
Now guys what you will recommend me i have plan for third attempt and may be last in december 
What could in change in circumstances ?
What should i do now ?
Thank you
"
50,"
F1 Rejected 214b (White)
Karachi 9:45
Young Guy
Me: Good morning
VO: 
Good morning
Me: How are you?
VO: How are you?
Me: Good.
VO: Which program are you going for?
Me: I am going to study computer science for master's in Ohio at University of Dayton.
Why Dayton?
It wasn't my first choice, I researched about some universities and applied to University of Pacific in California and University of Dayton in Ohio which is one of the largest private university in Ohio. I got acceptance letter from both the universities and I applied here because they were not requiring GRE.
VO: Were they requiring GRE or not?
Me: They do not require GRE for master's in Computer Science.
VO: Where did you complete your Bachelors?
Me: I did my undergraduate in Computer Science at The Islamia University of Bahawalpur in South Punjab.
VO: You've got scholarship?
Me: Yes, I have got an academic scholarship of $1000 based on my academia.
VO: Who is sponsoring you?
Me: My father is going to sponsor me for my studies, he owns an agricultural business of dairy and cattle farms ther than that we have land on lease to Mr. Safdar Abbasi. Our annual income is good enough to support me throughout my studies. My father has already transferred the initial amount for my first year to my account and is ready to support my all studies. This is a joint family venture.
VO: When did you complete your Bachelors degree?
Me: I did my bachelor's degree in 2019 during the pandemic and I have been working with my on the farm to support him as he is 83 years old.
Vo: Is this master's or bachelor's?
Me: It is a master's degree program in computer science.
"
51,"
Islamabad Embassy 
Date: July 20
Status: Rejected 
Me: Morning 
VO: 
Morning 
VO: Purpose of visit?
Me: Purpose is to persue masters in management sciences and quantitative methods from Wisconsin University
VO: how many universities you applied and got i20?
Me: 6 universities and accepted by 3. Also gave him names 
Vo: Why this university?
Me: Told him about Lubar school of business and stem designated mba offered by the institute.
Vo: your sponsor and what does he do?
Me: Told
Vo: any relations in USA?
Me: no
Vo then typed in system for a minute and gave me the yellow slip saying please retry in future.
I got rejected second time. First attempt was on June 7.
Please help! what is going on? My class is on 5 September.
What went wrong? Do i need to change university? Should i retry in November or December?
Need your insights 
"
52,"
I dont knwo why it happened with me. Today , I got rejected due to unknown reasons. She was staring at me very badly first. I said good korning she ignored. Very rudely , asked for docs i gave her 
. 
She only asked one question , Why USA and what is your major? I judt staarted speaking she rejected my visa.
Need help guys.
No 
Gap , 24K usd scholarship
"
53,"
Guyz i have been rejected two times
16 july 2021
Alfred university NY
Program: computers and information technology 
Me: good morning officer
Vo: 
morning 
Give me your documents ( take finger prints etc)
Q1: who is paying your expenses?
Me: my father is my all of my expenses.
Q2: do you have any relatives in US?
Me: no I don’t have any reletives in US.
Q3: is this your first becholars degree or do you have one already?
Me: this is my first one officer.
(Officer did some work on pc )
Vo: unfortunately i am rejecting your visa …. You should apply next time !
16 dec 2021:
Palm beach atlantic university FA
PROGRAM: computers and information technology 
Me: Hello officer very good morning ..
V/o : you too .. show me your passport and documents 
(I provide him the documents) 
V/o: you have been rejected last time so you changed your university. Can you tell me why ? 
Me: (told about the university’s landmarks and about )
V/o: okay so why you wanna got to United states ?
Me: to study my becholars in computers and IT at palm beach Atlantic university 
Vo: why do you think you’re eligible to go to USA? 
I got a little bit out of the track but somehow i replied “my financial and academic background is strong and i want to build an IT COMPANY here in Pakistan for which i need to get higher studies in advance education system. 
VO: well i am rejecting your visa and the reason will be the same…!!
( they didn’t tell me the reason of rejection both times ) 
And now i am appearing 3rd time in islamabad embassy with the same program of 4 years .. kindly suggest me some improvements for the interview 
"
54,"
Visa Rejected.
20 January 2023.
Karachi consulate.
Gori Young Girl .
Me: 
Hello Good morning Ma’am.
Vo: Hello Good morning, Pass me your documents.
Me: Sure Ma’am.
Vo: Why Us?
Me: The US is a Tech hub. US universities use modern technologies in education like cloud services I want to learn and use my skills to serve my country Pakistan.
Vo: Which other school did you applied?
Me: I applied in 3 school , 2 in uk and 1 in usa.
Vo: What school in uk?
Me: University of Heartfordshire and Huddersfield university?
Vo: Do you have acceptance from schools in uk?
Me: Yes ma’am.
Vo: Can you please show me your scholarship remarks?
Me: Yes sure its in my offer letter?
Vo: What were your grades?
Me: My overall grade was A.
Vo: A-levels ?
Me: Intermitted.
Vo: Who is your sponsor?
Me: My father.
Vo:typing.
Vo: Why did you choose Usa ? Why not Uk?
Me: The campus community in the USA is very welcoming to international students which makes it easier to focus on and my major computer science.
Vo: Smiling.
Vo: You were rejected before what was wrong in your application?
Me: Yes Ma’am last time officer ask me is there anyone immediate relatives living in usa? But no one immediate relative living in usa.
My friend and cousin are in Usa who help me in the application.
Vo: Oh nice in which university?
Me: In same university.
Vo: Ok so here it concerns the slip , you’re not eligible for this time also.
Me: What is the reason ma’am in my application?
Vo: Please your interview has been finished thanks.
"
55,"
I have been rejected on 24 August 2021. 
University : University of Houston
Course: MS in Industrial Engineering Fall 2021
Funding Source: I have shown my current employer as a sponsor(working there for then one year)
I 
have deferred my admit to Spring 2022.
I have got from other universities as well. So for the next visa Appointment, Should I change University or sponsor (my brother has been living in US for 5 years as a permanent resident there)
Looking forward to receiving some good suggestions from senior and devoted members
"
56,"
Visa status: Rejected
VO: Male
He has asked only 3 questions:
VO: Why are you going to USA?
Me: I am going to attend rider university to pursue Master In IS.
VO: 
What are you doing right now?
Me: I am doing Job in ... 
VO: What is your job there?
Me: I am handling all the matters related to  operations and management of UAE office.
VO: previously you have selected Cleveland state and this time you have selected rider. Why?
Me: Because after the research rider uni is offering the courses which is totally align with my bachelors and my future goal. Moreover, rider ranked 22 out of 181 universities. 
VO interrupt 
VO: who will pay for your education?
Me: My father will pay for my education as well as living expenses.
VO: Your visa is rejected
I don't know why.
Please let me know what to do.
Can I apply again with the same sevis fee?
As it is valid till dec 2022.
Can I apply again in this Nov 2022.
"
57,"
Visa Status: Rejected
Date : 31-08-23
Location: Islamabad Embassy
Well 
I won’t right down the conversation here unlike others. But i will say they are doing completely piece of shit out there. It’s a total crap. I invested more than 2 months in this whole process and all I had to bear was extremely reluctant behaviour at the counter. The VO was least interested in taking the interview and was all set to pass me the yellow slip.
"
58,"
Hey guys Asllam o allaikum
Second attempt> rejected
Vo:- Good morning how are you ? (in a very delightful mood).
Me: good morning sir. I’m good how are you ?
Vo: 
Did you give your last interview to me?
Me: No, sir I didn’t give my last interview to you. 
Vo: Okay, Why are you going to US ?
Me: I’m going to US to pursue my master in computer science.
Vo: and who is going to pay for you ?
Me: Sir my father is going to pay my expenses.
Vo: and what does he do ?
Me: Sir he has a real estate and construction business. (While he was busy typing he asked.)
Vo: okay tell me more about that business.
Me: sir he buys different kind of property and sell it in profitable amount and he does construction when he get contracts related to construction. (Vo was typing and watching on the screen and I felt that he was just doing it for formality to keep the chit chat. His main focus was on screen.)
Vo:Tell me about your brother and sister.
Me: explained
Vo: (while watching the screen) you just applied a few weeks ago, intact 10 days ago.
Me: yes sir, that time I was not confident enough to communicate with vo but now I  feel I am confident enough.
Vo: (watching and reading the screen for a while and said) unfortunately under the our law of visa policy you don’t qualify for the visa.
Me: Is there anything about the university? Do I need to change anything in the application ?
Vo: No, it’s about the university, read the yellow slip. The circumstances for you for this visa are not right.
Me: okay thank you
Guys what should i do now?
"
59,"
Hello Everyone!
I have been rejected twice on F1 and going for third attemp on Nov 14. There is a gap of Almost 4 months. I have made no changes in my DS160 cos I don’t think changes are compulsory. I have a work experience of 7 years. I opted University of Wisconsin Milwaukee.
First Attempt on June 6
Q: 
purpose of visit?
Q: why do you need this degree
Q: what will you do after the degree
Q: what is the business 
Q: who is your sponsor 
Q: what do your brothers do
Q: ever travel abroad?
Q: have your brothers traveled abroad for study?
Q: what do they do?
And then
IM SORRY ITS DIFFICULT TO GET STUDENT VISA NOW
Second Attempt on July 20
Purpose of visit?
To pursue masters in management sciences and quantitative methods 
From university of Wisconsin milwaukee
No of universities applied and how many accepted you?
Told
Why this university?
Lubar school of business, stem designated mba, metropolitan laboratory learning
Who’s gonna sponsor you? What does he do?
Father and told about the business
Any relatives and friends?
No
Sorry your visa is rejected again this time. Please apply in future
———————————————-
Please comment your sincere suggestions as i aim to get blue slip this time In sha Allah.
"
60,"
REJECTED ON INTERVIEW.
Visa Officer was a men (32-40) age.
Karachi embassy.
VO. HELLO HOW ARE YOU WITH SMILE
ME.I 
AM FINE WBY 
VO.I AM ALSO FINE HAPPILY
VO.WHY FIU?
Me. WHY FIU?
• At FIU one thing I loved the most is there student experience. It is pre-eminent emerging research university which means there’s a huge focus on academic research, as an undergraduate student I have a chance to work on research projects related to artificial intelligence (which is my interest) at the COGNAC LAB which is led by DR. MARK FINLAYSON.
He then stopped me. And asked next question 
VO. FROM WHRE DO YOU COMPLETE INTERMEDIATE?
ME. Told name.
Vo. From interior sindh?
Me. Yes.
VO. also asked that what did you do anything in your free time?
I said that I took webinars i have certificates with me
VO.Who is sponsoring you?
My uncle being the chairperson of the family is sponsoring me.
Vo.also said why he sponsored you?
Look, We live in a joint family system over here in Pakistan
And my uncle is the chairperson of the family so all the family income goes to him and then he allots funds for the utilisations to each family so this is how things work in Pakistan.
Vo. How you can manage your fee or something like that.
Family has a established business so affordability is not a big issue
TOLD ANSWRR AND REJECTED
"
61,"
F-1 Visa rejected 1st November.
Profile. 
Cleveland state university,
program: MCS
FUNDS: 8 million 
Bscs: 3.52 Cgpa
4 Years Professional IT Experience. 
Visa Officer asked For Passport.
Q1: which University you are Going?
Answer: Cleveland state University. 
She Smiled Sarcastic*
Q2: What Are Your subjects?
Answer: Advance Architecture, Advance operating system, Programing are My Major.
Q3: Who Is Going To Sponsor you?
Answer: i do Have Enough Funds For My Master Program. Which I Have Collected working in IT industry in Last 4 years.
Q4. How Much You earn?
Answer: i earn Over Half A Million per month.
Q5: No One Is Your Sponsor?
Answer: my Father has A Good Financial Position he Has Multiple properties, That Are On Rent. 
She Typed: Sorry, We Have Strict rules your visa Is Rejected. 
Should i Reapply?
To All those who have Interviews On the Way. 
There Are Many F-1 Visa's That Approved Today. i Was Not Lucky Enough. Don't Lose Hope.
"
