,Text
56,"
I want to get my transcript evaluated to meet admission requirements for University of the Cumberlands. Which evaluation service is the quickest of all? Please share recent experiences.
World Education Services (WES)
International Education Research Foundation (IERF)
Educational Perspectives (EP)
Educational Credential Evaluators (ECE)
SpanTran
Thanks
"
57,"
Hi everybody!!!
Today, I received my degree’s evaluation from World Education Services(WES). I am gonna share my experience with you. 
Most of the USA’s universities requires you to submit a copy of your foreign education evaluation through WES. 
They will ask you for this report during process of your admission application. 
Timeline:
Business Day 1: WES received the Documents. 
Business Day 3: All received documents are correct & no additional documents are required. Started working on report/evaluation. 
Business Day 6: Report is ready and dispatched to mention address/university. 
Required Documents:
I sent them 10th, 12th, and 16th grade verified result cards and degrees in sealed envelope. 
Cost: 
It cost me $228 basic. $32 + shipping for each university.  
I got equivalency of USA 4 years bachelor’s degree. My CGPA didn’t change at all.
Cs7Y6y48.com
Photos from Ameer Hamza's post
cU6ghWWB8SD4ayPaRpCgZbA86ltFq8DwrL265OJud1EHbxYYd4JpmdT3a
"
58,"
Alhumdolillah. My cousin's visa approved yesterday from Islamabad Embassy. 
DePaul University (BS Business Administration admission on basis of Olevels only) process was done by me.
Interview was smooth as per my cousin.
Why US?
Why DePaul?
Who's sponsoring? 
Countries visited?
Amount of scholarship?
Thank you.
YIfcjg.com
Muhammad
Alhumdolillah. My cousin's visa approved yesterday from Islamabad Embassy. 
DePaul University (BS Business Administration admission on basis of Olevels only) process was done by me.
Interview was smooth as per my cousin.
Why US?
Why DePaul?
Who's sponsoring? 
Countries visited?
Amount of scholarship?
Thank you.
"
59,"
Appointment on 6th May - Karachi Consulate - 8 AM
ME: Good Morning
VO: Good Morning. I'll take your fingerprints first. 
..went through the process..
VO: 
Are you applying for first time for US Visa?
Me: Yes, first time. 
VO: Which program are you going for?
Me: MBA at University of Maryland. 
..looking at my I-20..
VO: You got Assistantship?
Me: Yes
VO: How are you going to pay your expenses?
ME: I will be paying through Assistantship and rest will be sponsored by my father. 
VO: I'm APPROVING  your Visa. 
Me: Thank you (was relieved to hear that)
I was nervous but didn't let it out in the interview. VO was friendly, he didn't ask for any additional docs. However, I did have a lot of docs as a support in case VO asks for.
"
60,"
Hello everyone! 
I would really appreciate your advice on a few matters. 
Firstly, my husband has been accepted into Harvard Law School for his Master's degree, with an 85% scholarship and the rest is the loan offered from the harvard law school. I wanted to inquire whether I need to apply for an F2 visa right now, considering I already hold a visit visa valid for 5 years. I don't intend to stay with him throughout his 9-month Master's program. However, I want to ensure that it 
will be easy for me to convert my visa once he secures employment. Or will there be issues since I didn't convert it immediately?
Furthermore, I wanted to ask if we can book an appointment for an F2 visa before receiving the I-20 form. Additionally, what are the wait times for this process? I'll be in Islamabad, so we will be scheduling the appointment there. 
Please inform me of the estimated duration of this process. Thank you.
"
61,"
Vissa status : Rejected F1 vissa 
Counter # 6 VO seems Korean 
Date : 21 march 
VO: Why are you going Usa?
Me: 
to do my bachelors degree in computer science.
VO:why only USA? 
Me: well,it is most popular destination for international students.as you can’t compare the quality of education of US to any other country specially when it comes to it sector.it’s graduates are highly demanded all over the world.
VO:How did you got your admission in the university?
Me:I uploaded my academic documents in the university portal and got accepted from them,Got my I-20 . 
VO:Have you ever visited outside pakistan ?
Me:No
VO: how many universities did you apply ?
Me: 3
VO: and how many accepted you?
Me: 2 of them 
VO:why did you specifically choose Wright state university?
Me: I chose Wright state bcz of its computer science college and course curriculum,They provides the most advance courses and provides a lot of internship opportunities to there students.Moreover I got an scholarship of around $28k So I would be glad if I got a chance to avail the scholarship.
VO:who is going to sponsor you?
Me:my mother.
VO:what does she do?
Me:She is a business women,She owns a school.
VO: Sorry you are not eligible.
I don’t where I went wrong or may be my answers were not well. and what if I apply for 2nd attempt? Does students get the vissa in their 2nd 3rd attempt?
"
62,"
Posting my 221(g) Administrative Processing experience here because I have observed an uptick in the number of students being flagged for AP and I believe this would definitely be helpful for everyone.
Current status:
 Approved and Issued after AP
Visa Type:
 F1 student visa
Consulate:
 US Consulate Karachi 
University:
 Carnegie Mellon University 
Program:
 MS Robotics 
Admit Received:
 14th February 2023
I20 Received:
 5th April 2023
Sevis Fee Paid:
 10th April 2023
DS160 filled and submitted:
 11th April 2023
Interview Date:
 10th May 2023
Administrative Processing Timeline:
10th May 2023:
 Interview date; Handed 221(g) white slip (passport returned) asking me to upload documents (CV/resume, list of publications, references, Detailed study/research plan and its practical application, advisor/mentor's CV/resume, University admission letter/employment offer letter, sources of funding for research or degree)
11th May 2023:
 Submitted the documents collated as a single document on the web portal mentioned on the 221(g) slip.
10th July 2023:
 Status on CEAC changed to ""Administrative Processing""
11th July 2023:
 Received an email from the Consulate to resubmit my passport at the AEG office
12th July 2023:
 Submitted passport at the AEG office
13th July 2023:
 Status on CEAC changed to ""Approved"" 
14th July 2023:
 Status on CEAC changed to ""Issued""; received an email from AEG to pick up my passport
15th July 2023:
 Picked up the passport with the F1 visa sticker vignette stamped
Summary of conversation with the consulate officer (which was a good 15 minutes long):
Me: Hello officer, I hope you are doing well.
VO: Hello. Pass me your documents.
Me: Sure officer. (passed passport, I20, DS160 confirmation, SEVIS confirmation)
VO: Okay, so why are you going to the U.S.
Me: Officer, I am going to the U.S. to pursue my MS at Carnegie Mellon University.
VO: Carnegie Mellon University (impressed). And what degree?
Me: Robotics
VO: Okay (became serious after hearing robotics, and started typing on his computer).
VO: And what was your undergraduate degree in?
Me: Electronics Engineering
VO: What other schools did you apply to?
Me: Officer, apart from CMU I applied to the University of Pennsylvania, Georgia Institute of Technology, University of Illinois Urbana Champaign, New York University, Boston University, Arizona State University, University of Maryland College Park, Worcester Polytechnic Institute, University of California San Diego, and Northwestern University.
VO: (Paused typing and looked at me) And how many of these did you get admitted to?
Me: I got admitted to all of these except Northwestern University, for which I am waitlisted currently. 
VO: (impressed upon hearing my admits) Do you have your resume with you today?
Me: Yes officer, I do. (passed my resume to him)
VO: (glanced over my resume, and then continued typing something on his computer).
VO: When is your program starting?
Me: 14th August 2023
VO: And what are you exactly is taught in the program?
Me: (Explained the course structure and overall work I will be doing).
VO: Do you have a course plan with you? Or what courses you will exactly study?
Me: (Shared individual courses including core courses and elective courses I plan on studying during my time).
VO: (Didn't respond, typing something on his computer)
VO: Okay, and who is going to fund you? (looking at my I20)
Me: (told)
VO: Do you have your proof of funds with you?
Me: Yes officer, (passed the documents).
VO: (glanced over my financial documents, then placed it to his side, and continued typing. Then got up from his seat with my documents and went to the back and fetched a white paper which was the administrative processing document)
VO: Okay, so what do your father and sister do (sponsors)?
Me: My father is a neurologist over here in Karachi, and my sister is a general surgeon in the UK.
VO: So, why are you going to study after all these years? (I graduated back in 2018)
Me: Well officer, the field that I am currently in, i.e. Computer Vision and Robotics are evolving at such a fast pace that its nearly impossible to keep up with the state of the art. And given that I have been out of school for the past 4.5 years, I think its high time that I go back to school and brush up on a couple of fundamentals and update my skillset.
VO: Okay. (Picked up my resume and started going through it).
VO: So are you on a H1B visa currently? (my current employer is based out of Redmond, Washington)
Me: No officer, I work remotely as a foreign contractor under the title of Lead Research Engineer.
VO: Okay so you work on Machine Learning at Retrocausal? (mentioned on my resume)
Me: Yes officer, Computer Vision, and Machine Learning. We basically design vision systems for our customers like Ford, Honda, NASA, PACCAR, Apple, etc.
VO:  (started typing on his computer. After a while returned my CV and Return offer letter from Retrocausal, continued typing, and then returned my financial documents as well)
VO: Okay. And what is this NED on your resume?
Me: Officer that's the name of my undergraduate school.
VO: and is it over here in Karachi?
Me: Yes officer.
VO: What universities did you get admitted to? (he asked this question again, in my opinion, he wanted to cross-check whether I was BS'ing about my admits which obviously I wasn't)
Me: Officer, like I mentioned earlier, apart from Carnegie Mellon University, I got admits from University of Pennsylvania, Georgia Institute of Technology, University of Illinois Urbana Champaign, New York University, Boston University, Arizona State University, University of Maryland College Park, Worcester Polytechnic Institute and University of California San Diego. And currently, I am waitlisted by Northwestern University.
VO: (continued typing for the next 30 seconds)
VO: Okay so, further documents are required for your case so I cannot approve your visa just yet. I am returning your passport and a list of documents that I have marked. You will have to upload these on the portal, the link of which is mentioned on the form. If your visa is approved we will email you on how to submit your passport.
Me: (taking my passport and the 221(g) administrative document) Okay sure officer, thank you for your time.
My personal takeaway:
a) Be honest. As I stood in the line after my biometrics I overheard a couple of ongoing visa interviews. It was clear that they weren't being honest and aboveboard with the VO, and the outcome was that they got rejected.
b) Be confident. I know a lot of people have this latent tendency of being anxious when speaking English, that too in such a formal setting at the US consulate where the stakes are high, but this is something that could very easily be mitigated by having your story straight (The what, how, why, and where).
Best of luck to all the others in AP and all those prepping for their interviews. God Speed! 
"
63,"
Hello dear students!
If you're a Pakistani student dreaming of studying in the USA, I urge you to reconsider choosing 
New York City (NYC)
 as your destination. While NYC is glamorously portrayed in movies, it's important to see the full picture before making a decision.
Here are a few reasons why NYC may 
not be the best choice
 for Pakistani international students:
Financial burden: 
NYC is one of the most expensive cities in the world, both in terms of tuition and living expenses. International students pursuing MS in NYC can expect to pay between $15,000 and $45,000 per year in tuition alone. Living expenses can add another $1,000 to $3,000 per month.
Limited Graduate Assistantships (GAs) and On-Campus Opportunities: 
NYC is highly competitive, and many international students face challenges in securing graduate assistantships or on-campus job opportunities. With a large pool of students and limited positions, it can be challenging to find these opportunities to help cover your expenses and gain valuable experience.
It's essential to explore other states in the USA that offer has higher likelihood of on-campus job opportunities.
Part-time job struggles: 
Many Pakistani students in NYC work part-time to help cover their expenses. However, these jobs are illegal and often low-paying and have limited hours. Additionally, some employers may exploit or mistreat international students.
Housing woes: 
Finding affordable and decent housing in NYC can be a challenge, especially for women. Crowded apartments and subpar living conditions can become a health concern.
Mental health and well-being: 
The fast-paced and competitive environment in NYC can take a toll on students' mental health. 
There are many other states in the USA that can provide a quality education without the challenges that NYC presents. Consider states like 
New Mexico
, 
Oklahoma 
where tuition fees are lower, living expenses are more affordable, and there are more on-campus job opportunities.
I encourage you to make an informed decision about your study destination. Weigh the pros and cons carefully, and don't be afraid to ask for help from your family, friends, and advisors.
Additionally, I encourage students who are currently studying in 
NYC to share their experiences and thoughts
. Your insights can be incredibly helpful for upcoming students, providing them with a better understanding of what to expect and how to navigate the challenges and opportunities that NYC offers.
"
64,"
Hello folks... I hope you're doing well.
I have a question regarding the visa ratio of some universities.
I got accepted by 3 universities;
Texas Tech
NYU
Florida Institute of Technology
Kindly give your opinion on these universities as which among these is good in terms of visa ratio.
I look forward to seniors' and experts' kind suggestions...!
JazakAllah khair
"
65,"
Some application fee waivers:
University of Delaware: BlueHenGrad23
University of Alabama in Huntsville: APPLYGRAD, GRHOWTOAPPLY
Wayne State: WSU2023
Central Michigan University: FireUp2023
Brandeis University: CAREERECO23
University of Utah (MBA): UTAHMBA2023
Clarkson University: CUGradAdmissions 
NYU Tandon School of Engineering: TANDONBKLYN 
New York Institute of Technology: GRINFO. 
New Jersey Institute of Technology: GR23
George Columbia College Washington D.C.: SEASWebinar1122
Seton Hall University Application: XFW
The University of UTAH for PhD: UUPANDA
University of Pittsburg: H2P
Oakland: OH22Og24
University of Chicago: BSDVHOUSE
UPenn: FELS2023
UMBC - DPS23/BAMA50
University of Alabama Birmingham: SUAL
Vanderbilt: $0.00
UNC Greensboro: Attend an upcoming event
Case Western Reserve: CWRUMBA2023 (100$ fee waiver)
Colorado State University-Pueblo: AEG
Eastern Michigan University: GRAD
Northern Arizona University: NAUGRAD23
The University of Arkansas Little Rock: GRFREE4
Notre Dame: indicate in the application or email department
Cornell University - indicate on the application form
"
66,"
Hello everyone, 
Im in a bit tough situation. I got accepted into my top choice which is Columbia university NY. But i didnot get any financial aid. I reappealed but dont know what the outcome is gonna be
Now the situation is that i have around 25k USD saving and prodigy finance is willing to give me loan of 88k but the whole degree will cost me around 180k. I contacted Agha khan foundation for the scholarship but unfortunately i got my acceptance on 14 March and to apply for 
their program the last date was 15 March. 
Is there any external funding you know which i can apply to or any other solution for my issue.
P.S: its not like its the only school. I have acceptance from 4 other schools in Europe with funding but Columbia’s program is more alligned with my carrer choices. Plus its my dream school.
"
67,"
I am reposting this as no one commented on the previous post. Your response is much needed, please
.
Hello Guyz
Hope you all are doing well. I am recently graduated in Mphil Biotechnology from Quaid-i-Azam University Islamabad. Now i want to pursue my Phd on fully funded scholarship from USA. My profile is given below:
Mphil Biotechnology
CGPA: 3.80/4.00
BS Biotechnology
CGPA: 3.38/4.00
Publications:
1 Review Article
1 Book Chapter
1 Research Article (Under Review)
I have some questions in my mind, your response in this regard will be highly appreciated
1) Is USA a good option for Phd in Biotechnology and for future career in Biotechnology?
2) How to start my scholarship hunt? Should i start contact with supervisors from now for the coming september intake? What i have to specifically mention to the supervisor in the email? Should i make a proposal as well incase if the supervisor ask or i should leave it?
3) Need some good suggestions about universities for biotechnology having high acceptance rate? Or how to shortlist universities for admission? Any criteria?
4) I am planning to do IELTS before august so that i am ready for the coming september intake but i don't want to give GRE. Is it ok?
"
68,"
Allhamdullillah visa approved in 3rd attempt today..i am sharing all my three experiences so it would be a lengthy post..
1st interview (24Feb)
islamabad 8 am
I was very nervous..visa officer was not looking in a good mood he rejected a visa in front of me..
Me:Good morning Sir
V/O: 
pass me ur i20 and passport 
me:Here it is
V/O: Which university you are going for
me:California state university
V/O: how much universities you have applied 
me:2 sir
V/O: Why you are going to this university 
me: I was telling about my university and why i choosed that
V/O: Sorry i can't approve ur visa try next time 
me:ok
I was very disappointed..i couldn't understand what should i do but some how i gain power to apply again
2nd interview (03rd March) 8:am
islamabad 
lady V/O:Good morning 
me:Good Morning mam
how are u
V/O: am good please pass me ur i20 and passport 
me:sure mam
V/O: which university you are going for
me: California state university 
V/O:Who is sponsoring you
Me:My father 
V/O: What he do
me: told about my father's business 
V/O:Oh i can see you are already rejected once
sorry i can't over turn my colleague decision..you should change something in ur profile and u r most welcome to try again
Me:Ok thanks mam
Again dishard
But i didn't loose hope
When i came to know about usa embassy is open for students i decided to try again
3rd attempt (08October)08:am islamabad 
I was the 2nd to be interviewed..1st one rejected in front of me
V/O:Good Morning 
Me:Good Morning sir..how are u
V/O:am fine ..how you are doing 
me:am doing great
V/O: Pass me ur i20 anx passport
me:Sure Sir
V/O:Why u are going to usa
me: i am going for bachelors in business 
V/O:Oh i can see u r already rejected twice in this year .Now u have changed ur university..Why?
me: Told that this university is good in all aspects as compared to my previous one..-and last time v/o also told me fhat i should change something 
V/O:Ok..Do u remember what's was the yearly fee of ur previous university 
me:told
V/O:Who is funding u
me: My father 
V/O:Can i see prof of his earnings 
me:Sure passed my father's bank statement
V/O: took around 5 minutes and typed something 
V/O: where u live here in pakistan 
me: told
V/O :again took sometime
i was shivering and very much nervous but i didn't show these expressions 
V/O:Ok congratulations i am approving ur visa enjoy ur stay
me:Couldn't explain my feelings in words 
thank him in 4-5 times
he also started smiling 
It was my whole journey..after the hardships of 1 year finall i achieved what i wanted..it's all because of my parents prayer and my faith
finally i want to thanks some group fellows who supported me in thi journey
Rafay Rehman
 
Fahad Fadi
 
Engr Musab Ahmed
 
AbdulRehman Amjad
 Thanks alot to four of u ..
You guys motivated me alot
lN3mJR.com
Muhammad
Allhamdullillah visa approved in 3rd attempt today..i am sharing all my three experiences so it would be a lengthy post..
1st interview (24Feb)
islamabad 8 am
I was very nervous..visa officer was not looking in a good mood he rejected a visa in front of me..
Me:Good morning Sir
V/O: pass me ur i20 and passport 
me:Here it is
V/O: Which university you are going for
me:California state university
V/O: how much universities you have applied 
me:2 sir
V/O: Why you are going to this university 
me: I was telling about my university and why i choosed that
V/O: Sorry i can't approve ur visa try next time 
me:ok
I was very disappointed..i couldn't understand what should i do but some how i gain power to apply again
2nd interview (03rd March) 8:am
islamabad 
lady V/O:Good morning 
me:Good Morning mam
how are u
V/O: am good please pass me ur i20 and passport 
me:sure mam
V/O: which university you are going for
me: California state university 
V/O:Who is sponsoring you
Me:My father 
V/O: What he do
me: told about my father's business 
V/O:Oh i can see you are already rejected once
sorry i can't over turn my colleague decision..you should change something in ur profile and u r most welcome to try again
Me:Ok thanks mam
Again dishard
But i didn't loose hope
When i came to know about usa embassy is open for students i decided to try again
3rd attempt (08October)08:am islamabad 
I was the 2nd to be interviewed..1st one rejected in front of me
V/O:Good Morning 
Me:Good Morning sir..how are u
V/O:am fine ..how you are doing 
me:am doing great
V/O: Pass me ur i20 anx passport
me:Sure Sir
V/O:Why u are going to usa
me: i am going for bachelors in business 
V/O:Oh i can see u r already rejected twice in this year .Now u have changed ur university..Why?
me: Told that this university is good in all aspects as compared to my previous one..-and last time v/o also told me fhat i should change something 
V/O:Ok..Do u remember what's was the yearly fee of ur previous university 
me:told
V/O:Who is funding u
me: My father 
V/O:Can i see prof of his earnings 
me:Sure passed my father's bank statement
V/O: took around 5 minutes and typed something 
V/O: where u live here in pakistan 
me: told
V/O :again took sometime
i was shivering and very much nervous but i didn't show these expressions 
V/O:Ok congratulations i am approving ur visa enjoy ur stay
me:Couldn't explain my feelings in words 
thank him in 4-5 times
he also started smiling 
It was my whole journey..after the hardships of 1 year finall i achieved what i wanted..it's all because of my parents prayer and my faith
finally i want to thanks some group fellows who supported me in thi journey
Rafay Rehman Fahad Fadi Engr Musab Ahmed AbdulRehman Amjad Thanks alot to four of u ..
You guys motivated me alot
"
