,Text
27,"
11-20-2023
Visa Status: Refused
Q1: what university you are planning to go?
Texas A&M
Q2: 
Why this uni?
I applied to three universities and got approval first from this uni and courses are aligned to my interest.Where I will do major in chemical and minor in water treatment.
Q3: What do you do?
I am a govt school teacher.
Q4: who is going to sponsor you?
My brother
Q5: Sorry, Apply for the next time.
NEED YOUR SUGESSTION TO IMPROVE MY PROFILE.
My borther(Sponsor) and sister in law are on F1 OPT Visa.
I did undergard in Engineering and I was planning to go for a Masters in Engineering.
I am married and my wife was not travelling with me right now.
My mother travelled to US last year.
Thanks in Aadvance.
"
28,"
#visaapproval
Date: 27th December 
Status: Approved (2nd Attempt) 
Embassy: Karachi
Refused on first interview (9th December) 
Master of science in computer Science from University of the pacific. 
In my first attempt, they asked me only four questions and while being financially strong with all good answers, my visa was refused. I applied again a 4 days after my first attempt. 
ME: Good morning Officer,
VO: Good Morning, 
VO: Why you are going to the USA? 
ME: Officer I am going to pursue my master's in Computer Science.
VO: okay so why going to study there?
Me: USA has the highest Academic standard, also they have more hands on practice learning. Apart from this graduating from a USA university can lead me to the senior level job in pakistan.  
VO: Ahaan, So where are you currently working?
Me: I am working as a ******* Engineer at (Company name) 
VO: Sorry as a? 
ME: Told my position, and company name again. 
VO: ahan.. what do you do there?
Me: Told detailed of skills i worked.
VO: How did you applied for this university?
ME: Officer, I applied for total four universities, and I applied through websites. 
VO: Which universities you applied to?
ME: Told all four universities name.
VO: Where is ******** university?
ME: told the city name, after saying it I smiled and said officer at this time even I don’t remember the exact location but it's situated in this city. 
VO: Smiles and said Even i have also heard the university name first time 
So, where is university of the pacific i haven’t heard that as well. 
ME: Officer, it's in Stockton, California even though they have their three campuses and told the other cities name. And i am going to Stockton campus.
VO: Ohh, okay. 
VO: Your fees is quite expensive, who is going to pay it. 
ME: My father is sponsoring me, as he is a Consultant Doctor.
VO: Also, then it's expensive.
ME: Officer, we have assest which worth around ****** in the form of properties.
VO: Okay, so what you have in properties? 
ME: Officer, we have rental properties and (Told total number of Acres) Agriculture lands.
VO: Where are your agricultural land.
ME: told the city name.
VO: Asked again for accurate location.
ME: Told officer in the form of KM away from karachi. And said it’s our village.
VO: then smiles and asked then were you have been affected with the recents floods. 
ME: I said No mam, we are not affected so much then other these areas (stated other cities name)
VO: Okay. 
Then asked me about my brothers and what they do. Also Asked anyone relative in the USA.
After few minutes typing on computer officer gave me pink slip that your visa is approved. 
I believe if you have a good profile and strong financials, one should definitely go for a second attempt right after the refusal. I was not sure at first as I heard many people saying that it's very hard to get cleared in second attempt but never loose hope and stay calm. 
Alhamdullilah things went great and my visa got approved in second attempt!
"
29,"
Suggestion Needed !
My Visa was refused on 14 April under the section 214b at Karachi Embassy. Now I'm waiting for appointment but the issue is there are no slots available for refused category in Pakistan as I'm planning to go for August Intake.
I have applied my student F1 visa but unfortunately appointment is not available any time soon
Can 
anyone help me book a slot or is there any other possible way out?
64lvkAhg.com
Muhammad
Suggestion Needed !

My Visa was refused on 14 April under the section 214b at Karachi Embassy. Now I'm waiting for appointment but the issue is there are no slots available for refused category in Pakistan as I'm planning to go for August Intake.

I have applied my student F1 visa but unfortunately appointment is not available any time soon


Can anyone help me book a slot or is there any other possible way out?
"
30,"
Refused
Karachi Consulate
VO was a lady 
1st Attempt 
Me: 
Hello mam
VO: Hi, How are you
Me: Good n i hope you are fine
VO: Smile and say Yes 
VO: Pass me Your passport n documents.
Me: Here it is
VO: why Full sail University 
Me: Full sail University offering me the courses that i want to study in my masters and the best thing is that they are offering me my master degree for 1 year.
VO: How many courses you'll study in masters 
Me: 12 Courses and every month have different courses
VO: Do you know the Courses
Me: Yes and told the names
VO: How many universities have you applied for
Me: i have apply in 3 different uni Fullsail, Midwestern state university and Texas A&M
VO: But the two other universities are not offering this course so why applied for these two unis
Me: i had two choices 1 I'll go for masters in business analytics and 2nd is masters in Entertainment Business but my first priority is entertainment business bcz it will complete with in a year and I'll come to my country as soon as possible 
VO: Who is your sponsor ?
Me: my father is paying all my expenses.
VO: What does he do
Me: He is a businessman since 1999 he is selling and purchasing Electrical and mechanical equipment and he has a commercial properties as well as agricultural lands where he is getting handsome amount per month.
VO typing for 1 mint and said I'm sorry you r not meeting the criteria of F1 Visa all the best for next time.
Now I'm looking for next appointment with in a week what should i do guys plz suggest and i don't want to change uni and program
"
31,"
Visa category: F1 Previously refused
I am unable to get an appointment for F1 visa interview at Karachi consulate as there are no dates available. Please guide regarding the following: 
1) If I select interview date in Islamabad then will I be able to reschedule it to Karachi if slots open up at a later time? 
2) 
What are the chances of getting a slot in Karachi? My classes start on 24th August.
3) CGI portal issue: its giving me error message that you are approaching maximum number of times you may view this page but not showing me city/date options to select from. I have submitted my case on “provide feedback” anyone else experiencing the same? 
4) Can any expert guide me in detail on how to attempt my visa interview this time? 
Thanks
"
32,"
Admin approve please
F1 visa refused
Visa officer : the famous beard guy
June 21 morning 8am
VO : Good Morning
Me:Good Morning
VO: Which subject do you want to study in USA ?
Me: I am going to study Engineering Management in USA.
VO : ok, who is funding you ?
Me : My father is funding me and he is ......told
He didn't look towards me asking the only two questions while writing on computer from the beginning till the end and then hand me over my documents and said sorry we cannot .......
He didn't ask me like why this course, why this university, your future goals.
I was well prepared for the technical answers but he didn't ask.
Please someone tell me what could be the possible reason
"
33,"
Visa Status: Refused. 
Embassy: Islamabad. 
VO: Why this course? 
Me: 
because this course aligns my previous education. I did BA with journalism and then MSc Communication Studies. 
VO: (while looking at I 20) Do you have offer from other schools? 
Me: I applied to three different universities (told names) and got offer letter from this uni. The application for other two is under process. 
VO: Did you ever go abroad before? 
Me: No, it is the very first time, I have applied for visa and going abroad. 
VO: So, you are Assistant Editor at (newspaper name)
Me: Yes. 
VO: Is it a newspaper? 
Me: Yes. 
(He kept typing on his screen). 
VO: Who is your sponsor and what is his business? 
Me: My paternal uncle is my sponsor. He owns an flour mill as well as a rice mill.  His annual income is 20-25 million. 
VO: How many people are working in this business? 
Me: 60 people are working in this business. They all get a monthly salary of around 3 million. 
VO (after a few seconds): Unfortunately, you cannot be granted visa this time. US immigration rules are very strict. 
Me: Can you please reconsider my request as I am a genuine student. 
VO: No, the decision is final. 
Now, please tell me what was wrong. I was confident enough. All the interview experiences I listened on youtube , and learned from experts, they said to be confident. I was confident and looking into eyes of VO. I was also positive. My answers were also concise and to the point. 
Can you please guide me the reasons for refusal? 
I want to reapply. What should I change in my application now? My university is Arizona State University.
"
34,"
Visa Status: refused 221(g)
University: New york university 
Program: Environmental Health
Date: 23rd May 2022
Visa 
Type: F1
VO: Good Morning
Me: Good Morning
VO: Pass me your documents
Me: passed 
VO: Put your left hand 4 finger on the scanner
Me: Put fingers of right instead of left.
VO: why this university ?
Me: New york university environmental health program is among the very best. Besides that I got funding from NYU(interrupted)
VO: who is going to pay for your rest of expenses?
Me: my father is going to be my sponsor
VO: what does he do?
Me: ….. stated
VO: He keep typing something on the laptop and after few seconds he handed over white paper, i am putting your visa state on administrative process. You will get an email.
"
35,"
5 sep 2023
Islamabad Embassy 
Status= Refused
Good Morning officer How are you?
Good Morning Am fine
Why 
are you going To usa?
I am going to usa to persue my master's in businesss administration and management at LIU brooklyn campus
How Many universities did You applied?
Told
Have You any relatives in USA?
Yes I have my uncle is living in USA virginia state.
Who is going to pay your education fees and living expenses?
My Father Elder brother has offered me to sponser my education and living expeneses.
What does he do?
... He is the owner of payless hvac company inc in Woodbridge virginia.
Then he looks in to the computer and start typing, and he asked show me you offer letter, and then he said I can't issue your visa you can apply again...
The thing I noticed today now. It's the rule of USA, if your relatives are living in the united states, and they are sponsering your education. Its a big red flag
.
So never go with your uncle bank statements its a red flag. It's just a wastage of money..
"
36,"
Interview Date: 18 January 2024 Islamabad 
Visa: Refused 
Total time: Roughly within 2 minutes
Black Lady 
VO: 
Why go to U.S ?
Me: Go for master Programme at xyz university. 
VO: Why choose this university ?
Me: I chose XYZ university for its industry-relevant courses. The faculty's expertise and commitment to fostering creativity align perfectly with my  career goals. Prof. Xyz (research explain), as seen in her book and research papers resonates with my aspirations. Her mentorship will 
enhance my academic experience..... She interrupted!! 
VO: How many schools have you applied ?
Me: Four Got acceptance from all..... Then I again started explain my Research and intent aligns with prof. Xyz and prof. Xyz and I'm in contact with them.... Then
She went to blue slip and suddenly she tore white slip and said sorry and said apply again. 
There were 3 counters open and they are refusing visa's. 
I saw only 2 persons who got blue slip (1 was uncle above 65 have Red Passport can't figure out the nationality of passport, 2nd was Spouse visa candidate he is above 40 pakistani) 
I saw 15 students who gave interview before me and got refused. One of them was came back from U.S and wanted to go for studies he spent almost 10 minutes at black lady and in the end got white slip.
"
37,"
Sharing my interview experience and want some suggestions from seniors 
Status : refused 
Date : 2nd April 2023 
Location: Islamabad embassy 
The interviewer was a young chubby lady
Me: 
Hello, how are you? 
VO: Hi, I’m good . Your passport and I-20 please.
VO: Have you been to USA before? 
Me: No.
VO: Ok, what was your previous program and In which program you have applied? 
Me: I have done my bachelors in Applied psychology and now I have applied in nutrition in psychology which offers to study and do different researches on principle of nutrition, food sciences and quantity of food services. 
VO: When you completed your bachelors and what were you doing since then ? 
Me: I have completed my thesis in 2022 and after that I started to apply for my masters degree.
VO: In how many universities you applied? 
Me: I applied to 3 universities. George mason university, Illinois state university and Adelphi university but I got my offer letters from George mason and Illinois state university.
VO: Why Illinois state university and not George mason? 
Me: because I got my offer letter first from Illinois state university. 
VO: Who is sponsoring you? 
Me: My mother is sponsoring me.
VO: what she does ? 
Me : She is a business women.she runs a  salon and she’s generating revenue of 7 to 8 lakes per month. 
VO: she smiled when I told her about salon and after a while she handed me yellow slip. 
I wasn’t much confident in some of my answers.
I want to ask should I add detail in my answers when I apply again and should I apply in June as my classes are starting in august. Plus if I will defer my intake to January it will be safe ?
"
38,"
Visa interview experience
Status : refused
Embassy : isb
Date : 19 july 
Vo: 
good morning .pass me your docs
Me: good morning ma'am . I passed docs
Vo: why are you going to US?
Me: i'm going to persue my bachelor in exercise science from central michigan university.
She asked me again that 
Vo: what is your major 
Me: told again
Vo: why do you want to study in US ?
Me: there are couple of reason ma'am. Firstly the quality of education in US is far more better than any other country in world because they mainly focus on practical knowledge and research area. Secondly, US invest in people which create independant and creative professional so i want to be one of them. Also, my course include a module ""kinesiology "" which is discoverd in US and is not teach by any other country.
Vo: so, who will pay for your education?
Me: i got a 50% scholarship and the remaining will be paid by my father.......
Vo: what does he do?
Me: my father owns 100 acre of agricultural land where we do fruits farming ( peaches , plum) . Also my father owns a XYZ hotel .
Vo: sorry, i cant approve your visa and handed me a yellow slip.
Tell me where i made a mistake . I explained everything so confidently to VO but i don't know why i was rejected
"
39,"
Salam!
My visa refused on 29 Oct -2023 
And I have applied again now my interview will be on 29 Dec-2023
I got rejected due to 214 b (i.e. I won't be able to show them ties to return back).
Now 
my case is little bit a different because my sponsor is my family friend and he is a citizen of the US.
  I just want to know is there any problem because of the sponsor.
One more thing I don't have options to change the sponsor.
"
40,"
Date: 5th july, 2022
Visa Refused (214b)
Applied for Masters in Electrical and Electronics Engineering.
Previous Education:Bachelors in Electronics
Ielts: 6 Bands
Cgpa: 3.48/4
Q1:why you choose Lamar university?
Me: I have done a lot of research on course content of different universities but Lamar University is offering courses such as this, this and this. Also i got a handsome Out of state waiver from Lamar University. That is why i choose Lamar University.
Q2:What are you doing these day?
Me: Currently i am working as a data engineer in multinational firm.
Q3: You will leave your job?
Me:At this time i would leave my join, but after completing my degree i will rejoin my company again as a Senior Data Engineer.
"
41,"
F1 visa interview
23/06/2023
Karachi
Status refused
 Me: Good morning
Vo: 
Good Morning
VO: pass me you passport and i20
Me: Sure
VO: What are you going to study
Me: i am going to study MS in Technology management.
VO: what is this about
ME: Told its a multidisciplinary field and involve management, technology and supply chain related aspects
VO: In which aspect you specifically interested in?
ME: Supply chain management in health care
VO: how is this related to your field?
ME: Being a biomedical i have to make sure a timely supply of medical consumables and devices service and spare parts to health care organizations
VO: what are you doing currently?
ME: working as a biomedical engineer in private company where i manage supply of consumables and spare parts and maintenance related tasks ...
VO: Ok
VO: can you pass me your transcript ?
Me : yeah sure
VO: have you applied to any other university ?
ME: edelphie and auborn university
Vo: why you choose this one?
Me: Because it is an AACSB accredited and i was about to continue but she stopped ..
VO: what does AACSB means.
Me: Told ( but due to pressure i told the wrong full form)
Vo: who is going to sponsor your studies ?
Me: my parents but specifically my mother 
Vo: what did she do?
Me: she is a house wife but my father is in Saudia and he sends money on monthly basis for expenses and she has some apartment on her name as well from where we get rental income as well .
Vo: where are those apartments.
Me: in karachi
Vo : Took a pause for 1 minute and handed me yellow slip and said i don't believe that you qualify for non immigrant visa this time.
Me: Thanks .
Experts please guide me what was wrong in my interview i believe it all went good except that AACSB meaning.
"
42,"
2nd Attempt!
Date: June 2nd, 2023
Location: Islamabad 
Status Refused!
*I was refused in January 2023 for the first time.
*I 
had a Gap of 1 year.
*Plus my second interview was quite long
VO: Why Do you wanna go to USA?
Me: I want to go to pursue my Bachelors in Accountancy from DePaul University.
VO: Have you been rejected before?
Me: Yes, I have.
VO: Why were you rejected?
Me: I don’t know the reason but during my last interview I was quite Nervous and was unable to answer properly, this may have been the reason.
VO: How Many Universities have you applied?
Me: I’ve applied in 6 other universities and I got acceptance from 5.
VO: What are their names?
Me: Xavier University, Wright state university, concord university, Truman State university, Florida Southern College and Florida International University.
VO: Why did you chose USA?
Me: US have a good reputation in business programs, including Accountancy, US Universities are often accredited by reputable accrediting bodies, including DePaul too. This Recognition can be beneficial for me and will enhance my credibility as well.
VO: Why this University?
Me: DePaul provides a strong foundation in core accounting subjects with Business Subjects, Ethics and General Education Where as most of the other universities only focuses on Core accounting subjects.
Plus, DePaul University gave me a great scholarship of $24,500 per year and awarded me 12 credit hours based on my A level grades. And getting a degree from Accredited International University will add more worth to my profile when I’ll return back to Pakistan.
VO: What were your Grades in A levels?
Me: I’ve got an A in accounting and overall it was 1A, 1B and 1D.
VO: Who Payed for you A levels?
Me: My Father payed my A Level Expenses.
VO: What will you do after completing your degree?
Me: After Completing my Bachelors I will return to Pakistan to pursue Certified Public Accountancy (CPA) from the Institute of Cost and Management Accountants of Pakistan which is one of the leading Professional accounting bodies in Pakistan. After that, I will apply in KPMG or EY as an auditor because they Highly value a CPA for their audits and advisory services.
VO: Who is sponsoring you?
Me: I have a Scholarship of $24,500 per year and the remaining expenses will be sponsored by my Father.
VO: What does he do?
Me: He is a Supervisor of Diagnostic Lab in Islamabad and he also inherits around 33 acres of agricultural land which generates a very decent rental income. His total monthly income is around XYZ amount.
*VO was smiling and was giving a good reaction.
VO: Why don’t you study in Pakistan?
Me: There are very few accredited institutes in Pakistan for BS Accountancy, Plus Pakistani Universities also only focuses on Core accountings only where as DePaul is an accredited Institute and provides Different components of Accounting with Business, ethics and practical education.
After Typing for a few minutes, She handed over me my documents and Yellow slip and sorry I can not approve your visa.
I asked her: May I know the reason please?
VO: It is written on the slip. 
Me: Should I reapply?
VO: You can try!
Me: Okay, Thank you!
Plus I became very sad after this but now I need your help that should I reapply?
"
43,"
Status: Refused
2nd Attempt
F1 Visa
Program: Ms Finance
Islamabad
VO: 
Hay Good Morning
Me: Good Morning
VO: Pass me your passport and I-20
Me: Sure Sir
VO: Put your right hand 4 finger on the scanner
Me: Ok
Vo: Why you were rejected last time?
Me: There may be many reason But in my opinion I was really nervous and confused So I could not explain
 my case & myself to VO And maybe that leads me to my refusal.
VO: Why you are going to US?
Me: I’m going to pursue masters in Finance from Illinois Institute of Technology.
VO: Why this you choose this University 
Me: While searching for different universities I found this university much more appealing because of flexible 
course structure they are offering me a blend of mandatory & elective courses, they also offering me extra 
certification courses of Business Mathematics & Calculus which will add value to my practical skill set.
Besides this the faculty is highly competitive as I have talked to some of the professors about they are much 
more focused practical orientation.Moreover they awarded me merit scholarship of $7,000.
VO: Why this course?
Me: As I have a bachelor degree in finance. So the course structure they are offering me has a unique 
combination of finance and technology which I consists of subjects like Investment MGT, Entrepreneurial 
Finance and Financial markets which are my area of interest. These courses will add value to my entrepreneurship
 and investment skills which help me expand my business.
Vo: Why USA? Why Not Pakistan
Me: • The course curriculum which I was looking was not available in my country which is Entrepreneurial Finance 
and Investment Management. US degrees have high values around the world. They are more focused on practical rather 
than theoretical. With Practical implementation & Multicultural Environment it will help me get more exposure. Getting
 a degree from one of the world class institution will increase my potential and skills lastly there is a big difference
 between course curriculum and faculty structure.
"
44,"
f1 visa refused
25 to 30 age smart lady vo
Islamabad embassy
hello how are you
vo, I am good 
which university ?
saint cloud state university Minnesota
vo, why this university?
this university offered me a good scholarship and is affordable for my father this university has outstanding teaching faculty who tech's student in ots friendly environment
vo, who is sponsoring you
my father is sponsoring me 
  vo,  what yo do after completing graduating?
right after completing my study I will return to Pakistan and will open my own software house and work with corporate sector
vo,
you are not eligible for this time
Please senior guide me
"
45,"
Course: BS Dental Hygiene
University: Utah tech university
Status: Refused 
Appointment date:15 Nov 2023 Islamabad 
VO 
just said next please and I went to the window and passed the documents no greetings or anything else.
VO:Why Utah tech university?
First of all this university gave me direct entry and allowed me to study this program without taking any perquisites or foundation so they saved my 6 months or maybe Upton  a year.
Although the university has its own dental hygiene clinic where I will be able to complete my 1 year residency. After these 2 reasons I took a pause 
VO:Are you going for a residency?
No first there is a 3 year study then we have to do a 1 year  Mandotry residency we may say a house job
. 
VO:Have you applied in any other university in US?
I have applied to two other university university of Minnesota and university of South Dakota but they refused as they don't offer this program to international students and university of Minnesota was just  offering 2 year program
VO:So why this university?
I have already told the main reason that they gave me direct entry and allowed me to study without taking any pre-requisite or foundation and secondly every academic year only 24 students get selected into this program it was quite tough for me to get admitt there and this also shows they are focused on quality of education.
VO:Who is going to sponsor you?
I have 32 thousand usd funds about 9 million PKR in my personal account which I have got from my parents, mother is a vice principal in gov high school and  father own a  business there combined income is about 13 million annually 
VO:How many employees do your father have ?
He has 3 employes
Although my brother is pledge to support me he is a dentist
.
VO: has he Studied from Pakistan?
Yes he has completed his dentistry from Pakistan and from past 1 year I am working in his clinic.
VO : right now US immigration laws are very strict so I can't issue you visa and she said the reason behind your refusal is mentioned on this slip (214b)
"
46,"
Visa refused
2nd attempt - Karachi embassy
26th July
VO: So why do you want to go to USA?
Me: 
To Persue data sciences from XYZ university
VO: persue?
Me: I mean I want to study data sciences.
VO: why specifically US?
Me: because i see degrees from US highly compatible and respected in Pakistani corporate sector, alot of CEOs and department leads here have graduated from USA. Same is the case at my current organisation, and i want to follow the same career path. 
VO: did you change anything in your application this time?
Me: Yes, i have this job conditional confirmation letter from my current organisation, (I pushed it forward) do you wanna see it?
VO: (He didn't take it) Can you please tell me about it with some details?
Me: Sure, its a conditional letter where I have to complete my masters specific to only data sciences/analysis. And they will onboard me back at a senior position. 
VO: Oh great (when he said this I had my hopes up)
VO kept typing for 2-3 mins, i was expecting him to ask more questions based on my sponser and finances.
VO: unfortunately we cannot grant you visa, please do read it out(passed me the same slip)
Me: is there anything specific i can change if I'm applying again?
VO: all i can tell you is mentioned in this (pointed at the slip)
Me: I read it out very carefully the first time too. But sure, thankyou.
VO: you're welcome (gave me the pity smile lol)
I can't understand what to change, I have academic travel history, i showed strong ties with a standing job offer in Pakistan on my second attempt. Is there anything i can change, I will obviously change my university with a much better ranked one for the next term. But will this change be enough?
Should i go for the 3rd attempt this term? My classes starts on 29th August
"
47,"
9th June 
Refused 2nd Time 
40-45 aged female
#karachi
 consulate 
Going for the criminal justice Program at Western Michigan university.
Please someone here guide me proper i will be thankful, these were questions asked by me today.
1: How did you find this university
i was looking for the criminal justice universities on the usnews portal got to know about this university. This university was coming around 250 rank overall
2: Who is sponsoring you? 
My uncle is going to sponsor me
Does he lives in pakistan?
no he doesn't live in Pakistan. He is living in .... From last 20 years.
3: You were refused on?
I was refused on 6 Dec, under 214b
4: Did you change something in your profile or is it still the same course?
It's the same course and just the intake is changed.
5: do you have anyone in usa? Or any friend?
No i don't have anyone 
6:  have you visted any country?
This is going to be my first time
Vo: Sorry you doesn't qualify for the f-1 Visa
Asked by me at the end, she said i am sorry it's written on the slip (214b slip)
1 :Can i know the reason please?
2: should i change the something in my profile?
"
48,"
Visa refused
Embassy Karachi
Me,Good morning mam
Vo , Good morning,pass me your i20 and passport.
Me, 
There you go
Vo, what you gonna study
Me, i will study bachelor of science in nursing from central Michigan university
Vo, why it has written your course Liberal arts and sciences
Me, yeah when i have applied in bsn but when i got my i20 so i was confused but when i did research so i found that every student from cmu getting same course because as u can see in the remarks they have clearly written that when i reached to cmu i will meet with my admission councelor and i will choose what course i will take
Vo oh yeah yeah ok ok, why u choose usa and bsn
Me, usa is renowned for its high quality of education system and dynamic academic environment bsn it has been a deeply personal and thoughtful decission for me and explained in details 
Vo, whose gonna sponsor you
Me told in details
Vo, sorry i can't approve your visa.
"
49,"
Visa Status: Refused
Uni: Illinois Institute of Technology
Program: MS Finance
Date: 19th May 2022
Visa Type: F1
VO: 
Hay Good Morning
Me: Good Morning
VO: Pass me your passport and I-20
Me: Sure Sir
VO: Put your right hand 4 finger on the scanner
Me: Ok
VO: Why you are going to US?
Me: Us is the most developed country with best education system with practical implementation so why not consider US for my higher studies
VO: Why this institute?
Me: there are 2 reasons I chose this university one my father also studied from this institute (VO interrupted but that’s not the reason to be) me: Secondly they offer me a scholarship of $7000 for each semester.
VO: So how will you pay the remaining fees?
Me: we have a family business from there
VO: What’s you father monthly income
Me: It around $20,000 per month (VO interrupted what 20,000 in USD?) it’s actually sir around $60,000 annual income. After this he looked to my I-20 form.
VO: When did you graduated?
Me: I graduated in 2019
VO: What were you doing in the last 2 years?
Me: I was working with my father in our family business
VO: What type of business you have?
Me: Told
VO: What?
Me: My father is attorney at law over here and he has his corporate clients.
VO: How many children your father have?
Me: 3 sisters and 2 brothers. 2 sisters are married.
Unfortunately I will not approve your visa
I think my visa got refused due to my mistake of telling that my father monthly income is $20K I got confused between PKR & USD.
Any suggestions from seniors and the ones who got there visa after 1st refusal. Because i'm going for my 2nd attempt..
Hamza Baba
"
50,"
URGENTT!!
Yesterday on 31 oct 2023, my f1 visa was refused and they handed me white slip under section 214b, today 1 nov 2023 i received a call from local number who was saying thay are reviewing my application and that he was from Us Embassy Islamabad, and asked for details that almost the same which i filled in ds160, and to send on this email islamabadDhs@state.gov is it legit, should i send the details, my satatus on official website still shows rejected, also if this is 
legit and has happened to anyone before, what is the outcome of this usually, PlZ reply fast
Rana Ibrar
"
51,"
Urgent!!
Hello everyone, my visa got refused on 22nd july and i have been trying to get an appointment in refused category ever since but no slots available, my classes are going to start in october. So can i book a regular appointment as in regular dates are available for september and then email embassy to just give me that date with my i20 for classes starting in october attached. I've heard that this has worked for people with genuine cases. Any input on this would be much 
appreciated, thank you.
"
52,"
Embassy: Islamabad  
Status: Refused 
Boston University
Major: Masters in project management 
VO 
handed me white slip 214(b) 
Failure to qualify for reasons other than failure to share ties 
Vo : Why this university? 
Me: While I was searching for universities, I shortlisted few universities and discussed it with my mentor, who is my teacher. He recommended me this university who is the graduate of the same university. Secondly, this university offers project management with the combination of business analytics and I am having 5 years of experience as a business analyst.
Vo: who’s gonna sponsor u? 
Me: My self, as I have sufficient funds in my account. I have done job here for around 5 years and having savings but my father will be there to support me in case I need any financial support. He is a doctor and runs his private clinic.
 (I had a statement of 3cr + and the expenses are $85k)
Vo: where did you get your bachelor s degree from? 
Me: mentioned my university (located in Islamabad).
vo: Do you have any travel history?
Me: Not yet.
After typing almost 20 seconds he handed me white slip.
Need seniors' suggestions please . I’m going to reapply should I go with the same profile or not. If any changing required so what it should be .
"
53,"
Refused 2nd time
Experience
Me:Good Morning
Vo: Morning 
Vo:Pass me your documents and scanned fingerprints
Vo: 
So why You choose USA for your higher studies?
Me:As no doubt USA is one of the best destination in the world which provides quality education both in theoretical and practical terms.Secondly the degree from US will increase a better carrier opportunities for me in my future prospective and then Vo interrupted me ok ok
Vo:Do u have any travel history
Me: No sir, this is my first time to go abroad
Vo: Did U have changed anything in your profile  or any circumstances?
Me:sir first of all I want to share some of my previous experience.
Vo: yes ,plz
Me: Last time I was very well prepared for the interview with all documentation but officer just asked 2,3 questions hardly and I was just shocked that how can I satisfy to officer in just 30 seconds !! And even when I asked to Vo is there anything wrong in my profile he said No ,ur profile is quite ok so u can come again with more preparations 
So today I come here again with same profile but with more passion and confidence to secure my visa and to complete my Masters degree from US
Vo : Sorry ,I will go with same decision as the previous one and I can't retake the decision of my colleague.
Me: Sir ,Is their anything wrong in my profile or what is the actual reason of refusal so that I can workout on it
Vo: Nothing wrong ,our visa policy is strict so u can come again by changing some circumstances 
Me:Ok 
(Thanks for hurting me once again)in my heart 
Today I met 20_25 students all of them got rejected .Only 3 girls and 1 PhD student got their visa Approved.
The overall situation was really really worst.
My Profile
Bs : Electrical Engineering (2020)
Father : Orthopedic surgeon income more than 650k 
Statement: 60000$ 
Univ: Westcliff Irvine 
Program: Engineering Management
Seniors please suggest what should I do now?
Should I need to apply again or I need to choose UK or any other country just not to waste my time and money.I would appreciate your response.Thanks
"
54,"
Hello, 
My Visa was refused on March 28, 2023. I want to apply again but there is no slot available for the refused category in Islamabad. 
There is no slot in Karachi before 2 months. 
Can anyone please tell me if I can select the 
Regular
 Appointment category for visa appointment? 
"
55,"
Visa Status Refused 
Date: 27-Dec-2022 
Time: 9:15 AM
Counter 6 Korean looking American
Khi Consulate 
Me: 
Hello, Good Morning 
VO: Good Morning
VO: Pass me your i-20 and passport 
Me: Passed 
VO: What course are you going to study?
Me: I am going to study Computer Software Technology
VO: Why this course?
Me: told my interest in relative field
VO: Who is going to pay for your expenses?
Me: My father will be sponsoring me 
VO: What does he do?
Me: Told he is a mechanical engineer working in xyz company for xyz time at xyz position.
started typing on the computer….
VO: Do you have family in USA?
Me: Yes my elder brother lives there.
starts typing again and makes a surprised face and hands me a white slip saying sorry you are not eligible under 214 b
Need your help and please tell should I apply again?
Thanks.
"
56,"
US embassy islamabad f1 visa.
1st attempt.    
Status:   refused.
Date:  29 june 2022.
University:  SOUTH DAKOTA STATE  UNIVERSITY, BROOKING.
VO was a lady.
Vo: helo. How are you?.
Me: m fine. And how are you.( she didnt answer). I was a little nervous at that point.
VO: which university are you going for?.
Me: Told.
VO:  who is your sponsor?
Me :  My father.
Vo: what does he do?.
Me: we have a chain of resturants and a construction company.
Vo:  what doea your father income?.
Me: around 24 million in a year  ( i dont know exactly,, but i think there was a lack.. bcz i told her a figure of 24 ). 
Vo:Ooooooo how is he making so much money?.
Me: i tole him about the business again. ( at that time i was a bit nervous )
Vo: you are currently studying in university of lahore. Then why u want to go for USA?.
 ME: yes m studing in university of lahore. But i realise this university needs much advancements which they dont have, evem not in PAKISTAN.
SO i want to study in USA.
VO: ANY ONE in USA?.
ME:No. Not ri8 now.( vo: what do you mean by not ri8 now). 
I correct myself and said sorry .
                          -------------------------
please guide me what i have to do.
i book my next appointment also.
Please guide me as i dont have much time.
******** through out the interview i was nervous.
******** 
and one most important thing i want to go for bachleors in business.
     But i m currently studing at architecture. In university of lahore.
 and i applied on my interbase which i done in 2018.
 to cover the Gap i attach my transcript with the documents.
"
