,Text
22,"
VISA APPROVED! 
Location: US Consulate General Islamabad 
Date: May, 18
Program: Bechlor of Nursing 
University: Central Michigan university 
First attempt.
A Young American lady in her 30s I guess
Today's approval rate was very low as I witnessed because there were 6 students/tourists I was at the end all of them were rejected (screwed up seeing rejections my nervous system collapse but I was confident I gave reply in very precise way not too long neither short. 
Good morning mam.
VO: Good Morning 
VO: pass me your documents
I passed.
VO: Which university are you going and why?
I am going to Central Michigan University To pursue my Bechlor in Nursing. I have talked with many students studying in CMU through LinkedIn their reviews about university were amazing secondly I got 50% of scholarship.
Any family member living there?
No 
Who is sponsoring you? 
My mother will sponsor me.  She owns 22 acres of land where we grow 3 crops yearly and we made xyz. 
VO:. What's you future plans?
Me: I will definitely get master degree from USA as well then I'll come back to Pakistan here my uncle owns hospital so i want to settle here.
She asked the hospital name and city I told her (constantly typing and seeing the computer screen)
VO: how many siblings do you have?
Told
She asked for my bank statement I gave her she read carefully then asked how much is this money in dollars I told its 52k dollars.
Types for 2-3 minutes.
You can have your documents back. Passes me my bank statement. You’ll have your passport back in a week. I am approving your visa.
Thank you mam, have a great day.
She smiled
Interview lasted for 6-7 minutes.
TIP: Be confident this is the only thing which matters.
"
23,"
1 sep
karachi consulate 
male vo
status:approved ALHAMDULILLAH
passport :received 6 sep 2023
THIRD ATTEMPT 
male vo
counter#5
vo:assalam o alaikum 
me:walaikum assalam 
vo:passport dijiye apna
me:hands the over the documents to him
vo: purpose of traveling to USA?
me: well officer I am going to usa for my professional pilot training from pelican flight training llc which is in miami Florida (I noticed he was still listening to me so I continued speaking)the reason I selected us because American pilot license is a very demanding pilot license in the aviation industry and as I plan to start my Career here in pakistan as an airline pilot after completing my training from usa so getting my pilot license from will really help me to increase job job opportunities for me here in pakistan as a pilot because all the airlines of pakistan accepts the American pilot license and prefer the American trained pilots that's why I'm emphasizing on going to us for my flight training program. although I also searched about flight training programs in uk and gulf countries as well but in uk programs are 4 years long and cost is 2 times than usa where as in gulf programs r 5 years long and r 3 times expensive than usa and I am in also in contact with few pilots In pakistan did their from us they also recommend me to go to usa for flight training as it will increase job opportunities for me here in pakistan.
vo:what is an aileron?
me:well sir aileron is an primary flight control system of the aircraft attached to the wings of the aircrafts and r connected to the yokes or side sticks of the aircraft and r used to turn the aircraft in the air the ailerons r also connected to the turn indicator of the plane which is an important instrument in the cockpit helps the pilots to see the turn angle of the aircraft.
vo:(hands over the blue slip) enjoy ur stay in usa
me:thank u sir when can I have my passport?
vo: 5 din baad
 I left then counter and thanked ALLAH for the accepting my prayers 
I also had a session with argo visa to prepare for my next attempt the session really helped me they gave me advice not to stop speaking till vo is listening and the advices they gave me to fulfill ds160 specially the section in which we have to mention the reason of our refusal o followed their advices.
and ALSO make dua from ALLAH to give u what u want. make dua between Alan and iqamah as PROPHET MUHAMMAD(P.B.U.H) said supplications made between Azan and iqamah r never rejected (tirmidhi 3594)
make dua in tahajjud as well because if u really want some thing something pray tahajjud for it 
and whenever u make dua forst recite dua of HAZRAT YUNUS A.S THAT he recited in belly of whale then make dua ALLAH WILL accept ur dua its also an hadith of PROPHET MUHAMMAD(P.B.U.H) WHOEVER recites the dua of YUNUS A.S and makes dua ALLAH WILL ACCEPT HIS DUA 
best of luck to all who r appearing in interviews may ALLAH accept ur prayers 
"
24,"
F1 status: Approved Alhamdulilah MashaAllah 
Date: 24th June 2023
Interview time: 9:15am
Actual interview: 11:45am 
Karachi Consulate 
Although there were few minor mishaps that happened too that day but i tried to remain calm and relaxed throughout and managed to convince the VO to approve my visa Alhamdulilah. At first i wasn’t given any token number and when i realized that i have no token number, i went back and got token number of much later time 
 Next, i was instructed to bring another passport size photo from the nearest studio as early as possible as my current picture wasn’t acceptable since i was wearing a hijab and some sides were not visible (according to them). Anyways, i went to the nearest studio (Dosani’s) and came back after an hour. And waited half an hour more to have my interview. 
I greeted him, he ignored and had a straight bezaar face. VO was a male. He asked me to pass my documents. I did. 
VO: So why are you going to US
Me: To pursue dual Masters in public informatics and urban planning from Rutgers University, New Jersey.
VO: Hold on, whats public informatics? Is it related to public health? 
Me: No its not related to public health, its related to data analytics. I tried explaining him the relevancy of this field with my field and how it aligns with my bachelors degree. He was listening me carefully and even typed it on his computer and i think read it online too on Rutgers website. I even mentioned few data related courses like GIS, Envi, python and he was like now whats GIS? So I explained him in detail about that too. 
VO: Okay so i see you have also gotten a 60% scholarship. How are you managing remaining funds? 
Me: My family is going to sponsor my education; that includes my father and two brothers. 
VO raised his eyebrows and looked at me.
I gave him my father’s background and of my brothers background. He asked me to pass their financial documents. He carefully saw each of those documents and verified the amount that i was stating while telling him about my father and brothers earnings and savings. I also told him about couple of investment lands that we own and their worth in dollars. 
Vo: Whats the status of your brothers in US?
Me: One of them is on H1B and another one has just started his professional hybrid masters program. 
Vo: Okay and what are your future plans? 
Me: Told
By that time he already took out a paper which i didn’t see which color that was. But he seemed satisfied and was smiling. 
Me: Last but not the least, one interesting fact is that when i first visited USA back in 2020, I got the chance to explore the campus of Rutgers New Brunswick, so this was also one of the reasons of selecting Rutgers apart from scholarship and its outstanding reputation. I am familiar with the place and have explored the campus for days. 
Vo: Thats wonderful. Congratulations i am approving your Visa. Im keeping your passport. Thankyou. Bye bye 
Me: Thankyou so much. Have a nice day. 
My advice: Be confident and well prepared. And dont be hideous at all. They already know everything about you and I could’ve said something else on the question of my brothers status but i chose to be honest and straightforward. 
Best of luck to everyone. Prayers for all. 
Allahumma Barik
"
25,"
F2 visa Experience
Approved first attempt
I was with my wife and two kids. They alllowed me to go with my wife in embassy because of my kids.
Questions they asked to my wife.
1) When did your husband went to USA?
2) What he do in USA?
3) why didn’t you went with him last year?
4) Did you knew your husband before marriage?
5) Show me your marriage certificate?
6) Why you wanna go to USA?
"
26,"
US visa interview 14-12-2023 Karachi 
B2- Approved 
Me and my parents 
VO- male white young 
Vo- Hi 
Me- 
hi
Vo- Why do you want to go to US
Me- my brother lives there, we are going to attend his PhD graduation ceremony, 
VO- what do you you 
Me- I am doctor Karachi 
Vo- medical doctor 
Me- yes 
VO- where do you work 
Me- I am affiliated with govt of Sindh 
Typing typing 
Visa approved, didn’t see any documents. Lucky  us
"
27,"
Visa Experience
Status: Approved
Karachi Consulate
VO: Hello Good Morning
Me: 
Hi Good Morning
VO: Why are you going to the United States?
Me: I am going for my bachelors in psychology from the University of North of Texas
VO: Oh so you're going for bachelors. Have you passed your O levels?
Me: yes i have passed both O and A levels
VO: What is your age?
Me: 18
VO: why did you choose this university?
Me: this university had been my first priority and i was impressed by the diversity of programs it offered. I will get a chance to learn from the experienced faculty and get hands-on experience which will help me in my academic career. The program aligns with my interests and i think this university will provide me the best opportunity to pursue my goals.
VO: Did you apply to any other university?
Me: yes i did and i got acceptances from Depaul, West Virginia, Missouri State and Stockton Univeristy.
VO: what are your future plans after this?
Me: My aim is to be a therapist/counsellor here in Pakistan and help the undeserved population who lack access to mental health resources.
VO: Who is sponsoring you?
Me: my father is sponsoring. (Told her his profession as well)
VO: Where is this university located?
Me: Denton Texas
VO:  Does any of your relative lives in Texas?
Me: No one
VO: Have you travelled out of the country before?
Me: yes i have been to UAE and Saudi Arabia
VO: you'll be going alone?
Me: Yes
VO: Your visa is approved congratulations! Have a nice day
Me: Thankyou so much officer have a great day
"
28,"
Got my visa approved today. ALHUMDULILLAH. Here is my experience.
Degree and College: MS Mechanical Engineering from Southern Illinois University Edwardsville.
Semester: Spring '24
Consulate: Karachi
Date: 21-08-23
VO 
was a middle-aged white man.
VO: Hi!
Me: Hello! good morning.
VO: Pass me these documents (I had my passport, I-20 and SEVIS fee confirmation in my hand)
Me: Sure. There you go.
VO: (After looking at my documents) How old are you?
Me: I'm 23 years old.
VO: (After some time) so you are going to do your masters? 
Me: Yes sir!
VO: How did you get to know about this university?
Me: I came to know about SIUE from my FYP advisor. He has done researches and have publications in clean energy technologies. He has high regards for the work done by Dr. XYZ, he is a professor in the mechanical department of SIUE. Further upon my research I got to know that it is a notable institute in the Midwestern region. I also found the Uni to be affordable and upon completion of my admission process, I also recieved a scholarship of $8,000, which helped me finalising my decision to choose SIUE.
(VO hardly maintained any eye contact all this time)
VO: How many brothers and sisters do you have?
Me: I have one younger brother.
VO: What do your parents do?
Me: My mother is a teacher at XYZ school and my father is a government employee in the ministry of XYZ as an Assistant Officer.
(He got a little confused at assistant officer, I had to tell him again and also mentioned my father's grade to him)
For a minute or so he kept typing something on his computer. And after a minute gave me my I-20 and SEVIS fee confirmation back.
At this point I was thinking that he didn't give me my passport back to me but then I saw him taking out a blue slip and eventually kept my mouth shut 
VO: There you go. (Not even a congratulations 
)
Me: Thank you. When can I have my passport back?
VO: You will receive an email in a week or so.
Me: Alright. Have a nice day. 
He only asked me 4 questions out of which I guess only 2 were relevant to my interview. He didn't ask for any single document other than my I-20 and SEVIS fee confirmation. I stayed confident, and maintained my tone but all of that wasn't even looked at 
. He already refused 2 F-1 candidates right infront of me and I was really scared but Alhumdulillah everything went far better than I expected. 
My question now is, how long will it take to get my passport back and when does the visa status on the portal gets updated??
Any questions are welcomed.
"
29,"
Alhumdolillah. My cousin's visa approved yesterday from Islamabad Embassy. 
DePaul University (BS Business Administration admission on basis of Olevels only) process was done by me.
Interview was smooth as per my cousin.
Why US?
Why DePaul?
Who's sponsoring? 
Countries visited?
Amount of scholarship?
Thank you.
9D42IQMAW.com
Muhammad
Alhumdolillah. My cousin's visa approved yesterday from Islamabad Embassy. 
DePaul University (BS Business Administration admission on basis of Olevels only) process was done by me.
Interview was smooth as per my cousin.
Why US?
Why DePaul?
Who's sponsoring? 
Countries visited?
Amount of scholarship?
Thank you.
"
30,"
Visa approved after 221g (administrative processing)
AOA
I finally received a visa after 40 days of administrative processing.
University: Cleveland State University
Sponsor: Cousin living in the US
Embassy: Islamabad
Interview date: 03 Aug 2022
Passport received: 20 Sep 2022
Interview experience: VO only asked about my program and current job while constantly typing. He was not asking anything else but just typing, I was telling him about my graduation, sponsor and future goals. He was just saying OK in reply. He then told me he will need some more information via email and returned my passport.
So, i want to share my experience what observed so far, it might be helpful for someone.
First and the most important thing is the believe in Allah and Duas from parents.
Practice interview in front of a mirror or laptop camera.
Prepare the answers to common questions from VO and analyze them until you get confidence that they are according to your case because only you know the best about yourself. Tell him like a story and show your accomplishments. No doubt, university and sponsorship matter but the most important thing that matters is how you are presenting your case if it makes sense then all OK. Your whole profile matter.
One last important thing which we often ignore, please be dressed as it depicts how serious you are about your study or the concerned post. They judge you from the very moment when you get up from the chair and move towards the window.
Best of luck all.
Thanks!
"
31,"
F1 Visa Interview
University: Stony Brook
Program: PhD Computer Science (fully funded)
Location: Islamabad Embassy
Status: Approved and Issued
Interview was scheduled at 8 30 but took place around 2pm. 
VO asked me the following questions:
1- Why are you going to US
For PhD 
2- Why Stony Brook? 
My research was aligned with their faculty. Plus they offered me a fellowship which made me more inclined towards them.
3- Who's sponsoring you? 
My program is fully funded and is enough to cover my tution and living expenses.
She was pretty confused on how I'm going for a PhD right after bachelors. Made her understand in a very casual way.
VO started typing for a long minute and half and handed me the blue slip.
Interview: 31st May 
Status updated to Approved: 31st May
Updated to Issued: 1st June
Collected: 2nd June
Just keep it simple, straight forward and casual. Take it as a conversation not an interview. Be yourself. 
Best of luck, Champs
You got this!
"
32,"
Visa Approved 
28 March Islamabad embassy 
Counter number 16
Vo old American lady.
Vo: Hello how are you doing 
Me 
I'm doing great.
Vo: so where are you going?
Me: University of washington seattle 
Vo: Why this university?
Me: I was looking for universities which transportation curriculum includes smart cities planning and ITS and university of Washington transportation program is mainly focused on smart cities they have lot of research going on related smart cities transportation planning and many of their transportation faculty members have field experience of smart cities planning. 
•  Its transportation program is ranked top 4 in the states and in top 10 around the world.
VO: what dose your father do 
Me: He is head in XYZ company he also has a xyz business alongside my uncle and is also a landlord 
Vo: Any travel history?
Me: yes recently went to dubai for new year 
Vo: Has someone from your family studied from US?
Me: yes Two of my uncle's  i told them the University's from were they studied 
Vo: you seem quite young 
Me: yes i recently did my bachelors in 2022
Vo: what were you doing after your bachelors 
Me: i was preparing for GRE 
Vo: What is your Gre score 
Me: i told her my score 
Vo: ok you sit for a while my colleague will ask few more questions 
After 20 min my name was announced and was called of to counter number 29 which is a Room basically. I went to a room Vo told me to sit he was a Pakistani guy.
Vo: in urdu what dose your father do 
Me: told him
Vo: can you please give us the bank statement and your academic document 
Me: I passed the bank statement and property evaluation form and my degree and transcript.
Vo: ok wait for a while outside the room.
After 40 min my name was announced and told to come back to counter number 16. As i went there.
VO American lady: congratulations you have been granted a F1 Visa. Handed me the blue slip and my documents.
"
33,"
Visa status: Approved Alhumdulillah
Interview date: 29th Dec
Venue: Karachi 
University name: Mississippi College
(Long post so bear with me) 
1st 
a guy sitting right outside the main interview hall checked my DS160, My F1 (I20), My pictures.
Went in the hall after that. 
On window 7 they asked me for my passport, i20 and asked if my picture on DS160 is taken within 6 months. 
Was asked to wait for few mins and then was called to window 8 or 9 ( dont as such remember the next window number cuz was super nervous lol) 
Vo: Hello Good morning how are you?
       can I see you passport and F1 form.
Me: I passed the things to her. 
Vo:Ok Miss Nadeem so what you will be studying in USA. 
Me: I am going for my Masters in Graphic designing.
Vo: you must have done your BS in the same field?
Me: no actually my BS was in Advertising but graphic designing was sort if my 2nd major in it.
Vo: oh that is nice, so you want to work in a graphics field or in the main advertising field working for ad campaigns? 
Me: I'll be more towards the advertising campaigns design. 
Vo: ok, good luck to you, where do you work or were you working somewhere? ( she answered this herself by looking at my DS160 form on her computer screen) 
*before i could answer* 
Vo: oh you were working as a pre primary teacher and then you left cuz pandemic hit etc etc and now you are working as a freelancer.
Me: yes and i also have a photography institute to teach courses like graphic designing, photography and English language. 
Vo: Nice, how much do you earn from the institute monthly?
Me:I earn abc to xyz amount from the institute. 
Vo: Nice. 
Vo: what your parents do?
Me:My father passed away in 2002 and my mother owns a small business of frozen foods. 
Vo: am sorry to hear about your father.
Me:thanks its ok. 
Vo: so who is sponsoring you?
Me: actually it is like 50/50 payment, half will be done by myself and half will be paid by my mother's friend, am taking her help as a study loan and will return the money when I will be back in Pakistan after my Master's. 
Vo: Then why is your mother's friend sponsoring you? 
Me: as a helping soul she wanted to support an orphan fulfilling her dreams.
Vo: wow. (Smiled) 
Vo: do you have any relatives in USA. 
Me: yes,but they are my grandparents relatives and probably lives in old home.
Vo: oh, mean they are our quite distant relatives. 
Me: yes. 
Vo: do you have siblings?
Me :yes 2 sisters one in UK. 
Vo: have you ever visited your sister in Uk.
Me: No.
Vo: where your family lives. 
Me: in pakistan
Vo: (laughs a little) yes ofcourse they are in pak where in pak? In karachi? 
Me:( I chuckled a little too) yes in Karachi.
Vo:where in karachi. 
Me: (told her)
Vo: have you ever travelled to US?
Me: no. 
Vo to any other country? (She looked at the screen and said oh yeah you mentioned that you been to europe. 
Me: yes i have been to 5 europeon countires.
Vo: by your own or with a travel group.
Me: told her and then also told her that I funded myself for the trip.
Vo: ( she was impressed)
Then she started typing on for 1 min and said 
Congrats your visa is approved handed me a pink slip and my F1 form back and kept my passport and told me ill get the passport after my visa stamp on it.
She didnt see ANY paper, na hi mera uni ka letter na hi statement IK BHI paper nahe dekha kuch nahe manga mjhse. 
Alhumdulillah !!!
All i wanna say to all of you that HAVE FAITH IN ALLAH and then in yourself and keep imagining that you are receiving your approved visa slip, keep reciting ayat e kareema and in sha Allah you can do it too 
 
Wish all of you ALL THE BEST. 
#visaapproval
"
34,"
Visa approved, Allhamdullilah 
U.S embassy, Islamabad 
Questions were asked:
I see you are going to U.S as a student this time 
What 
are you going to study? 
Any family member in the U.S?
Congratulations!
Your visa has been approved
University: St. Cloud State University, Minnesota 
Program: Masters in Engineering Management
Profile:
BBA(H) Marketing Management from Iqra University, Islamabad (2010-2014)
Ielts 7 band
Three years of work experience 
GRE was NOT required for this program 
Thanks
"
35,"
My brother's visa got approved today. 
* Isb Embassy
* 9am slot ( He reached the embassy at 10)
* University of Minnesota, Mankato
* BS 
International Business 
* 8k $ scholarship
* Matric 93%
* Fsc 93%
* Duolingo 125
E: Good Morning Sir
VO: Morning. Put your fingers on the fingerprint sensor. 
E: Why are you going to US?
VO: To pursue my undergrad degree at University of Minnesota, Mankato
VO: Who is sponsoring you?
E: My father is sponsoring me.
VO: Explain the business nature in detail?
E:    *explained*
VO: Any relatives in the US?
E:  Yes, my elder brother is currently pursuing his Masters degree at *** University
VO: Congratulations. I'm approving your visa. Welcome to the United States of America.
.
.
.
.
.
There were 100+ F1 candidates and around 6 were approved.
"
36,"
Visa Experience:
18th April 2023
Status: Approved
Visa Officer was a young female
VO: 
Hello, How are you?
Me: I am fine, Thank you
VO: Which university are you going to?
Me: University of Illinois Urbana Champaign
VO: What will you be studying?
Me: Masters in Agricultural and Applied Economics
VO: Do have any specific research focus?
Me: Yes, I have a one year experience in Agricultural Supply Chains in Pakistan. I have been actually offered a fully funded offer because my research interests are aligned with that of a professor from the university, (name of the professor). He offered me the scholarship.
VO: Ok nice, why are you going to this specific university?
Me: Because, out of all my other offers, this offer was the best one in terms of funding. And I value my financial well-being in the US.
VO: That's smart. Where else did you apply?
Me: I applied to University of Chicago and Iowa State. UChicago offered me two offers, one from Harris school of Public Policy and the other from the Division of Social Sciences.
VO: Ok. (She looked at the screen for a while) Congratulations, your visa is approved.
Me: Thank you so much!
Thanks to 
Irshad Arshad
 for his sincere help.
"
37,"
Visa approved khi embassy
Date 31-dec-2020
Q1 
Introduce your self?
Q2
Tell 
me about your course ?
Q3
What is data science?
Q4 
Why types of data u extract?
Q5
Tell me about image processing ?
Q6
 how u detect face by image processing?
Q7
Who's your sponsor?
Q8
What does he do?
Q9
She again confirm about my sponsor
After 2,3 minutes 
She said Golden Words
Your visa approved Congratulations 
"
38,"
1st Attempt: Approved Alhumdulillah.
Interview was at 25th May Karachi Consulate.
Profile: BS from LUMS, going for MS Finance at University of Houston. Had Received out-of-station tuition waiver and additional scholarship as well. Have been working at Multinational bank for almost two years now.
VO: 
Pass me your passport and F1.
VO:  Why university of Houston?
ME: Firstly, the courses which they are offering, related to derivates trading and hedging and this is where my professional experience lies, as I have been working in the banking industry for over 2 years now, and I feel this degree would help me fill in the gaps in my skill set.
Also, one of my university professors had recommended this course and degree, as he had also completed his master’s from there.
Also, I have been following Professor XYZ, throughout my undergraduate phase, and read his publications on hedging techniques, so I thought it would be quite an experience to take live lectures from him.
VO: interesting!
VO: What is your job ?
ME: Told him about the general job description, routine tasks etc.
VO: Plans after graduation.
ME: Obviously, the plan is to complete my master’s with good GPA. And then to focus on my banking career, as employers in the Pakistani banking sectors tend to value those profiles and individuals who have done their education specifically from US Colleges. In fact, my current supervisor had done his Master’s from abroad, and at a very young age he is doing quite well. I have a similar objective, I believe this degree would help me to excel in the Pakistan banking sector, also that I have made good repo with my supervisor, he would be willing to hire me at a senior position, once I complete my master’s.
VO: Who is your sponsor?
ME:  it is my father.
VO: What is his profession?
ME: He is a banker as well, and currently working in one of the banks in UAE.
VO: Pass me the statement.
I handed over the statement to him.
VO: Your credentials are good, I am approving your visa. You will get your passport in a week.
For all the aspirants out here, the only thing matters is your level of confidence and communication skills. Regardless of the circumstances, and whatever is the outcome, just give your 100% and maintain eye-contact.
"
39,"
Visa type:  F2 Approved Alhamdulillah 
Dependents 
1- Spouse (Male)
2- Child, (Boy): age 2.8 Year
3- 
Infant, (Girl): age: 6 Months 
Interview started.
VO: Pass me your Documents
ME: Did the Same
VO: Who else is with you for interview 
ME: Myself & 2 Children
VO: Where is the second child
ME: He is plying back there with his toys; do you want me to bring him here
VO: Yes, certainly  
ME: Brought the child  
VO: your spouse stated that you will not go with her at the time of her interview (Got aggressive expression her face and said) 
ME: Yes, initially we do not have such plans but after couple of weeks we realize that, it is not that easy for the children to live without their mother.
VO: How long is your spouse is going to stay USA
ME: It will be 2 years.
VO: That’s exactly then why are you going. 
ME: Yes, initially we do not have such plans but after couple of weeks we realize that: VO stopped me
VO: It was you, the sponsor of your Spouse then how would you manage the expense there 
ME: My spouse has 20 hours graduate assistantship and the rest we have enough savings 
VO: Your Spouse’s graduate assistantship does not cover this much expenses 
ME: At the beginning she had 10 hours of graduate assistantship but not she had 20 graduate assistantships
VO. How would you manage your job
ME: I have taken unpaid leave and will join back my company on my return  
VO: This is illogical none of the company does that
VO: How much you earn there
ME. Stated
VO: How much is your spouse getting graduate assistantship
ME: Stated
VO: How much in total you need for a year there
ME: Stated
VO: What about rest
ME: We have enough savings for that, I did bring my financial if you say I can show you. 
VO: You have your marriage registration certificate and Children birth certificate and Spouse Visa copy.
ME: Provided
VO: What is your Spouse name asked twice (somewhere in the middle of interview)
ME: Stated
VO: What is your spouse specialization of program asked twice (somewhere in the middle of interview)
ME: Stated
VO: What is your spouse doing in USA
ME: Stated
VO: what is your younger child age
ME: Stated 
VO: took some time doing data entry in her computer then said I am approving your visa here is the blue slip
Alhamdulillah 
.
"
40,"
Visa status approved :
University : IIT Chicago
Program : MAS Power engineering (Pathway program)
Bechoulr GPA: 2.56
Dress code : Navy blue paint cout with white shirt and brown shose 
Appointment: 19th November Friday
Time: 8:00 (10:00)
Category: F1
 (Islamabad embassy)
Me: Hello 
Vo: Pass me your documents and put your left hand for scanning.
VO: Whats your program?
Me: My program is MS power engineering .
VO: who’s going to sponsor you?
Me: My father is going to sponsor me .
VO: What he is doing?
Me: He’s a businessman and he’s running Bajwa electrical pole company and we deal with street lights and pole and has been working with Bahria and DHA.
VO: Who many sibling do you have ?
Me: 2 brothers and 2 Sisters .
VO: what’s your brothers are doing ?
Me: my elder brother is working as a sale executive in company and my younger brother is working as a site engineer and I’m working as a design engineer into my company .
VO: You visa is approved .
Me: Thank you soo much .
Reason of my success : Five Times prayers and dua , a strong connection with Allah , quit Harm things and acts , Toba astegfar, solid belief on Allah , a little bit my struggle and strong diturmination.
With my belief if you want any thing in life then you should have a strong connection with Allah in the form of 5 time salah , dua with complete attention , and parents prayers .
"
41,"
Status: Visa Approved in first attempt, Alhumdulilah!
Date: 26th May, 2023
Time: 8:00AM
Embassy: Islamabad
The Visa officer was an American lady in her 40s i think.
Me: 
Good morning officer.
VO: Good morning
VO: Pass me your documents.
Me: Yeah sure.
VO: Where are you going?
Me: I am going to the Purdue for my Masters in Civil Engineering.
(While she was typing) I told her that I have done my bachelors in civil engineering from xyz university and after that I have been working in the construction industry for the past three years. I have experience letter, do you need those. She said not required.
VO: What is your current role and your responsibilities in your current job?
Me:  I am working as a Junior Project Manager in XYZ company and told her my responsibilities.
While she was typing I told her that I am in contact with my academic advisor who will give me an assistantship position in the 2nd semester. Do you want see mine and his resume. She says no need.
VO: How will this course help you in future?
Me: ( Here she stopped typing and looked at me in the eyes) 
As my father ,who is also a civil engineer and a government officer, will retire around 2030. So before that I plan to establish a construction company and when he retires work under his supervision. Also he always inspired me to start my own company rather than doing job.
VO: How many siblings do you have?
Me: Told
VO: Why did you go to UAE?
Me: I went there to visit my aunt along with my mother.
VO: Ok I am approving your visa?
Me: Thankyou. 
Thats it. I was a little surprised as She did not asked me of any documents. And no question regarding sponsor although I was fully prepared.
Before she refused 3 students so I was a little anxious but Alhamdulillah got the visa.
I tried to lead the conservation as she was typing all the time and I tried to give her answers she needed to fill in her computer. It was a short interview for me.
Overall today many students were getting visa from both the officers.
"
42,"
Visa approved AlhamduLLILAH....
Islamabad embassy...
Today 
Appointment time 11:00am...
Questions
Why US?
Why Ohio University?
Your major?
Sponser?
Congratulations...I am going to approve your visa. Please collect your passport after three to four working days.
"
43,"
F1 Visa ( Visa approved )
Islamabad Embassy 
07 December 2022
VO: Good Morning 
Me:
VO: 
Why do you want to go to the US?
Me:
VO: You have a graduate assistantship?
Me: 
VO: Give me your offer letter for Graduate assistantship.
Me: 
VO: What would you teach as a teaching assistant?
Me:
VO: You mentioned that you have work experience with the Consultant company. What were your job duties?
Me:
VO: I am approving your Visa, Best of Luck 
"
44,"
J2 Visa Approved
My spouse went for J2 visa interview and it was approved after a quick interview. Here are the questions that visa officer asked. 
1. Visa Officer: Good morning 
Answer: Good morning sir. 
2. Officer: When did you get married. 
3. Officer: where did you meet for the first time?
4. Officer: Was any of you married or had kids before?
5. Officer: Where does your husband work? And where does he live?
6. Do you have any relatives in the US?
7. Can you show me your spouse visa?
After typing for 3 to 4 minutes on computer. 
Your visa is approved.
"
45,"
Hello Everyone: I want to share my F1 visa interview experience. 
Visa status: Approved 
Date: 12 December 
Islamabad embassy 
VO 
was a aged man with glasses.
University: Illinois Institute of Technology Chicago 
Program: Master in Structural Engineering (Civil engineering)
Q1. Where are you going? 
Ans: Its a Master’s Degree Program in Structural from Illinois Institute of Technology.
Q2. Why this Uni? 
Ans: Well, I have applied 6 my admission in six Universities and luckily I got 5 acceptance letter and I have selected this uni bcz the (told breif details about my course) and I am also awarded a scholarship of 40%. That's why I have selected this university for my Higher Studies.
Q3. who's your sponsor and what does he do? 
Ans: told about my fathers construction firm
Q4: Any Relatives in U.S.? 
Ans: No, I don't have any relatives in U.S.
Then VO mentioned your visa is approved congratulations. 
Trust me there’s alot of pressure, but try your best stay calm, confident and as true as possible. You’ll surely get the positive result.
Reason of my success : Five Times prayers and dua , a strong connection with Allah, a little bit my struggle and strong diturmination.
With my belief if you want any thing in life then you should have a strong connection with Allah in the form of 5 time salah , dua with complete attention, and parents prayers..
"
46,"
Visa approved.
Khi embassy. 
VO was a lady. Extremely graceful. 
Questions.
1. Where are you going. 
2. 
Where is university located. 
3. Family details how many siblings. 
4. Where do you live.
5. What does your sponsor do
6. Who is sponsor 
7. Some fun chat
8. Details about previous jobs.
Overall, the lady was superb.
After asking these questions she started to type for 5 minutes. 
Returned my i20, sevis. Kept my passport. 
No extra documents asked.
"
47,"
VISA GOT APPROVED
23rd June 2021
Islamabad
Time: 9:00 am but interview started at 10
 (My 
program is PhD in curriculum and instruction within Science Education from Virginia Tech. 100% assistantship, I dint show any statement because my graduate teaching asshistantship for one year on my I-20 is greater than my one year expense)
VO: Good morning, I ll take your fingerprints first. (After that procedure interview started)
VO: Please pass me your passport and I-20
Me: sure
VO: Why you going to US?
Me: To pursue my PhD in curriculum and instruction
VO: sorry? What did you say?
Me: Curriculum and instruction and my area of concentration is Science Education
VO: Can you explain what is that, sorry I'm confused about your program, how it will help you?
Me: Curriculum and instruction is my major which offers 14 different areas of concentration and ""Science Education"" is one of them. I chose this aea bcx it will broaden my current knowledge and experience also it ll help me improve myself scientifically and technologically to make a positive contribution in my community when I ll be back.
VO: Ok...so it's related to ""Education"".
Me: yes
VO: so you wana be teacher?
Me: A kind of...but I'm more interested to work as a trainer, bcx during my work as a trainer I ve realized that Pakistan is really deprived of providing professional development opportunities to the teachers. So I can better utilize my learning this way and cascade my knowledge to the maximum teachers so maximum students can get benefit from it.
VO: interrupted. Ok, Ok, your visa is approved.
Note: I also have US travel history once in 2019 in a fully funded program by Regional English Language Office of US embassy Islamabad.
I took a big heavy file with me but VO dint ask for any additional documents.
"
